episode,ignition_row,ignition_col,seed,device,n_ticks,total_reward,mean_reward_per_tick,buildings_destroyed,contained,timeout,first_building_loss_tick,peak_active_fire,final_active_fire,peak_blaze,policy_loss,value_loss,classification_loss,aux_target_loss,entropy,resource_entropy,target_entropy,grad_norm,actions_per_tick,max_actions_tick,noop_ticks,dispatch_attempts,successful_dispatches,wasted_dispatches,unavailable_resource_attempts,unreachable_zone_attempts,mean_response_ticks,mean_traffic_delay_s,traffic_mean_load,traffic_max_load,water_team_dispatches,trench_crew_dispatches,rescue_vehicle_dispatches,helicopter_dispatches,water_team_effect_success,trench_crew_effect_success,rescue_vehicle_effect_success,helicopter_effect_success
11,151,384,,cpu,150,-122033.12005209543,-813.5541336806363,421,False,True,47,333,290,268,-2.370098217626413,5.791185777210703,0.18366292384763558,1.0237148817380268,0.9538571802775065,0.20015265315771102,0.9538571802775065,,0.94,10,75,141,141,0,0,0,7.446808510638298,152.52365820552123,1.9942503,10.6,34,36,26,45,17,13,2,11
12,233,463,,cpu,7,-1971.3936569491839,-281.62766527845486,6,True,False,2,10,0,8,3.6956306866237094,0.8320989523615155,0.02997566413666521,2.35416909626552,2.35416909626552,2.041421719959804,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,7.466666666666667,137.51231202619044,1.8097602,10.6,3,4,3,5,1,0,0,1
13,195,366,,cpu,150,-140786.52382652607,-938.5768255101738,479,False,True,31,160,140,125,-1.9037478233873844,3.857575589096232,0.12132729640851418,0.9130533468723298,0.9427419638633728,0.24910068372885386,0.9427419638633728,,0.9266666666666666,10,81,139,139,0,0,0,7.402877697841727,149.64874816248636,2.0092716,10.6,36,37,26,40,10,12,0,6
14,158,148,,cpu,8,-507.2567806089679,-63.40709757612099,1,True,False,5,17,0,10,3.495264708995819,0.6735473349690437,0.02808462968096137,2.4826124906539917,2.5753143429756165,1.786358892917633,2.5753143429756165,,1.875,10,6,15,15,0,0,0,12.466666666666667,277.68523764705543,2.540843,8.4,3,4,3,5,0,0,0,4
15,130,119,,cpu,7,-373.4512849000276,-53.3501835571468,0,True,False,,11,0,9,2.587372439248221,0.49091466835566927,0.02730344475380012,1.4853153909955705,1.4853153909955705,2.1125332287379672,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,13.133333333333333,285.03766417928466,2.6775055,10.6,3,4,3,5,0,0,0,2
16,297,155,,cpu,7,-609.5832394996979,-87.08331992852827,1,True,False,5,9,0,7,1.7872469084603446,0.2675090602466038,0.025888441130518913,1.4853153909955705,1.4853153909955705,1.9229480879647392,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,8.866666666666667,176.80035634906926,2.3435287,10.6,3,4,3,5,1,1,0,0
17,108,492,,cpu,6,-1443.1635158962267,-240.52725264937112,4,True,False,2,7,0,5,1.5535449186960857,0.07986994087696075,0.025937087833881378,2.746530612309774,2.7465309302012124,2.4615046183268228,2.7465309302012124,,2.5,10,4,15,15,0,0,0,9.466666666666667,202.01611899693398,2.4405935,10.6,3,4,3,5,0,0,0,1
18,267,245,,cpu,7,-150.518850655296,-21.502692950756572,0,True,False,,17,0,16,0.20128061941691808,0.0011718225202932736,0.025426514712827548,1.4853153909955705,1.4853153909955705,1.9633379323141915,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,8.133333333333333,158.3382894070111,1.9054204,9.6,3,4,3,5,1,0,0,2
19,228,361,,cpu,7,-1033.1377466607512,-147.5911066658216,3,True,False,2,11,0,8,-1.209051251411438,0.10018166473933629,0.024960259241717204,2.35416909626552,2.35416909626552,1.8388573101588659,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,7.666666666666667,164.56418836638568,2.0589151,10.6,3,4,3,5,1,0,0,2
20,176,185,,cpu,150,-106312.8035222336,-708.7520234815573,358,False,True,11,505,505,367,-1.0936528899272282,4.012522992889086,0.24131345675637325,0.49706544001897174,0.3825355331103007,0.21503864685694377,0.3825355331103007,,0.6466666666666666,10,90,97,97,0,0,0,8.608247422680412,166.92530748877485,1.7066585,10.6,19,21,17,40,9,7,0,9
21,43,551,,cpu,24,-3742.511232315412,-155.93796801314218,11,True,False,2,17,0,15,-1.1283241907755535,0.2989889693756898,0.029431560542434454,1.424931471546491,1.4474609543879826,0.6855604747931162,1.4474609543879826,,1.1666666666666667,10,16,28,28,0,0,0,8.571428571428571,160.7863640279651,2.6692257,10.6,6,7,5,10,1,4,0,3
22,292,186,,cpu,6,-2455.9659093252867,-409.32765155421447,7,True,False,2,10,0,8,-2.360868732134501,0.25297419478495914,0.024005441615978878,2.746530612309774,2.746530612309774,2.0710829893747964,2.746530612309774,,2.5,10,4,15,15,0,0,0,8.466666666666667,171.77807132600734,2.0395138,10.6,3,4,3,5,1,0,0,0
23,0,519,,cpu,12,-1506.8202148412413,-125.56835123677011,4,True,False,2,8,0,6,-0.7768607934316,0.12757868692278862,0.02477748521293203,1.373265306154887,1.373265306154887,1.0112234155337017,1.373265306154887,,1.25,10,10,15,15,0,0,0,9.333333333333334,191.42344522672187,2.9740345,10.6,3,4,3,5,1,1,0,2
24,192,344,,cpu,7,-156.4025214197223,-22.343217345674613,0,True,False,,13,0,9,-0.39964050906045095,0.028804511497063295,0.02490694767662457,1.4853153909955705,1.4853153909955705,1.491912501198905,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,7.666666666666667,164.03802465376606,2.2171826,10.6,3,4,3,5,1,0,0,1
25,147,533,,cpu,6,-814.3418167246296,-135.7236361207716,2,True,False,2,17,0,11,0.30830377837022144,0.0021040123465354554,0.025098290604849655,2.746530612309774,2.746530612309774,2.222152719895045,2.746530612309774,,2.5,10,4,15,15,0,0,0,9.533333333333333,201.67434745611226,2.258705,10.6,3,4,3,5,0,0,0,2
26,277,222,,cpu,11,-433.1304952002962,-39.37549956366329,1,True,False,5,10,0,7,0.3377460945736278,0.019885645586658608,0.024462236938151447,0.9452007033608176,0.9452007033608176,1.0469189990650525,0.9452007033608176,,1.3636363636363635,10,9,15,15,0,0,0,8.4,171.4190019737752,2.6133728,10.6,3,4,3,5,2,1,1,2
27,293,123,,cpu,7,-1419.861041019589,-202.837291574227,4,True,False,2,14,0,10,0.645210691860744,0.01623341308108398,0.023569775745272636,2.35416909626552,2.35416909626552,1.9755097797938757,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,8.866666666666667,176.52549074251135,2.2861302,10.6,3,4,3,5,1,0,0,3
28,254,480,,cpu,7,-1970.431232008927,-281.4901760012753,5,True,False,2,7,0,7,0.3395148089953831,0.006188475926007543,0.023836307227611542,2.375591891152518,2.353713035583496,2.1004296030317033,2.353713035583496,,2.142857142857143,10,5,15,15,0,0,0,6.6,114.43686373874657,1.7724152,8.6,3,4,3,5,1,0,0,0
29,28,416,,cpu,6,-2568.2848556493386,-428.04747594155646,8,True,False,2,10,0,10,-0.1640130877494812,0.002754655341656568,0.02470280881971121,2.746530612309774,2.746530612309774,1.954781671365102,2.746530612309774,,2.5,10,4,15,15,0,0,0,7.133333333333334,126.95236642115005,1.9254279,9.6,3,4,3,5,0,0,0,2
30,15,559,,cpu,6,-2229.0215848067573,-371.5035974677929,6,True,False,2,8,0,7,-0.2421050270398458,0.0032870734576135874,0.023986770150562126,2.594450314839681,2.7167669932047525,2.3071712056795755,2.7167669932047525,,2.5,10,4,15,15,0,0,0,9.2,187.50187390884028,2.0337255,9.6,3,4,3,5,0,0,0,1
31,116,560,,cpu,7,-924.7176357536166,-132.1025193933738,2,True,False,2,8,0,8,0.14786756038665771,0.000481998252344137,0.0246387744056327,2.336981841496059,2.336346762520926,2.0914202417646135,2.336346762520926,,2.142857142857143,10,5,15,15,0,0,0,9.266666666666667,192.89473546405011,2.4287236,9.6,3,4,3,5,0,1,0,1
32,110,358,,cpu,150,-17659.18722181865,-117.72791481212434,66,False,True,24,350,335,269,0.03859688900411129,0.09890085176245823,0.364660033347706,0.7664066012700399,0.7708919449647268,0.17196768949429195,0.7708919449647268,,0.86,10,79,129,129,0,0,0,8.534883720930232,193.48942487827765,2.2542567,10.6,29,32,23,45,10,3,1,11
33,290,152,,cpu,34,-5002.756320664577,-147.13989178425228,15,True,False,7,20,0,18,-0.16562553582822576,0.018512041857106584,0.02500602849485243,0.8516421738792869,0.8516421738792869,0.5172027454656714,0.8516421738792869,,0.9705882352941176,10,23,33,33,0,0,0,8.333333333333334,153.40370278469362,2.5514102,10.6,7,9,7,10,3,3,0,2
34,220,521,,cpu,150,-107284.1249387646,-715.227499591764,322,False,True,2,62,51,46,-1.9936554994185764,2.471137092865829,0.06362624309957027,1.0691377520561218,1.0636915214856466,0.24750240008036295,1.0636915214856466,,0.98,10,72,147,147,0,0,0,6.578231292517007,116.26978359623845,2.0792994,10.6,34,37,31,45,16,17,5,8
35,186,476,,cpu,26,-4043.132902977675,-155.5051116529875,14,True,False,2,17,0,14,0.31526660116819233,0.03953285099795231,0.028273438819899008,1.2541162646733797,1.261411685210008,0.5868593775309049,1.261411685210008,,1.1923076923076923,10,14,31,31,0,0,0,7.290322580645161,128.83844251830396,1.8104693,10.6,7,8,6,10,4,3,1,3
36,227,313,,cpu,8,-111.06929553128964,-13.883661941411205,0,True,False,,14,0,11,0.9746582806110382,0.07642653211951256,0.024030599044635892,1.2996509671211243,1.2996509671211243,1.8795647323131561,1.2996509671211243,,1.875,10,6,15,15,0,0,0,8.733333333333333,179.39407727742,2.2785387,10.6,3,4,3,5,1,0,0,3
37,81,494,,cpu,14,-2734.012571922749,-195.28661228019635,9,True,False,2,17,0,11,0.5567072459629604,0.04741110785731247,0.026105936084474837,1.7255984033857072,1.7243857383728027,1.181951710156032,1.7243857383728027,,1.0714285714285714,10,12,15,15,0,0,0,9.333333333333334,195.48653021640544,2.6876032,9.6,3,4,3,5,0,1,1,2
38,203,431,,cpu,7,-114.7562966917551,-16.393756670250728,0,True,False,,19,0,15,0.9434296914509365,0.042292870048965724,0.023801064917019436,1.4853153909955705,1.4853153909955705,2.152116503034319,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,7.466666666666667,141.53761898440942,1.7712299,10.6,3,4,3,5,1,0,0,2
39,184,415,,cpu,7,-173.93806787476365,-24.84829541068052,0,True,False,,18,0,16,0.6335452113832746,0.014464240122054304,0.02471066958137921,1.4853153909955705,1.4853153909955705,2.483445508139474,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,7.466666666666667,138.8101895944379,1.782198,10.6,3,4,3,5,1,0,0,1
40,314,347,,cpu,5,-1408.6480842829726,-281.72961685659453,4,True,False,2,11,0,8,-0.05013864040374756,0.0004838642998947762,0.022301395982503892,3.2958367347717283,3.2958367347717283,2.9289880752563477,3.2958367347717283,,3.0,10,3,15,15,0,0,0,6.333333333333333,111.54313312006872,1.2883246,8.6,3,4,3,5,1,0,0,0
41,180,291,,cpu,150,-20277.780958792384,-135.18520639194924,79,False,True,19,480,474,357,-0.36004927271356185,0.1343442029611227,0.336253238307933,0.9197036975622177,0.824143743912379,0.19163545827070871,0.824143743912379,,0.8866666666666667,10,70,133,133,0,0,0,8.0,158.96932008853798,2.0117612,10.6,32,34,25,42,12,9,0,12
42,2,494,,cpu,6,-606.0149504503026,-101.00249174171711,1,True,False,2,7,0,6,-0.5936925609906515,0.021568558489282925,0.022244768217206,2.746530612309774,2.746530612309774,2.8708815972010293,2.746530612309774,,2.5,10,4,15,15,0,0,0,9.333333333333334,193.74403790354293,1.9748096,10.6,3,4,3,5,0,0,0,1
43,86,513,,cpu,150,-103128.85336399739,-687.5256890933159,358,False,True,30,339,327,256,-2.040610311875741,3.593370820886145,0.22310512938847143,0.91856764793396,0.9021796019872029,0.22591171582539876,0.9021796019872029,,0.8733333333333333,10,78,131,131,0,0,0,8.251908396946565,154.66668354195275,2.6740646,10.6,25,38,23,45,11,3,0,15
44,303,337,,cpu,5,-466.6669270002311,-93.33338540004623,1,True,False,2,9,0,7,0.3052303373813629,0.0016442112944787368,0.021739444881677627,3.2958367347717283,3.2958372116088865,3.045776844024658,3.2958372116088865,,3.0,10,3,15,15,0,0,0,6.333333333333333,111.39117233735698,1.531831,10.6,3,4,3,5,1,0,0,0
45,148,424,,cpu,150,-87165.9075336467,-581.1060502243114,306,False,True,58,344,219,263,-1.4737134497364361,1.989362127116765,0.27278828889131546,1.1071304750442506,0.9289182225863138,0.2569028567274412,0.9289182225863138,,1.0066666666666666,10,72,151,151,0,0,0,6.417218543046357,100.10381268103623,1.7225261,10.6,37,39,30,45,15,9,1,7
46,250,427,,cpu,7,-344.9908800681527,-49.28441143830753,1,True,False,2,12,0,8,0.7415084498269218,0.017496892118028233,0.02216020306306226,2.35416909626552,2.35416909626552,2.179701396397182,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,6.133333333333334,97.20247714244486,1.4773105,8.6,3,4,3,5,2,0,0,2
47,187,324,,cpu,150,-43378.69191039693,-289.19127940264616,165,False,True,10,475,475,354,-0.20884497564285995,0.30967850174192185,0.22218101274222135,0.8306468980511029,0.8752033539613088,0.21388046244780223,0.8752033539613088,,0.8866666666666667,10,77,133,133,0,0,0,7.81203007518797,155.41133362571856,1.9456364,10.6,33,35,25,40,11,13,1,10
48,199,312,,cpu,43,-599.8965322877314,-13.95108214622631,0,True,False,,21,0,15,0.20895126236732617,0.03186391949177135,0.029013854429818863,0.7253865863001624,0.7253865863001624,0.5050702885139821,0.7253865863001624,,1.0465116279069768,10,23,45,45,0,0,0,8.222222222222221,159.3826265826081,2.138401,10.6,10,11,9,15,6,2,0,3
49,298,251,,cpu,5,-1190.8805836109918,-238.17611672219837,3,True,False,2,7,0,7,0.3873121738433838,0.002644858253188431,0.021063989773392678,3.2958367347717283,3.295836925506592,2.97607045173645,3.295836925506592,,3.0,10,3,15,15,0,0,0,8.133333333333333,158.25492077422342,1.3985345,9.6,3,4,3,5,1,0,0,0
50,51,482,,cpu,6,-245.79214221692743,-40.96535703615457,0,True,False,,7,0,6,0.17298434674739838,0.0013880557817174122,0.02166329665730397,1.732867956161499,1.732867956161499,2.7661941846211753,1.732867956161499,,2.5,10,4,15,15,0,0,0,9.333333333333334,192.04455811342856,1.9518971,10.6,3,4,3,5,0,0,0,2
51,163,373,,cpu,19,-326.04757617336526,-17.160398745966592,0,True,False,,12,0,9,-0.049896317975301495,0.004138084782569326,0.02499623439813915,0.7661100437766627,0.7661100437766627,0.8779705386412772,0.7661100437766627,,1.105263157894737,10,12,21,21,0,0,0,7.571428571428571,169.3019259459772,2.0290678,10.6,6,6,4,5,2,1,0,1
52,310,395,,cpu,7,-1789.2217079446368,-255.6031011349481,5,True,False,2,8,0,6,-0.5040417313575745,0.014085800520011358,0.020489118195005825,2.35416909626552,2.35416909626552,1.7078389866011483,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,6.333333333333333,111.40594072661773,1.7243307,9.6,3,4,3,5,1,0,0,1
53,185,497,,cpu,6,-1015.6857533561108,-169.28095889268513,3,True,False,2,16,0,13,-0.3533778687318166,0.007118565457252164,0.021351028233766556,2.746530612309774,2.746530612309774,2.3977037270863852,2.746530612309774,,2.5,10,4,15,15,0,0,0,7.8,165.50087192756445,1.957038,10.6,3,4,3,5,0,0,0,3
54,144,160,,cpu,150,-43521.64388931503,-290.14429259543357,156,False,True,26,572,572,430,-0.2489491788794597,0.9057373751513175,0.2539667080094417,0.8378848077853521,0.7649809422095617,0.22954043020804724,0.7649809422095617,,0.8,10,87,120,120,0,0,0,9.85,213.64761425153634,2.685708,10.6,25,31,24,40,6,3,0,15
55,168,505,,cpu,150,-64169.555410353394,-427.7970360690226,213,False,True,8,50,38,41,-0.7644047902524471,0.6876579697631193,0.06711354522655408,1.0052629232406616,0.9802180520693461,0.19499318838119506,0.9802180520693461,,0.9466666666666667,10,73,142,142,0,0,0,7.126760563380282,135.1722751940202,2.1526232,10.6,31,35,31,45,15,13,6,12
56,51,510,,cpu,7,-1461.2543402646727,-208.7506200378104,4,True,False,2,8,0,6,0.41111316851207186,0.0073471409268677235,0.020802550816110203,2.35416909626552,2.35416909626552,1.9312776838030135,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,9.333333333333334,191.42344522672187,2.303414,10.6,3,4,3,5,0,0,0,2
57,95,403,,cpu,6,-92.59112696886174,-15.43185449481029,0,True,False,,13,0,10,0.7796268264452616,0.027394991057614487,0.021667624202867348,1.732867956161499,1.732867956161499,2.6319463650385537,1.732867956161499,,2.5,10,4,15,15,0,0,0,6.333333333333333,103.35165843053082,1.5359052,10.6,3,4,3,5,1,0,0,2
58,126,93,,cpu,150,-3035.660653519335,-20.2377376901289,1,False,True,84,444,410,335,0.2946678543587526,0.33313491859162847,0.28048696409910917,0.569800622065862,0.5556049092610678,0.1343439824382464,0.5556049092610678,,0.7666666666666667,10,81,115,115,0,0,0,10.730434782608695,217.7755688451849,2.7315712,10.6,25,28,22,40,8,7,0,9
59,187,155,,cpu,9,-412.81977751614687,-45.86886416846076,1,True,False,4,24,0,22,0.220916661951277,0.004461835824056632,0.02053637057542801,1.3805037074618869,1.3805037074618869,1.632063388824463,1.3805037074618869,,1.6666666666666667,10,7,15,15,0,0,0,10.2,250.21184490244642,2.7250853,10.6,3,4,3,5,1,0,0,4
60,250,527,,cpu,7,-1315.0752693085856,-187.86789561551223,4,True,False,2,8,0,5,-0.059085391994033544,0.0006921432315201466,0.019335852935910225,2.35416909626552,2.35416909626552,2.1775306974138533,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,6.866666666666666,121.49270476368741,2.002495,10.6,3,4,3,5,1,0,0,0
61,258,235,,cpu,7,-112.66290578114075,-16.09470082587725,0,True,False,,22,0,17,0.09045313937323433,0.00043534788970386477,0.020274415612220764,1.4853153909955705,1.4853153909955705,2.1444661957877025,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,8.4,171.732627968202,2.1590219,10.6,3,4,3,5,1,0,0,3
62,297,343,,cpu,5,-1069.6857172817379,-213.93714345634757,3,True,False,2,9,0,5,-0.37619632482528687,0.003112822026014328,0.01882919780910015,3.2958367347717283,3.2958367347717283,2.8526235103607176,3.2958367347717283,,3.0,10,3,15,15,0,0,0,6.333333333333333,111.45228629324042,1.3197883,8.6,3,4,3,5,1,0,0,0
63,94,481,,cpu,6,-126.95794054921421,-21.15965675820237,0,True,False,,13,0,10,-0.0996423705170552,0.0015593083614173036,0.01967095086971919,2.544292370478312,2.3880576292673745,2.6580626567204795,2.3880576292673745,,2.5,10,4,15,15,0,0,0,7.8,151.75013758896654,1.9070479,8.6,3,4,3,5,0,0,0,3
64,179,187,,cpu,150,-109739.0261069051,-731.5935073793673,370,False,True,12,310,306,229,-1.0524281878738353,4.018545669912952,0.16549641183267036,0.4962153609593709,0.3976759680112203,0.26009637812773384,0.3976759680112203,,0.6133333333333333,10,95,92,92,0,0,0,8.217391304347826,153.25817802450413,1.4901633,10.6,17,20,15,40,14,4,0,12
65,122,378,,cpu,6,-238.39053025841255,-39.73175504306876,0,True,False,,11,0,9,0.4011302987734477,0.006084833138932784,0.019268570157388847,1.732867956161499,1.732867956161499,2.624689737955729,1.732867956161499,,2.5,10,4,15,15,0,0,0,9.266666666666667,237.5900348762816,1.9277592,10.6,3,4,3,5,0,0,0,2
66,175,212,,cpu,7,-1.9902407262960153,-0.28432010375657363,0,True,False,,8,0,6,0.13113742853913987,0.015221859461494855,0.018726358988455365,0.4951051303318569,0.4951051303318569,0.9320354121071952,0.4951051303318569,,0.7142857142857143,2,3,5,5,0,0,0,5.0,0.0,0.0,0.0,0,0,0,5,0,0,0,1
67,194,329,,cpu,11,-509.3034524584641,-46.300313859860374,2,True,False,4,18,0,11,0.16263521259481256,0.004513142588125033,0.019515474072911522,1.1295030333779075,1.1295030333779075,1.2769221392544834,1.1295030333779075,,1.3636363636363635,10,9,15,15,0,0,0,7.666666666666667,163.75303828456876,2.41169,10.6,3,4,3,5,1,1,0,4
68,291,240,,cpu,16,-981.8501092269163,-61.36563182668227,2,True,False,6,10,0,9,-0.009441789705306292,0.0002737692017760196,0.018139197141863406,0.9712879285216331,0.9875465109944344,0.829481229186058,0.9875465109944344,,1.1875,10,10,19,19,0,0,0,7.684210526315789,152.20120729963944,2.092542,7.4,5,5,4,5,2,1,0,0
69,306,415,,cpu,6,-1512.7066452137728,-252.11777420229546,4,True,False,2,5,0,5,-0.34533510605494183,0.0029590701936588935,0.01671189907938242,2.746530612309774,2.746530612309774,2.342127243677775,2.746530612309774,,2.5,10,4,15,15,0,0,0,6.133333333333334,96.85130613634983,1.4070954,10.6,3,4,3,5,1,1,0,0
70,237,201,,cpu,8,-444.2473986769203,-55.530924834615035,1,True,False,4,15,0,11,-0.09145417949184775,0.0009084038465516642,0.017859294544905424,1.585977017879486,1.6859285235404968,2.0221973061561584,1.6859285235404968,,1.875,10,5,15,15,0,0,0,8.4,171.5615547227794,1.9415994,10.6,3,4,3,5,1,1,0,2
71,41,432,,cpu,6,-1344.0633509794004,-224.01055849656674,4,True,False,2,8,0,6,-0.21889778971672058,0.0007355385748913553,0.017196768894791603,2.746530612309774,2.746530612309774,2.807586908340454,2.746530612309774,,2.5,10,4,15,15,0,0,0,7.133333333333334,126.98730354608527,1.7963411,9.6,3,4,3,5,0,0,0,2
72,17,486,,cpu,6,-1535.8534821214298,-255.97558035357164,4,True,False,2,6,0,5,0.03335152566432953,0.0012740028581295821,0.016336430174609024,2.746530612309774,2.746530612309774,2.5108847618103027,2.746530612309774,,2.5,10,4,15,15,0,0,0,9.333333333333334,194.15928577488995,2.0377321,10.6,3,4,3,5,0,0,0,1
73,21,450,,cpu,6,-1736.9971223329173,-289.4995203888196,5,True,False,2,7,0,6,0.09209166715542476,0.0021020923498629904,0.01624212134629488,2.746530612309774,2.746530612309774,2.6334635416666665,2.746530612309774,,2.5,10,4,15,15,0,0,0,7.133333333333334,126.95236642115005,1.9298488,9.6,3,4,3,5,0,0,0,2
74,34,585,,cpu,6,-186.63133282670907,-31.105222137784846,0,True,False,,15,0,10,0.2904485762119293,0.0041206957927594585,0.016607510081181925,1.732867956161499,1.732867956161499,2.542489767074585,1.732867956161499,,2.5,10,4,15,15,0,0,0,9.4,195.49633992680617,2.0842485,10.6,3,4,3,5,0,0,0,3
75,240,488,,cpu,8,-59.11338723733533,-7.389173404666916,0,True,False,,20,0,13,0.11073707416653633,0.0006872517516995913,0.015954919275827706,1.59298375248909,1.2547162771224976,1.8041763007640839,1.2547162771224976,,1.875,10,6,15,15,0,0,0,6.6,121.58091445486473,2.1565504,10.6,3,4,3,5,2,1,1,2
76,168,539,,cpu,6,-854.1422854581334,-142.35704757635557,2,True,False,2,16,0,14,-0.281177098552386,0.004716027760878205,0.016093317419290543,2.746530612309774,2.746530771255493,2.4525713125864663,2.746530771255493,,2.5,10,4,15,15,0,0,0,7.733333333333333,161.857801405925,2.1547775,10.6,3,4,3,5,0,0,0,1
77,302,188,,cpu,6,-1542.7485020902923,-257.12475034838207,4,True,False,2,6,0,5,-0.5554737150669098,0.009665205997104446,0.014469201831767956,2.746530612309774,2.7465309302012124,2.4466394186019897,2.7465309302012124,,2.5,10,4,15,15,0,0,0,8.4,172.17480060825474,2.0521648,10.6,3,4,3,5,1,0,0,0
78,90,547,,cpu,19,-2280.448356563172,-120.02359771385117,7,True,False,2,9,0,6,-0.19404719456246025,0.010803242152752844,0.018414740793799098,1.2018574413500334,1.2018574413500334,0.7087143047859794,1.2018574413500334,,1.2105263157894737,10,14,23,23,0,0,0,8.0,151.09073994816922,3.1420646,10.6,4,6,3,10,2,3,0,2
