episode,ignition_row,ignition_col,seed,device,n_ticks,total_reward,mean_reward_per_tick,buildings_destroyed,contained,timeout,first_building_loss_tick,peak_active_fire,final_active_fire,peak_blaze,policy_loss,value_loss,classification_loss,aux_target_loss,entropy,resource_entropy,target_entropy,grad_norm,actions_per_tick,max_actions_tick,noop_ticks,dispatch_attempts,successful_dispatches,wasted_dispatches,unavailable_resource_attempts,unreachable_zone_attempts,mean_response_ticks,mean_traffic_delay_s,traffic_mean_load,traffic_max_load,water_team_dispatches,trench_crew_dispatches,rescue_vehicle_dispatches,helicopter_dispatches,water_team_effect_success,trench_crew_effect_success,rescue_vehicle_effect_success,helicopter_effect_success,rc_fire_extinguished,rc_fire_penalty,rc_dispatch_cost,rc_trench_bonus,rc_buildings_destroyed,rc_travel_delay,rc_wasted,trench_held_total
273,158,148,,cpu,20,-1462.769848683521,-73.13849243417606,4,True,False,4,21,0,14,1.5139009654521942,0.7010328620672226,0.02216514591127634,1.4067373037338258,1.318721467256546,0.5131452471017838,1.318721467256546,,1.0,10,15,20,20,0,0,0,10.15,221.5741507985486,2.686234,8.4,4,5,4,7,1,0,1,3,200.0,-72.5,-177.0,0.0,-872.4193654129892,-460.8504832705317,0.0,0
274,130,119,,cpu,150,-79675.28110092616,-531.1685406728411,197,False,True,58,633,602,482,-0.3623057152330875,0.606175948010059,0.35608993858098986,0.6719187422593434,0.6538113979498545,0.11628716439008713,0.6538113979498545,,0.7666666666666667,10,84,115,115,0,0,0,10.8,222.49957243211907,2.8427842,10.6,24,29,22,40,8,6,0,6,700.0,-22418.0,-1018.0,0.0,-53245.40829360485,-2823.8728073213165,0.0,0
275,297,155,,cpu,12,-1294.0118807941315,-107.83432339951095,3,True,False,4,14,0,12,1.0635655919710796,0.455001803735892,0.020584970402220886,1.0931400458017986,1.0931400458017986,0.7990890940030416,1.0931400458017986,,1.3333333333333333,10,9,16,16,0,0,0,8.5,169.2050581059693,2.749884,9.6,3,5,3,5,2,0,0,1,150.0,-44.5,-139.0,0.0,-888.1061911582947,-312.4056896358367,0.0,0
276,108,492,,cpu,6,-1908.7980210928938,-318.1330035154823,5,True,False,2,7,0,6,2.1493974924087524,0.3033171445131302,0.021129741643865902,2.746530612309774,2.746530612309774,1.675659716129303,2.746530612309774,,2.5,10,4,15,15,0,0,0,9.533333333333333,202.2188452692004,2.2922113,10.6,3,4,3,5,0,0,0,1,50.0,-15.0,-131.0,0.0,-1447.7364003658295,-325.0616207270643,0.0,0
277,267,245,,cpu,150,-193259.20266189004,-1288.3946844126003,574,False,True,19,153,138,115,-3.2053663344681262,11.824058746047715,0.10691267419606447,0.9524999705950419,0.9302711204687755,0.12158952365318934,0.9302711204687755,,0.92,10,73,138,138,0,0,0,7.449275362318841,137.31131218078642,2.0208063,9.6,34,37,27,40,16,10,0,9,1250.0,-6987.5,-1147.0,0.0,-183100.63564777374,-2314.067014116297,0.0,0
278,228,361,,cpu,7,-1179.5822486025072,-168.51174980035816,3,True,False,2,10,0,8,0.9069906984056745,0.03436400821166379,0.020739425772002766,2.35416909626552,2.35416909626552,1.494582278387887,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,7.666666666666667,164.3791948389059,2.122073,10.6,3,4,3,5,1,0,0,2,150.0,-25.5,-131.0,0.0,-896.577376127243,-256.5048724752642,0.0,0
279,176,185,,cpu,11,13.703903709481594,1.2458094281346903,0,True,False,,10,0,9,0.07136560570109975,0.02670333737676794,0.02150648053396832,0.126026760448109,0.126026760448109,0.1436397975141352,0.126026760448109,,0.18181818181818182,1,9,2,2,0,0,0,5.0,0.0,0.0,0.0,0,0,0,2,0,0,0,2,100.0,-35.5,-30.0,0.0,0.0,-20.796096290518406,0.0,0
280,43,551,,cpu,6,-1225.3449451630713,-204.22415752717856,3,True,False,2,17,0,11,-0.014036472886800766,0.0002897765176991622,0.021164257700244587,2.746530612309774,2.746530612309774,1.7276087999343872,2.746530612309774,,2.5,10,4,15,15,0,0,0,9.333333333333334,193.74397761840748,1.9908375,10.6,3,4,3,5,0,0,0,3,150.0,-26.5,-131.0,0.0,-891.5429770946503,-316.3019680684211,0.0,0
281,292,186,,cpu,7,-2922.2668959208936,-417.4666994172705,8,True,False,2,10,0,8,-0.4273983580725534,0.01347468254555549,0.02033372383032526,2.35416909626552,2.35416909626552,1.3289183207920618,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,8.4,171.70003873855947,2.0539343,10.6,3,4,3,5,1,0,0,1,100.0,-20.5,-131.0,0.0,-2538.1137669086456,-282.653129012248,0.0,0
282,0,519,,cpu,6,-1407.1399233945733,-234.52332056576222,3,True,False,2,7,0,7,-0.47740886608759564,0.014174660512556633,0.02064201266815265,2.746530612309774,2.746530612309774,1.4474126348892848,2.746530612309774,,2.5,10,4,15,15,0,0,0,9.333333333333334,191.03371577782667,2.1129234,10.6,3,4,3,5,0,0,0,1,50.0,-13.5,-131.0,0.0,-967.1510338783264,-315.4888895162469,0.0,0
283,192,344,,cpu,7,-238.87744958533432,-34.12534994076204,0,True,False,,16,0,15,-0.20923781394958496,0.009141993642385517,0.02163541316986084,1.4853153909955705,1.4853153909955705,1.3890246834073747,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,7.666666666666667,163.95445187247284,2.105188,10.6,3,4,3,5,1,0,0,3,200.0,-41.5,-131.0,0.0,0.0,-256.3774495853343,0.0,0
284,147,533,,cpu,29,-2374.580673375972,-81.88209218537834,6,True,False,2,21,0,15,-0.05455425420197947,0.01392510144545793,0.0236792409599855,1.09455079045789,1.09455079045789,0.3629220287347662,1.09455079045789,,1.0344827586206897,10,18,30,30,0,0,0,8.866666666666667,175.48485145093804,3.0219085,10.6,6,9,5,10,4,0,0,5,450.0,-142.0,-267.0,0.0,-1670.0338661670685,-605.5468072089036,0.0,0
285,277,222,,cpu,6,-705.7955226750304,-117.63258711250506,1,True,False,4,9,0,8,-0.31399763623873395,0.01021450680370132,0.02040954524030288,2.0707555611928306,2.0707555611928306,1.4522608816623688,2.0707555611928306,,2.5,10,4,15,15,0,0,0,8.4,171.28179716568886,1.9824275,10.6,3,4,3,5,1,0,0,0,50.0,-20.0,-131.0,0.0,-322.26786613464355,-282.52765654038683,0.0,0
286,293,123,,cpu,7,-1640.8122502619756,-234.40175003742507,4,True,False,2,17,0,14,-0.2804427913257054,0.006393597594329289,0.020261529300894057,2.35416909626552,2.35416909626552,1.4525504963738578,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,8.866666666666667,177.44879349641946,2.2144692,9.6,3,4,3,5,1,0,1,2,150.0,-39.5,-131.0,0.0,-1274.1064369678497,-306.2058132941258,0.0,0
287,254,480,,cpu,5,-1694.157399391675,-338.831479878335,4,True,False,2,7,0,7,-0.16326483190059662,0.0006544209019921255,0.020368682593107222,3.2637655258178713,3.295078086853027,2.2845390319824217,3.295078086853027,,3.0,10,3,15,15,0,0,0,6.733333333333333,117.40126531454098,1.3423011,9.6,3,4,3,5,1,0,0,0,50.0,-10.0,-131.0,0.0,-1385.3562951087952,-217.80110428287986,0.0,0
288,28,416,,cpu,6,-2467.258980945272,-411.20983015754535,7,True,False,2,10,0,8,0.03245590627193451,0.0006077068777206781,0.021115771184364956,2.746530612309774,2.746530612309774,1.635123868783315,2.746530612309774,,2.5,10,4,15,15,0,0,0,7.133333333333334,127.1781707701222,1.97079,9.6,3,4,3,5,0,0,0,1,50.0,-17.0,-131.0,0.0,-2092.4779295921326,-236.78105135313928,0.0,0
289,15,559,,cpu,6,-2305.6469024049597,-384.27448373415996,6,True,False,2,11,0,8,0.23663384219010672,0.004351582921420534,0.02096097699056069,2.8670971393585205,2.7355989615122476,1.778957486152649,2.7355989615122476,,2.5,10,4,15,15,0,0,0,9.333333333333334,191.5643653950438,2.0845616,9.6,3,4,3,5,0,0,0,2,100.0,-22.5,-131.0,0.0,-1928.42777967453,-313.7191227304299,0.0,0
290,116,560,,cpu,150,-62948.43034073854,-419.65620227159025,178,False,True,2,265,264,203,-0.2872637174123277,0.16614812754247396,0.1254289798811078,1.0347400951385497,1.0207141292095185,0.18797883093357087,1.0207141292095185,,0.8933333333333333,10,82,134,134,0,0,0,7.970149253731344,149.88005706293097,2.378053,10.6,27,38,24,45,20,5,1,16,1800.0,-8893.0,-1186.0,0.0,-51387.343705955805,-2432.086634782736,0.0,0
291,110,358,,cpu,6,-361.505633224526,-60.25093887075433,0,True,False,,23,0,18,0.6375283102194468,0.03203034773468971,0.022210894462962944,1.732867956161499,1.732867956161499,1.575985074043274,1.732867956161499,,2.5,10,4,15,15,0,0,0,9.2,234.6403780966597,1.9103199,10.6,3,4,3,5,0,0,0,3,150.0,-43.0,-131.0,0.0,0.0,-317.50563322452604,0.0,0
292,290,152,,cpu,7,-305.5112821499207,-43.6444688785601,0,True,False,,18,0,16,0.6647765466145107,0.0339503533073834,0.020556946684207236,1.4853153909955705,1.4853153909955705,1.6467082159859794,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,8.866666666666667,176.80035634906926,2.3435287,10.6,3,4,3,5,1,0,0,3,200.0,-38.5,-131.0,0.0,0.0,-306.0112821499207,0.0,0
293,220,521,,cpu,72,-36215.213142890134,-502.98907142902965,124,True,False,2,65,0,49,-0.20419820060487837,0.4661339551059882,0.03744119304853181,1.2015879824757576,1.0497625867525737,0.26778697760568726,1.0497625867525737,,0.9722222222222222,10,39,70,70,0,0,0,6.957142857142857,126.18798189596957,2.143439,10.6,16,18,16,20,6,5,8,3,450.0,-1015.5,-572.0,0.0,-33547.19881943529,-1100.5143234548518,0.0,0
294,186,476,,cpu,29,-5583.294157646422,-192.52738474642834,19,True,False,2,34,0,27,0.09562812899721079,0.030715576464617384,0.025082374055837763,1.2175051508278683,1.2113275610167404,0.5106434133546106,1.2113275610167404,,1.103448275862069,10,15,32,32,0,0,0,7.3125,134.40717649972396,1.8851913,10.6,8,8,6,10,6,1,4,4,500.0,-205.5,-272.0,0.0,-4970.730485742799,-515.0636719036229,0.0,0
295,227,313,,cpu,8,-281.0345133853275,-35.12931417316594,0,True,False,,15,0,12,0.32766754925251007,0.007327200728468597,0.02121002459898591,1.2996509671211243,1.2996509671211243,1.6657518446445465,1.2996509671211243,,1.875,10,6,15,15,0,0,0,8.733333333333333,182.61147012421281,2.2925205,10.6,3,4,3,5,1,0,0,3,200.0,-38.0,-131.0,0.0,0.0,-292.0345133853275,0.0,0
296,81,494,,cpu,6,-1650.5133507197615,-275.0855584532936,4,True,False,2,11,0,8,0.02754901722073555,0.0002194994985984522,0.02096554357558489,4.019795099894206,4.023552894592285,2.07260791460673,4.023552894592285,,2.5,10,4,15,15,0,0,0,9.333333333333334,196.07057730728118,1.8272425,9.6,3,4,3,5,0,0,0,1,50.0,-20.0,-131.0,0.0,-1188.033652305603,-321.47969841415863,0.0,0
297,203,431,,cpu,7,-294.09362849930847,-42.01337549990121,0,True,False,,16,0,14,-0.023760457656213214,0.0012120004737101095,0.021122744040829793,1.4853153909955705,1.4853153909955705,1.4944646188191004,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,7.4,137.6620583429208,1.7474359,10.6,3,4,3,5,1,0,0,2,150.0,-39.5,-131.0,0.0,0.0,-243.59362849930852,0.0,0
298,184,415,,cpu,7,-219.04853731701255,-31.29264818814465,0,True,False,,18,0,13,-0.11385887754814965,0.004311850103217044,0.021506295406392643,1.4853153909955705,1.4853153909955705,1.4081397950649261,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,7.4,137.51175440193418,1.841665,10.6,3,4,3,5,1,0,0,3,200.0,-34.5,-131.0,0.0,0.0,-243.54853731701257,0.0,0
299,314,347,,cpu,5,-1549.1375990975346,-309.8275198195069,4,True,False,2,6,0,5,-0.6183898210525512,0.009514851868152619,0.019776786863803863,3.2958367347717283,3.2958367347717283,2.5210783958435057,3.2958367347717283,,3.0,10,3,15,15,0,0,0,6.333333333333333,111.5081825019424,1.3644222,8.6,3,4,3,5,1,0,0,0,50.0,-9.5,-131.0,0.0,-1246.546596288681,-212.09100280885355,0.0,0
