episode,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,epochs_run,minibatches_run,early_stopped,stop_reason,adv_mean,adv_std,adv_mean_last,adv_std_last,adv_mc_mean,adv_mc_std,sign_agreement_first,sign_agreement_last,wall_time_s
16,mps,150,-96955.48314713794,323,False,0.017688419769207635,47.61586072178713,0.07474413183828195,0.00041175084085504445,0.00030945466966083283,3.75168952086824e-05,447.6425476074219,1754.986572265625,1,10,False,,7.788908407135864e-18,0.9999999985009349,-1.6040409741198875e-17,0.9999999985126579,106.77378702903418,15.869568231369179,0.4666666666666667,0.5666666666666667,18.194339290988864
17,mps,150,-146129.19533812365,475,False,-0.023965560688326757,112.07518897833924,0.09047536857426167,1.6176621758508722e-05,4.700003522264258e-05,1.612376481944011e-05,7003.953125,12878.982421875,1,10,False,,3.321417215336927e-17,0.9999999990075071,1.3640708932764293e-17,0.9999999991384264,115.17569360422594,17.48028314855103,0.4666666666666667,0.5866666666666667,19.397300500015263
18,mps,150,-103793.57226156551,342,False,0.025956337514022987,125.8588602386058,0.08381463152666886,6.3011182071074734e-06,1.0465955245294913e-08,1.5783865289442645e-07,14496.6640625,21441.484375,1,10,False,,1.9567680809018383e-17,0.9999999990222973,-3.046174423815273e-17,0.9999999990884775,156.09799183086884,23.925473705495893,0.5733333333333334,0.64,20.033696416998282
19,mps,150,-135935.95870994887,456,False,-0.01488518673926592,169.67442640374105,0.07084415510296821,5.597578740813939e-06,2.1413336799665692e-06,1.804878628718143e-05,37193.1796875,57457.03125,1,10,False,,2.963485938127045e-17,0.9999999990619055,1.8272420613622366e-18,0.9999999992567975,119.47140778410972,24.035870621038782,0.5866666666666667,0.5866666666666667,16.752710875007324
20,mps,150,-107248.13691937286,362,False,-0.024356742997964222,39.24050048845665,0.061491936035454275,6.417434059073912e-06,1.1151906269372957e-08,7.228758320347121e-07,6676.501953125,10263.8125,1,10,False,,-1.896631000401309e-17,0.9999999980954157,-4.8687905559082385e-18,0.9999999980285357,151.936096657662,26.758325050442128,0.5133333333333333,0.5533333333333333,15.328944832988782
21,mps,150,-143476.44432150683,465,False,0.007375939848522345,108.50605069196473,0.06253655775760611,2.798684240544006e-07,9.110795348633848e-08,1.0394305115350258e-06,2524.913330078125,3110.564697265625,1,10,False,,-2.822133079889248e-17,0.9999999988529067,7.494005416219807e-18,0.9999999989359698,150.46923826932837,30.544241227143157,0.49333333333333335,0.5466666666666666,17.945408958999906
22,mps,150,-167025.84880852065,546,False,-0.014787809218590459,139.50810933293153,0.08172217505052685,7.322483580884942e-07,1.0577403161399848e-07,1.035495542732375e-06,18078.162109375,26749.498046875,1,10,False,,-1.3039338127759e-18,0.9999999990280404,-2.9302370715041567e-18,0.999999999208232,161.33152526485085,39.03504139825623,0.54,0.56,20.898326166003244
23,mps,150,-94075.03602766355,307,False,-0.012199430565039316,153.0212476582965,0.06629873268306255,1.2263217945851963e-06,5.173562881304991e-10,6.325128089702929e-08,19740.78515625,29288.859375,1,10,False,,-1.5392779643500868e-17,0.9999999992337673,4.1577165610836207e-17,0.999999999115292,199.36514221396465,44.642824204656684,0.5,0.6533333333333333,20.25989941699663
24,mps,150,-131872.01795541606,438,False,0.02297175975361218,44.573117286799246,0.10535633344824115,3.684608382030774e-06,1.616964186035297e-07,9.173006157065326e-06,2062.100830078125,4186.80029296875,1,10,False,,8.693855820437098e-17,0.9999999984782636,2.2059900202838397e-17,0.99999999861362,143.8923521680574,35.16566421111381,0.6,0.54,17.803990417014575
25,mps,150,-104680.00470065432,345,False,-0.011423229010154804,21.93059680796888,0.06999099344636003,7.601592890135104e-05,1.3772020787764308e-07,6.356002714724696e-07,7597.53857421875,11337.8837890625,1,10,False,,6.277386018401406e-17,0.9999999979017677,-1.249000902703301e-18,0.9999999978231392,168.43107093808555,36.33351345055193,0.4533333333333333,0.5533333333333333,20.749513833987294
26,mps,16,-179.59345002574534,0,True,5.122274160385132e-09,4642.559997558594,0.02073182608000934,0.004150021602981724,0.004150017019128427,4.5985387719937876e-09,664878.3125,977973.0,1,1,False,,2.177077962350893e-16,0.999999999363823,2.177077962350893e-16,0.999999999363823,95.51244355783206,1.4422745018593808,0.4375,0.4375,0.8803800420137122
27,mps,150,-92478.25545930228,305,False,-0.005964004521568617,55.17949717773124,0.05702401549865802,0.001820599789142155,0.0013811649280834482,3.6980641413464353e-06,6082.37646484375,8665.736328125,1,10,False,,-1.6838382540148208e-17,0.9999999985583272,2.1019066117252313e-17,0.9999999985965201,157.9059602192594,44.931730555203444,0.4533333333333333,0.5,20.990728500008117
28,mps,150,-113629.35110294184,375,False,-0.07250555825730165,41.15121852108743,0.06370208417065441,2.705402269510178e-06,6.268862784452461e-06,4.3899135158313265e-06,14462.66796875,22220.248046875,1,10,False,,-3.1126721570610506e-17,0.999999998230259,2.2424192132793525e-17,0.9999999980511893,167.57733495821418,44.432794140526,0.5333333333333333,0.5333333333333333,18.034420959011186
29,mps,150,-89674.29533564404,299,False,0.021010560045639674,19.052821937526264,0.05685978402073184,5.171005787929062e-05,2.117999291522769e-07,1.9582407092618343e-05,1719.46435546875,3799.39111328125,1,10,False,,1.780982768669522e-17,0.9999999977593201,-8.326672684688674e-18,0.9999999972673863,155.16032818601386,36.16453542893563,0.52,0.4666666666666667,19.115448208001908
30,mps,150,-98239.32868801912,326,False,-0.033829772416502236,21.212753969548892,0.05704380358258883,5.5293866838231526e-05,1.8596110727512698e-06,6.0746940503785634e-05,5161.927734375,8922.947265625,1,10,False,,-1.6667078596895497e-17,0.9999999975607484,4.935288289154016e-17,0.9999999982892642,142.76678338640153,33.17599525480397,0.49333333333333335,0.47333333333333333,18.884445707983105
31,mps,150,-148233.45691525302,477,False,0.024453907065908425,59.25440012975285,0.06567237603167693,1.6090747398180837e-05,1.1707326205895318e-06,3.986893026938295e-05,832.13525390625,5050.20947265625,1,10,False,,-6.47630097698008e-19,0.999999998022399,1.870610148261657e-17,0.9999999986947331,152.4390797472688,37.35049666597198,0.56,0.41333333333333333,19.576591792021645
32,mps,150,-91697.82826268034,306,False,-0.04229613751793901,46.881117648794316,0.0572142867743969,6.405077461725028e-05,5.709862262001826e-08,7.47484100907414e-06,33900.44140625,47960.3359375,1,10,False,,-9.649688455700319e-17,0.9999999971866308,-1.5603837666411378e-17,0.9999999983119021,183.73449616252728,40.9168827203727,0.5266666666666666,0.7066666666666667,21.81107370799873
33,mps,150,-93499.71927964051,307,False,0.016343842648590606,57.50859419903407,0.053570064849530655,4.229644066300627e-05,5.176736958718842e-07,1.78632263152186e-05,20151.490234375,28242.84765625,1,10,False,,4.065035345372318e-17,0.9999999980075175,-5.269836939510627e-17,0.999999997596777,162.20144686000936,41.360948605473524,0.4066666666666667,0.54,20.47629270798643
34,mps,150,-104548.58483039697,347,False,0.02078000359237194,46.09752192226394,0.05673669030889869,0.0001791571577814466,2.7251952631709614e-05,0.00034547702903940566,6883.7421875,9556.28125,1,10,False,,8.724213481266693e-18,0.999999998168471,4.2587461335230615e-17,0.9999999983202148,143.06203632691276,37.14103453291231,0.4866666666666667,0.43333333333333335,18.81430212498526
35,mps,150,-108220.65262758097,357,False,-0.0051500762688616916,11.30897963683897,0.052126592099666594,9.998521344793214e-05,2.6934976909143613e-05,6.173132151313135e-05,729.958251953125,1987.857666015625,1,10,False,,1.3530843112619095e-17,0.9999999969962459,9.217164069023435e-18,0.999999996890728,152.52107151903272,33.63887738111066,0.6466666666666666,0.5733333333333334,21.283652124984656
36,mps,150,-102836.98379659017,338,False,0.04864880586043,19.952760978472263,0.050696717966347934,0.00010345714816253348,0.00011545400254414344,0.00010191690557500503,11688.8330078125,16901.67578125,1,10,False,,-9.08416860253188e-18,0.9999999974706505,-9.783840404509191e-18,0.9999999981156511,151.26466584921533,35.70528839567625,0.7,0.3933333333333333,18.081560583988903
37,mps,150,-74729.09209989863,244,False,-0.040723697340581566,61.957853042980034,0.05181180021415154,0.0023898993025939794,9.219941932814464e-06,9.52782471839934e-05,14448.9072265625,20559.091796875,1,10,False,,4.180683577104105e-18,0.999999998493601,-2.9093481096476023e-17,0.999999998261964,153.06216311810212,41.723289396834886,0.3933333333333333,0.5133333333333333,15.472465625003679
38,mps,150,-110320.72433792907,370,False,0.015390100397635251,43.8778482425663,0.061989307807137566,0.00018541123130565515,3.822497628105085e-05,0.0008108581166925432,1300.2640380859375,1858.248291015625,1,10,False,,7.607846644330785e-17,0.999999997942608,-9.08995101411847e-18,0.9999999968976321,136.52071377059008,37.52344408870605,0.5466666666666666,0.48,16.319365041999845
39,mps,150,-133678.7452157672,437,False,-0.031985781931628786,88.45862763350364,0.06230958759784699,0.0013486736786186763,8.407432213627905e-05,0.0010396708103265458,54740.14453125,80945.3046875,1,10,False,,-3.8857805861880476e-17,0.9999999985350929,7.402932433731024e-17,0.9999999988958032,137.49566396345165,30.901591798196527,0.56,0.6466666666666666,18.978697749989806
40,mps,150,-106105.70016466937,350,False,0.038283150009810925,54.43374998187646,0.0529000573977828,5.6405182043590684e-05,7.200470701954296e-07,7.253876547868761e-06,42759.50390625,61795.03515625,1,10,False,,2.2418409721206938e-17,0.999999997554715,4.144254384108592e-17,0.9999999987797478,184.16525596314338,32.40856662520037,0.5733333333333334,0.6,16.126269833999686
41,mps,150,-89196.26252912836,291,False,-0.018245451239248117,13.720819936258486,0.05628275025635958,0.0011744326436019038,7.119726867967912e-05,0.00027482851949268175,2988.193359375,4773.32763671875,1,10,False,,-5.3475742352778376e-17,0.9999999970206734,3.1976736073839143e-18,0.99999999605612,154.50965479573367,33.06319025058025,0.42,0.4533333333333333,20.15386012502131
42,mps,150,-149097.11821936927,487,False,0.016600871400441974,180.44900509156287,0.0949137868732214,8.481436566456501e-05,0.00011147711321787047,0.00035215239612928904,15525.234375,24127.009765625,1,10,False,,6.646882118784466e-17,0.9999999981958403,1.1825031694575235e-17,0.9999999992749901,147.71463810947395,33.14228077258083,0.5333333333333333,0.18666666666666668,20.8737992499955
43,mps,150,-141739.83914815742,461,False,-0.048501854551335176,50.074437208684785,0.07031019257071118,2.5623524353655112e-05,3.6824563155876504e-07,8.229629455414056e-07,39422.18359375,57394.5703125,1,10,False,,-1.8041124150158794e-17,0.9999999983407104,-2.238949766327399e-17,0.9999999983454309,200.9444448196607,38.32110792326625,0.5666666666666667,0.54,21.073291707987664
44,mps,150,-114078.40800248942,375,False,0.03683369603861744,36.471131731073065,0.05807859609524409,0.006647544725662167,4.2197207291412404e-05,3.8944174476177966e-07,21986.994140625,27485.568359375,1,10,False,,-5.141142141636597e-17,0.9999999974426806,-3.159509690912425e-17,0.9999999981620142,214.4222284561927,48.71975580390532,0.6666666666666666,0.6466666666666666,19.782515500002773
45,mps,150,-121679.9769636329,402,False,-0.03511791763516764,58.97856502318599,0.05750630436465144,0.007902193439687254,0.02144934665623098,5.68935149904896e-06,5284.2978515625,6165.38720703125,1,10,False,,3.4879506690307e-17,0.9999999975874434,-4.961309141293668e-18,0.9999999980436098,187.9118684705031,55.258737683801044,0.5733333333333334,0.4866666666666667,20.09130079098395
46,mps,150,-105017.91462265808,348,False,0.03701561413705349,34.153757612818545,0.06281340984627605,0.020533450823564222,0.010800655965007532,6.794681008123748e-07,4799.21142578125,5988.830078125,1,10,False,,1.4051260155412137e-17,0.999999998218354,1.0412966785130114e-16,0.9999999965479228,189.55241493856354,54.52389680103644,0.4533333333333333,0.54,20.391256916977
47,mps,150,-140505.30582331974,461,False,-0.02678227726762998,20.261093627582305,0.08292504440372189,5.306624641943462e-05,0.00021382713346103366,9.320949179621636e-09,3087.865478515625,4277.48828125,1,10,False,,-4.314980086202643e-17,0.9999999979140061,7.191585290241183e-17,0.9999999974148126,199.4021106815095,47.61751968929143,0.6066666666666667,0.6066666666666667,19.170748583012028
48,mps,150,-104028.60999667007,346,False,-0.010059781900296608,30.89706272484269,0.06282033269604047,9.310610130780569e-05,7.009795582814866e-06,2.0966485102143216e-08,12337.2822265625,17025.1328125,1,10,False,,8.419191270074104e-18,0.9999999985163874,-1.6294835851008807e-17,0.9999999973198603,204.73761908348476,52.82416226940415,0.42,0.52,21.37156783300452
49,mps,150,-143158.47413801512,465,False,0.01846968155936338,60.79482510507883,0.08515772465926906,7.369644877559238e-05,0.00021255064942039424,3.3266304002230184e-08,8201.865234375,10255.4736328125,1,10,False,,-4.527628272299467e-17,0.999999998386187,1.8203031674583297e-17,0.9999999983500332,199.40802288421713,46.12696400941747,0.6066666666666667,0.58,17.190686874993844
50,mps,150,-161115.56695961315,530,False,0.013735090664898355,73.18279668663939,0.08386155690376958,0.00012416607607808208,0.0003180233103748386,3.09713961815277e-08,20063.943359375,26012.826171875,1,10,False,,5.3383223767392944e-17,0.9999999989501417,1.8344700758454737e-18,0.9999999982836293,205.97193741027877,46.43016121727829,0.6066666666666667,0.5466666666666666,19.269334290991537
51,mps,150,-110265.21511041484,358,False,0.004705690378323198,54.416612746201764,0.05653573889285326,3.5277762839611704e-05,1.533271180444396e-06,3.303573545634435e-08,15183.9990234375,18727.234375,1,10,False,,9.145462165349727e-17,0.9999999978194832,1.0716254272846726e-17,0.9999999982566231,230.52099238236977,58.856542794072745,0.41333333333333333,0.4866666666666667,20.941972750006244
52,mps,150,-117301.8528398212,381,False,-0.00386731560031573,70.34439971361775,0.061452520905683435,0.0001348054078383797,5.503017629799615e-06,2.8099628567737967e-07,15675.2451171875,19457.64453125,1,10,False,,2.509566628579781e-17,0.9999999987471668,2.4054832200211726e-18,0.9999999975020443,218.90189138803436,61.29930639744691,0.41333333333333333,0.47333333333333333,17.392154083994683
53,mps,150,-157806.5330412324,514,False,-0.003289746462057034,111.86890528821696,0.06012103016177813,0.0011888713028500675,0.0025941385421320937,1.1750300405296195e-06,63649.91015625,81569.5546875,1,10,False,,3.249426191083889e-17,0.9999999987038866,-2.161537731211934e-18,0.9999999989070671,195.8527926970304,50.386003638088724,0.5733333333333334,0.4066666666666667,20.091413584013935
54,mps,150,-132480.90441190562,434,False,0.02186837852311631,21.11497476876558,0.07298041113962729,0.00018640806331479947,7.395230790595282e-05,2.015715191471326e-08,3672.816162109375,4814.93408203125,1,10,False,,-5.0997978987924834e-17,0.999999997059308,2.050659989039083e-17,0.999999997805855,234.78103094901525,51.95425617293808,0.5066666666666667,0.6533333333333333,19.26074729199172
55,mps,150,-104764.37945925552,342,False,-0.022975227274000646,43.85537630175861,0.07469164309402307,5.551603873320025e-05,9.0824392407088e-06,1.1901917678647697e-07,8999.5810546875,11925.056640625,1,10,False,,2.447116583444616e-17,0.9999999982494205,-7.91612146204083e-18,0.9999999982429888,234.28194769909882,60.22707995061097,0.36,0.6,20.95589562499663
56,mps,150,-106966.5606584485,355,False,-0.005117423987636964,32.101066144872455,0.07762117628629009,0.0007112986288429587,0.0001890795806474498,5.493860548070698e-07,21524.056640625,29847.361328125,1,10,False,,-1.8191466851410117e-17,0.9999999979899742,4.036123287439371e-18,0.9999999980147835,209.88846793477805,55.18549862746679,0.5133333333333333,0.5133333333333333,20.64310479199048
57,mps,150,-136839.10808228812,449,False,0.07215015359222889,49.448843710782626,0.060890366956591606,0.0004696494506183117,0.0015983613672420531,3.6844859357482163e-06,11017.185546875,14213.892578125,1,10,False,,1.0508376576308839e-16,0.9999999969790627,1.0022003481731841e-17,0.9999999984442175,206.2882633977553,55.16198326101661,0.5866666666666667,0.52,19.44021262502065
58,mps,150,-145894.70124208293,480,False,0.03652004569691295,31.512508215646957,0.07560531825448076,0.0005296125618267552,0.001356326805493128,9.198575474391364e-07,6255.8525390625,8689.4140625,1,10,False,,4.855780129838413e-18,0.9999999978932654,4.0881649917186753e-17,0.9999999979800623,220.36968909801095,57.62919815954817,0.6466666666666666,0.68,19.225812874996336
59,mps,150,-136169.12580692134,449,False,0.008923719649513563,15.670232988546292,0.06024596993500988,1.3037013289412629e-06,2.0489292270205124e-06,2.0845725891151246e-07,4330.3193359375,5425.58251953125,1,10,False,,1.879283765641541e-18,0.9999999968570973,-2.4338170367954602e-17,0.9999999970868276,229.93850957648638,57.83606204692364,0.56,0.6266666666666667,19.550029750011163
60,mps,150,-119239.10251521427,386,False,0.02290459387935698,19.95753120992488,0.07425786279762785,9.751471339362421e-06,1.8510477914576659e-06,8.870061621005417e-06,1032.1292724609375,2373.04248046875,1,10,False,,2.7639927383897125e-18,0.9999999979830606,-4.053470522199139e-18,0.9999999979709739,225.3738717256255,63.72173962082598,0.36,0.5266666666666666,20.06680995799252
61,mps,12,-144.6612083547878,0,True,3.259629011154175e-09,9669.566528320312,0.022569812058160704,8.350420497057105e-05,7.74801816684582e-05,6.024023160004314e-06,950622.0,1279638.0,1,1,False,,-4.128641872824801e-16,0.9999999994923643,-4.128641872824801e-16,0.9999999994923643,127.2964079248112,3.7131616966779832,0.5,0.5,0.5967619589937385
62,mps,150,-163251.67134665808,538,False,-0.03866403230776389,117.27476424309114,0.0680796235303084,1.28299531858266e-05,1.4362515899681728e-05,1.377884800684237e-05,8819.5478515625,13908.11328125,1,10,False,,-8.98586760555986e-18,0.9999999990435293,-2.104797817518526e-18,0.9999999985568805,217.20147018257137,57.637918266079694,0.64,0.4,20.256424958002754
63,mps,150,-82538.63758706409,272,False,0.0213221606425941,165.02051562603097,0.05235095512121916,0.002354632873282126,2.2587070786743106e-07,1.0548095396996568e-05,2013.225830078125,3003.252685546875,1,10,False,,-1.995105469720926e-16,0.9999999981092569,2.5624756945970735e-17,0.9999999991289011,242.7668472258119,65.8718266243438,0.54,0.7066666666666667,17.939464916998986
64,mps,150,-103256.132042044,345,False,0.0045327060180716215,18.258351826408568,0.06707215466847022,0.0023052169009103334,0.0003710634007361534,0.0009701404347567611,454.5679626464844,1499.853271484375,1,10,False,,-4.683753385137379e-19,0.9999999982536234,2.0666339010470363e-17,0.9999999972509771,199.8726841100088,60.81889115622547,0.5866666666666667,0.5466666666666666,20.07053349999478
65,mps,150,-117792.0344796117,389,False,0.0008160798065364361,14.510932412492112,0.05554203417773048,0.003191721628054438,0.006473141785645115,9.964436897013096e-06,8500.029296875,10900.9375,1,10,False,,3.2127078775090467e-17,0.9999999969097562,-2.4575249243004766e-20,0.9999999977808285,195.03942010820026,48.873065722208274,0.6,0.7,15.92018362498493
66,mps,150,-98794.10636686644,320,False,-0.06450825970775137,22.503073390790572,0.05211039021921655,0.0021624189039615277,0.0010205088130310382,6.098654135294664e-06,1025.40576171875,1761.6673583984375,1,10,False,,-6.360652745248292e-19,0.999999997813539,-1.870610148261657e-17,0.9999999969280294,198.19210134637805,51.21716919266235,0.5866666666666667,0.47333333333333333,15.314138374989852
67,mps,150,-144218.11219715438,472,False,-0.0029136495346513886,63.0475874589694,0.0668482836879169,7.974280507272446e-06,4.310726209471831e-05,8.566137721259619e-06,37105.515625,44700.5078125,1,10,False,,-4.8132794046769807e-17,0.999999998154687,7.950815931560366e-19,0.9999999987069228,191.4412119550976,51.47911699137124,0.5733333333333334,0.6333333333333333,16.43937345800805
68,mps,150,-136294.56975423655,446,False,0.033097306961814565,14.465752329293949,0.06813818004913628,3.1041642863153623e-06,1.6986498224071086e-06,8.163088970045949e-07,1041.2783203125,1530.8641357421875,1,10,False,,-3.005697542709148e-17,0.999999997275247,-9.25185853854297e-18,0.999999996828371,211.67513660933466,53.59712074885338,0.52,0.5266666666666666,18.1232057090092
