episode,scenario_name,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,value_grad_norm,other_grad_norm,wall_time_s
1,single_training,mps,9,-57.59951198921445,0,True,-113.60191046529346,1232.4846672183937,0.008922140734891096,3.6824243863423667,2599.652099609375,2176.83203125,0.7967754999990575
2,stone_canyon,mps,150,-113662.69409658758,392,False,-209736.31200520834,2357429496.24,0.05174159474826107,4.47939169883728,48810952.0,99584920.0,6.174272584001301
3,single_training,mps,16,-237.99534928360848,0,True,-22.430871665477753,51.93002122407779,0.0019782746603596024,4.013837575912476,845.0277099609375,942.3602905273438,0.6483369159977883
4,single_training,mps,150,-151673.5368927928,500,False,-4120.302404632568,996993.1645694987,0.11211520443592841,4.498517859776815,897172.5625,1609762.25,5.986941334005678
5,single_training,mps,150,-134159.14918800784,435,False,2.0436952018737795,0.663807260505467,0.11846537935547531,4.506561288833618,1006.0304565429688,2380.720458984375,6.107291334017646
6,stone_canyon,mps,150,-115041.4893488767,396,False,3.652196516543627,1.2525388777748836,0.09737033704373364,4.514909445444743,1299.1976318359375,3057.301513671875,6.073398500011535
7,single_training,mps,150,-105501.56434779489,346,False,4.731083590177199,1.3552442597000725,0.08301610142225399,4.5146872504552205,1490.3299560546875,3135.278076171875,6.098160250025103
8,single_training,mps,4,19.54336383380884,0,True,3.932843506336212,1.6494928896427155,0.0014907035510987043,3.8687366247177124,43.61685562133789,62.91107940673828,0.17889920799643733
9,single_training,mps,150,-124463.60578214939,409,False,2.2888307697574297,0.5574806544759,0.07314298082143068,4.526279212633769,922.9171752929688,2044.0618896484375,5.991233124979772
10,single_training,mps,6,-39.14588715612162,0,True,5.336041569709778,1.8683417240778606,0.002233626767216871,3.9165210723876953,67.022216796875,85.73834228515625,0.252032207994489
11,single_training,mps,150,-79726.75677424828,263,False,4.756950075626373,1.1871463187714106,0.054638025763755045,4.534013557434082,1119.14990234375,2137.240234375,5.9700421250017826
12,single_training,mps,4,18.803903709481702,0,True,2.946355491876602,1.170502245426178,0.005483769462443888,3.869584560394287,35.966915130615234,52.10158920288086,0.1795847499743104
13,topanga_ridge,mps,150,-8816.205625733139,26,False,-17678.51712076823,15955134.404166667,0.08536035529648264,4.53122862180074,4269888.0,8525944.0,6.098631041008048
14,single_training,mps,150,-111179.22275370541,366,False,0.3763477819164594,0.11131505614631654,0.061561467237770555,4.523142444292704,113.57343292236328,297.473388671875,6.132107874989742
15,single_training,mps,150,-117461.17848692319,386,False,-0.45389730870723727,0.08694037240978408,0.06128105188409488,4.524011025428772,135.16387939453125,340.25897216796875,5.960481042013271
16,single_training,mps,5,-3.03712482383704,0,True,3.884797692298889,0.9392923355102539,0.01554845441132784,3.7425591945648193,41.78607940673828,41.938438415527344,0.22966474998975173
17,single_training,mps,4,8.080186389285807,0,True,3.6394448280334473,0.8319926559925079,0.010581175796687603,3.73132860660553,31.532772064208984,32.17771530151367,0.1666364580160007
18,single_training,mps,150,-104225.14580982496,342,False,0.13754237171262504,0.0688513342551778,0.05929734520924588,4.530218420028686,85.31359100341797,317.1317138671875,6.2489018329943065
19,stone_canyon,mps,150,-120180.31362368997,411,False,-2.2753928663364302,0.6615822131646155,0.0441074510384351,4.528090300559998,628.9328002929688,1562.57958984375,6.14990395901259
20,single_training,mps,150,-86264.35134343401,279,False,1.112230641298617,0.17482739239437706,0.04145414318578939,4.527120302518209,132.72108459472656,237.10032653808594,6.036953375005396
21,single_training,mps,4,18.803903709481702,0,True,2.1933723539114,0.5486658215522766,0.007359552779234946,3.6427323818206787,26.466934204101562,31.508329391479492,0.20090674998937175
22,topanga_ridge,mps,150,-9570.08567287914,30,False,-3.2665452059110005,3.7035854560035903,0.08124862893794974,4.5324005540212,1674.635009765625,3857.27490234375,6.052962582994951
23,single_training,mps,150,-94065.47684021363,309,False,0.12337117010106644,0.08620193626747702,0.0450342957675457,4.5318855937321985,102.55725860595703,257.0804443359375,6.297463708993746
24,single_training,mps,12,-92.4341793331125,0,True,2.8198992212613425,0.5766761203606924,0.010867139014105002,3.736813207467397,75.33377838134766,73.34197235107422,0.5154026249947492
25,single_training,mps,7,-29.33169438524834,0,True,2.066988927977426,0.3057131660836084,0.011518466951591628,3.554112025669643,34.857357025146484,35.87812423706055,0.34941191601683386
26,stone_canyon,mps,150,-163076.45364774833,561,False,-8.324921619395415,4.399483809565814,0.05588797153284152,4.532167442639669,1723.21923828125,3839.683349609375,5.954100709001068
27,single_training,mps,5,0.38740196982161024,0,True,0.9597097098827362,0.17218721359968187,0.01004379615187645,3.4520184993743896,19.473529815673828,23.666385650634766,0.23717691699857824
28,stone_canyon,mps,150,-123307.06329950088,422,False,-1.195279562814782,0.35054570942773355,0.0455464117291073,4.530983298619589,493.14154052734375,1304.5067138671875,6.176995665999129
29,single_training,mps,5,-0.4860612186421136,0,True,0.8905727684497833,0.0878915011882782,0.00793287791311741,3.337717819213867,14.1755952835083,14.992542266845703,0.22349225002108142
30,sullivan_canyon,mps,150,-62170.16080720079,233,False,-125709.48315755208,874383041.9433334,0.07229693289535741,4.527296924591065,24787968.0,54599836.0,6.279306999989785
31,single_training,mps,150,-86330.50633090772,282,False,-0.8534609765311082,0.27619696174151614,0.043899144117409986,4.5177319018046065,460.3775634765625,1146.158203125,6.1865823330008425
32,sullivan_canyon,mps,150,-37877.14717299488,144,False,3.7083730061848956,0.7898912165313959,0.06173164249708255,4.529308587710062,787.5671997070312,1884.3958740234375,6.536707999999635
33,single_training,mps,5,-0.4860612186421136,0,True,0.10343410409986972,0.01463372650759993,0.004487785417586565,3.1251348495483398,5.0884504318237305,7.4566264152526855,0.2077185410016682
34,stone_canyon,mps,150,-112128.505241387,385,False,0.5668746501673013,0.31332731094003974,0.04937656848070522,4.514891398747762,249.9605712890625,739.1669311523438,6.305280665983446
35,single_training,mps,4,-5.233219652242074,0,True,-0.06496915535535663,0.005955615954007953,0.0033777133794501424,2.9513355493545532,2.138113260269165,3.513841390609741,0.187520208011847
36,single_training,mps,150,-93266.75097401971,311,False,-0.96734372754038,0.2155855343996309,0.05518623865054299,4.50495765209198,251.53944396972656,365.932861328125,6.114967166999122
37,single_training,mps,4,12.669804363545502,0,True,-0.23785538412630558,0.010303175017725152,0.002813860191963613,2.916318893432617,3.6479973793029785,3.7068519592285156,0.18952570800320245
38,single_training,mps,150,-116366.05355162827,380,False,-3.6954980398714543,0.9736764932540245,0.052645476701048514,4.50914986928304,1014.1637573242188,2233.239990234375,6.051980374992127
39,single_training,mps,150,-97638.23903874129,322,False,-1.100094112455845,0.29738934223093866,0.05603642059490085,4.513744619687398,242.90577697753906,560.7595825195312,6.077453499980038
40,single_training,mps,150,-110919.43674058243,369,False,-2.3101661259060107,0.4595920732943826,0.0492283100169152,4.51977598508199,512.3364868164062,827.8951416015625,5.777946667018114
41,single_training,mps,21,-87.93627250365543,0,True,2.3076756231132007,0.8284234007781682,0.004048097723474105,3.7195550146557035,91.71640014648438,183.91168212890625,0.8393407500116155
42,sullivan_canyon,mps,3,30.919921824636056,0,True,0.5840398867925009,0.029581789237757523,0.005033656178663175,2.973811070124308,5.399564266204834,6.643960475921631,0.118269375001546
43,topanga_ridge,mps,150,-15739.691001621057,53,False,-16.348660263617834,18.626723516720038,0.08176069553941488,4.541837271054586,4207.14892578125,10466.8095703125,5.651712666993262
44,single_training,mps,5,0.07978626387864551,0,True,0.13753000646829605,0.005974837543908507,0.006636633072048426,2.9925517082214355,1.2323269844055176,5.835536003112793,0.23814991698600352
45,single_training,mps,20,-112.44687937212444,0,True,2.3033510763198137,0.6934413509618025,0.005118586681783199,3.6837340116500856,76.64250946044922,122.05997467041016,0.7917984589876141
46,single_training,mps,4,18.803903709481702,0,True,-0.06334229797357693,0.008569234131812209,0.0036068400368094444,2.9547200202941895,3.2285876274108887,5.3079304695129395,0.15264200000092387
47,single_training,mps,150,-141045.59247002113,461,False,-4.061972709496816,1.1037293427468589,0.07848534771086027,4.541126244862874,690.38037109375,1001.4466552734375,6.137654541991651
48,single_training,mps,150,-83404.50314758174,276,False,1.3258455753799838,0.2937304354949607,0.05462384668101246,4.547994554837545,410.44573974609375,1115.891357421875,6.063670375006041
49,single_training,mps,150,-100986.68790310243,335,False,0.12190548608700434,0.5245540021069852,0.07807438474924613,4.551256912549337,507.5396728515625,1486.978515625,5.925722166983178
