episode,device,scenario,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,aux_zone_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,wall_time_s
26,mps,single_training,16,-220.6261403483511,0,True,8.768345832824707,3.3412339985370636,0.02259955322369933,3.5898231714963913,4.809927970170975,1.374488040804863,3.435439944267273,137.43997192382812,279.9266357421875,1.1805453750130255
27,mps,stone_canyon,150,-142004.51120453936,484,False,-0.8599132717773318,0.1357263960054786,0.05695092786103487,3.420334575970968,4.734004189173381,1.3126910138130188,3.4213131554921468,158.64991760253906,275.612548828125,10.756355124991387
28,mps,stone_canyon,150,-124783.48082010268,426,False,0.8992016841222843,0.1565322163470652,0.05385582802196344,3.4074554856618247,4.730469957987467,1.3111608457565307,3.4193091058731078,564.125732421875,1154.1226806640625,10.989552249986446
29,mps,single_training,150,-130016.84055648914,423,False,-0.8365881661574046,0.14160572674756017,0.07777426502977808,3.502662049929301,4.727427209218343,1.3091658401489257,3.418261383374532,122.2891616821289,444.7215270996094,10.93568145899917
30,mps,single_training,150,-116676.79905097312,387,False,0.5029729963342349,0.14432700109151483,0.056157342915733655,3.4834554688135784,4.723588616053263,1.3053698380788168,3.4182187875111896,473.6426086425781,985.1959228515625,11.560399749985663
31,mps,single_training,150,-113107.60034351383,368,False,1.1956577033836704,0.28452096852171166,0.07076398987943927,3.4365247106552124,4.717307914098104,1.3002019611994426,3.417105967203776,962.7487182617188,2044.3734130859375,11.469515749980928
32,mps,stone_canyon,150,-121890.97038330947,418,False,0.2220751049121221,0.15698888007193698,0.05504282807931304,3.4130845785140993,4.712281395594279,1.294238748550415,3.418042634328206,155.6061553955078,521.11279296875,11.188849208003376
33,mps,stone_canyon,150,-111693.59932476415,379,False,0.9043749641502897,0.12613743424624468,0.04706721927349766,3.3772454849878946,4.705288461049398,1.291058897972107,3.4142295614878337,215.76434326171875,448.1898193359375,11.120373917015968
34,mps,stone_canyon,150,-128299.5580217134,440,False,-1.4837139791126053,0.3883600068479912,0.0608114413668712,3.4124371719360354,4.697102276484172,1.287109759648641,3.4099924993515014,1001.7789916992188,2094.927490234375,11.057776500005275
35,mps,stone_canyon,150,-95585.16809645975,329,False,1.5207364616667232,0.3760630654930052,0.054220280492057404,3.417435768445333,4.693451592127482,1.284918859799703,3.408532724380493,201.5421142578125,571.7963256835938,10.96071287500672
36,mps,single_training,150,-103776.71071140526,338,False,-0.30803012600168583,0.19226857315488816,0.0647162753964464,3.479839549064636,4.690266942977905,1.2854089220364888,3.404858005841573,493.9933776855469,1160.1688232421875,11.190747375017963
37,mps,stone_canyon,150,-123377.3171981111,425,False,-1.1899470183687906,0.16764387501701244,0.06770754172156254,3.440929641723633,4.686148573557536,1.283014001051585,3.403134570121765,593.1980590820312,1267.0609130859375,11.430818541994086
38,mps,single_training,150,-159798.39056638072,533,False,-5.404424510598183,1.6023247601108355,0.09113035493219893,3.521933897336324,4.688416261672973,1.2825350268681843,3.405881231625875,1534.669189453125,3013.656494140625,11.012935209000716
39,mps,stone_canyon,150,-106346.32191777414,363,False,0.467328481838728,0.14341839889092492,0.04771070415774981,3.372558693885803,4.690096877415975,1.2844457491238912,3.405651110013326,126.26372528076172,376.6142578125,11.04586849999032
40,mps,single_training,150,-88706.46086932393,290,False,2.2774110356966655,0.3352124814813336,0.05840631008769075,3.5002207803726195,4.688331289291382,1.2882407085100809,3.400090578397115,976.8663940429688,1975.38037109375,11.56970000002184
41,mps,single_training,150,-85562.27888212053,279,False,2.829682135283947,0.5346892782502497,0.06870100371539593,3.5238199710845945,4.685048459370931,1.291667227745056,3.3933812220891317,1335.7489013671875,2817.00390625,10.936680542014074
42,mps,single_training,4,18.656540444145037,0,True,8.148172974586487,2.81327623128891,0.016922055277973413,3.693174660205841,4.758044958114624,1.3768661618232727,3.381178915500641,32.018707275390625,55.132755279541016,0.3407403750170488
43,mps,single_training,150,-144693.06997905366,465,False,-3.5613641684999067,0.7906482018705961,0.06975669691960017,3.5254743337631225,4.686560576756795,1.2943474308649698,3.3922131379445393,929.0402221679688,1691.70068359375,10.993771665991517
44,mps,single_training,150,-114796.61716560638,375,False,-0.4855193781324973,0.16092478312808528,0.06447709781428178,3.5020135498046874,4.693846276601156,1.296013025442759,3.397833258310954,125.72550201416016,521.3121337890625,11.179314416978741
45,mps,stone_canyon,150,-152171.95065678802,523,False,-2.942412555590272,0.6095256395380905,0.06819440830498934,3.4291699345906577,4.695415932337443,1.293196128209432,3.4022197898228965,533.4635009765625,859.3375244140625,11.149302542005898
46,mps,single_training,150,-105910.23267048458,348,False,1.123589323591441,0.2702587375810951,0.06788343449433644,3.51071108341217,4.695673392613728,1.291411493619283,3.404261898994446,894.8558349609375,2024.931884765625,11.049209790973691
47,mps,single_training,150,-92813.78936079908,304,False,2.2671763232722877,0.35059177533660657,0.08546693852171301,3.5414726463953654,4.696627616882324,1.2879743790626526,3.4086532545089723,1091.3179931640625,2206.2548828125,11.10751604102552
48,mps,single_training,150,-107616.48183597742,356,False,1.3149754295187692,0.5373414047883368,0.0669100922656556,3.4890318552652997,4.698494358062744,1.2848943710327148,3.4135999870300293,1197.752197265625,2682.213623046875,11.19345108399284
49,mps,single_training,150,-125604.12645520484,408,False,-0.8773410896460215,0.33549252230208365,0.08740619060893853,3.4681970850626627,4.70182833035787,1.2825282724698384,3.4193000427881874,349.5921325683594,1007.3677978515625,11.592128250020323
50,mps,stone_canyon,150,-159040.9253770716,546,False,-3.055050743818283,0.966900732559152,0.06723158309236169,3.3874143075942995,4.707865041097005,1.2824275509516398,3.4254374933242797,480.9220886230469,884.4689331054688,11.253216250013793
51,mps,stone_canyon,150,-138259.81847603357,472,False,-2.0263364212960004,0.2895876852478371,0.06264131555333734,3.407360962231954,4.707778072357177,1.282987027168274,3.4247910420099896,615.8847045898438,1139.2882080078125,11.147215958015295
52,mps,stone_canyon,150,-86732.69718909872,298,False,3.0016944448898237,0.6176649489099995,0.04476164120559891,3.367691125869751,4.7061652660369875,1.2838491638501486,3.4223160966237387,742.6312866210938,1268.960205078125,11.209299999987707
53,mps,single_training,150,-140818.09972209472,466,False,-3.1484764361878237,0.6309346388524864,0.07542934439455469,3.4753209161758423,4.701664425532023,1.2843299611409504,3.417334461212158,698.0120239257812,1163.43994140625,11.267213834013091
54,mps,single_training,150,-132511.62206789336,434,False,-2.5017778341968855,0.46961572154192255,0.08112737218538921,3.4786201016108196,4.703348172505697,1.2866514905293782,3.416696696281433,710.1224975585938,1353.734130859375,11.596636458998546
55,mps,stone_canyon,150,-113074.2725168433,388,False,0.4809984003876646,0.11987163288808006,0.05558180296172698,3.3624659252166746,4.712808418273926,1.2902409911155701,3.422567410469055,99.82515716552734,332.1879577636719,10.912192874995526
56,mps,single_training,150,-98579.08658134034,328,False,1.1938870172575116,0.08268026587626082,0.081708058193326,3.491805238723755,4.718977174758911,1.2959798630078634,3.422997295061747,442.7756652832031,865.6260986328125,11.114601916982792
57,mps,single_training,150,-128701.79417346726,422,False,-2.082919274965922,0.23779776502439443,0.06764288542171319,3.4445184246699014,4.725252978006998,1.3003463610013326,3.42490660349528,606.4031372070312,1119.8941650390625,11.070883874985157
58,mps,stone_canyon,150,-63966.16758016233,219,False,5.078884088347356,1.490311130983367,0.05247840243081252,3.4000762605667116,4.732075459162394,1.304992791811625,3.4270826546351114,1298.1737060546875,2465.652587890625,11.05499737500213
59,mps,stone_canyon,150,-158329.162116143,545,False,-4.294698017537594,0.9426950471852615,0.05791723232716322,3.334770172437032,4.7392749563852945,1.3068128085136415,3.4324621295928956,1445.1766357421875,2813.100341796875,11.015808333002497
60,mps,stone_canyon,150,-98224.06159604694,337,False,1.4657549339036147,0.1885619515021487,0.05598999094218016,3.3750919659932452,4.746403036117553,1.310099196434021,3.4363038396835326,277.616943359375,506.0310363769531,10.862291958008427
61,mps,single_training,12,-161.4760281229346,0,True,8.659987330436707,3.4093751509984336,0.017178980633616447,3.5476789077123008,4.8170591990153,1.379995087782542,3.4370641509691873,92.402099609375,284.2060241699219,0.9506360839877743
62,mps,single_training,150,-142134.87919794218,465,False,-3.4668825583904983,0.6659993933296452,0.06534149623165528,3.4274832646052045,4.740861873626709,1.3126299087206523,3.4282319800059002,921.6902465820312,1801.4801025390625,10.593938625010196
63,mps,stone_canyon,150,-181861.491064951,622,False,-5.689604578018188,1.8786965559013575,0.06812043549182514,3.329001530011495,4.729073053995768,1.3137922883033752,3.415280753771464,1278.2899169921875,2252.7900390625,10.958588333014632
64,mps,single_training,150,-99682.30169627014,332,False,0.9992339367543658,0.10182887155452894,0.08460184463920693,3.5182042932510376,4.71856307665507,1.3142882482210796,3.4042748339970905,347.9931640625,686.7437133789062,11.165571082994575
65,mps,stone_canyon,150,-120434.73816960341,416,False,-0.006264768317341804,0.07308165843206856,0.06014144603163004,3.3953620338439943,4.709906727472941,1.3148957061767579,3.395011027654012,108.10096740722656,343.0027770996094,11.443276625010185
66,mps,stone_canyon,150,-96974.35662096209,332,False,2.199186468422413,0.3909073092752078,0.05492489910374085,3.4034554878870646,4.711188694636027,1.3146211187044778,3.3965675528844197,469.9185791015625,876.494384765625,11.336792792018969
67,mps,stone_canyon,150,-130237.08221363896,445,False,-0.8539876963819066,0.10905726668159332,0.05552299605061611,3.3399589459101358,4.7198515764872235,1.3138185691833497,3.4060330120722453,204.08094787597656,403.7128601074219,11.23153491699486
68,mps,single_training,150,-146064.75501028993,480,False,-3.278237711141507,0.5801333853075145,0.07209510135153929,3.4188518714904785,4.735711994171143,1.3148436760902404,3.4208683013916015,830.9564819335938,1561.1923828125,11.433372875006171
69,mps,single_training,150,-135976.7596085866,443,False,-2.086482389519612,0.32639476425512837,0.08379882375399271,3.441418194770813,4.747557862599691,1.314884447256724,3.4326734097798663,350.60821533203125,654.8603515625,11.088817792013288
70,mps,single_training,150,-103733.86511431633,337,False,1.4926685825766375,0.2425797304294186,0.07461236069599787,3.447181560198466,4.753739121754964,1.3161782209078472,3.43756090482076,809.570556640625,1828.5634765625,11.183271874993807
71,mps,single_training,15,-186.03738176985257,0,True,8.91100680033366,3.5573675950368244,0.028151932855447134,3.5296950499216715,4.816225528717041,1.3769643863042196,3.4392611821492514,121.65645599365234,202.6382598876953,1.1230157079990022
72,mps,single_training,150,-117757.0779820319,381,False,0.3758210482199987,0.3069921373404698,0.07621245967845122,3.4364727195103963,4.760242592493693,1.316285297870636,3.4439572954177855,680.9280395507812,1684.3353271484375,10.834257125010481
73,mps,single_training,150,-140401.81192660957,456,False,-2.29040576616923,0.3891755539718239,0.05796649231264989,3.444540394147237,4.762355670928955,1.3156097110112508,3.446745982170105,675.3944702148438,1408.9337158203125,11.094088958023349
74,mps,single_training,150,-112957.89596056295,369,False,0.8100259626843035,0.12628414645972952,0.06758528136958679,3.446555485725403,4.764816144307455,1.313756996790568,3.451059144337972,558.8637084960938,1258.816162109375,11.200534959003562
75,mps,stone_canyon,150,-107264.59841821462,368,False,1.8270889154573282,0.2714009017253799,0.053507759453107914,3.3383009910583494,4.766806850433349,1.312605361143748,3.4542014694213865,457.7820739746094,893.9088134765625,11.392498166998848
76,mps,stone_canyon,150,-130683.63440053079,448,False,-0.4666098724678159,0.11456298629738133,0.05600139033049345,3.3339314540227254,4.766961005528768,1.3128189460436503,3.4541420571009316,144.18499755859375,447.8349304199219,11.076104833977297
77,mps,stone_canyon,150,-168884.47162482172,578,False,-4.115050926208496,0.9260590229385222,0.06953231561928988,3.3485466273625693,4.767374801635742,1.312805621623993,3.4545692014694214,1237.8157958984375,2509.845947265625,11.629244250012562
78,mps,single_training,150,-130758.78007527863,430,False,-1.459799388932685,0.20409696669284433,0.07927325727107624,3.4609709692001345,4.76740125020345,1.3129291081428527,3.454472141265869,325.0331726074219,667.9929809570312,10.974927874980494
79,mps,stone_canyon,150,-120450.47501058181,413,False,0.18817378125463924,0.12821859658389032,0.05294024004911383,3.3276682186126707,4.767369661331177,1.3126288231213887,3.4547408278783163,121.13313293457031,372.6209716796875,11.40858745900914
80,mps,stone_canyon,150,-137145.68320901343,470,False,-0.7530032501804332,0.16519953364073445,0.05607811075945695,3.3204575459162395,4.769278777440389,1.314675472577413,3.4546033112208048,120.37738037109375,320.75445556640625,11.625038708007196
81,mps,stone_canyon,150,-104826.48186676842,358,False,1.536141091560324,0.18078502634942803,0.04995982044065992,3.3021456638971967,4.770569515228272,1.317811427116394,3.452758084932963,417.6053466796875,825.2221069335938,11.68422287501744
82,mps,stone_canyon,150,-144766.13252095337,496,False,-1.2376451085880398,0.20239895978421069,0.05759782871852318,3.275274198849996,4.767599318822225,1.3184902119636535,3.449109114011129,139.95346069335938,417.2443542480469,11.972691708011553
83,mps,single_training,150,-122666.75880196017,399,False,-0.7826902063935995,0.19525244650772605,0.07289815289278825,3.4490072345733642,4.761000289916992,1.3199091172218322,3.4410911719004313,153.38258361816406,772.5481567382812,11.607318916008808
84,mps,stone_canyon,150,-120697.01317534494,415,False,0.06937515841641774,0.13153557149184206,0.05551819670945406,3.2968736282984414,4.752265310287475,1.3175846171379089,3.434680698712667,219.19094848632812,577.1925048828125,11.810765834001359
