episode,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,epochs_run,minibatches_run,early_stopped,stop_reason,wall_time_s
30,mps,15,-165.2858148791867,0,True,-0.222677926470836,2.301263928413391,0.02351882979273796,4.743823623657226,1.3736471017201741,3.3701764583587646,125.39698028564453,200.52403259277344,1,1,False,,0.6614539580186829
31,mps,150,-124280.99392071951,404,False,-0.3155047061371927,0.24843585901583234,0.06592641895016034,4.409972831408183,1.245849717060725,3.1641231139500934,239.86599731445312,927.9756469726562,1,1,False,,6.9321462920052
32,mps,4,8.317586378778088,0,True,0.006408989429473877,1.6134998798370361,0.021658750250935555,4.706194996833801,1.3729366958141327,3.333258271217346,33.14697265625,48.84754943847656,1,1,False,,0.1869599590136204
33,mps,150,-94009.15268259228,306,False,-0.42023187239964804,0.4379220889693291,0.05448283115401864,4.38139362970988,1.2408720823129018,3.140521542231242,1313.7139892578125,2902.667724609375,1,1,False,,6.674010291986633
34,mps,8,-35.14547919673654,0,True,0.1000511683523655,1.3956030756235123,0.01017877901904285,4.672096014022827,1.3725185096263885,3.2995774149894714,68.6093521118164,106.51654815673828,1,1,False,,0.3486562499892898
35,mps,150,-108999.97709889819,357,False,-0.3657774543762207,0.3289306128816679,0.057732631353040534,4.346274488766988,1.2350813472270965,3.1111931530634562,764.7697143554688,2021.9556884765625,1,1,False,,6.623825624992605
36,mps,150,-149515.29046268188,485,False,-0.4241411748528481,1.1985880324175862,0.07423578255499402,4.328467113176981,1.231803456544876,3.096663656234741,758.4217529296875,1607.81982421875,1,1,False,,6.742851415998302
37,mps,150,-109297.41652487569,356,False,-0.38982169995705285,0.22809559458711495,0.07061165884447594,4.315341235796611,1.2321989476680755,3.0831422821680703,477.8404846191406,1418.6373291015625,1,1,False,,6.621993541979464
38,mps,150,-132941.2393664774,439,False,-0.30030717588961126,0.4803182539506573,0.07291138887094954,4.307645428975423,1.2318877840042115,3.0757576481501263,631.5342407226562,1080.9859619140625,1,1,False,,6.692317999986699
39,mps,150,-160532.1247222104,520,False,-0.18463164262473583,1.507747661662482,0.07270342127730449,4.306171859105428,1.2303209626674652,3.075850871404012,1574.3388671875,2566.7314453125,1,1,False,,6.771967250009766
40,mps,150,-106800.04630614248,346,False,-0.1798859484990438,0.12631785114930352,0.05381037632003426,4.310870273907979,1.2296897900104522,3.08118048508962,299.54296875,923.6648559570312,1,1,False,,6.645193124975776
41,mps,150,-108232.78121758647,359,False,-0.15442865097274383,0.08992000520190535,0.06185051243752241,4.320018218358357,1.2260606133937835,3.093957614898682,200.64234924316406,548.7562866210938,1,1,False,,6.840079874993535
42,mps,4,8.317586378778088,0,True,-0.09098461270332336,1.075332224369049,0.023865481838583946,4.699891805648804,1.382614552974701,3.3172773122787476,29.476028442382812,50.80424880981445,1,1,False,,0.19475837500067428
43,mps,150,-143688.2103583176,465,False,0.18744914488246042,0.9586388765302641,0.06562183123081923,4.324885180791219,1.210547848145167,3.1143373187383014,1683.2215576171875,3329.785400390625,1,1,False,,6.8672309999819845
44,mps,150,-114951.68871326627,375,False,0.424509766039749,0.2462789823797205,0.059669961395363014,4.324700458844503,1.2040790843963622,3.1206213569641115,804.085693359375,1819.9056396484375,1,1,False,,6.667283749993658
45,mps,6,-33.35007092482125,0,True,-0.25450992584228516,1.1695518891016643,0.02386872936040163,4.7140577634175616,1.3834190169970195,3.3306386470794678,44.865509033203125,81.49141693115234,1,1,False,,0.2692593750252854
46,mps,150,-133361.57910242933,433,False,0.3132164683938026,0.5693584044118325,0.060457681603729725,4.326170635223389,1.1921320454279583,3.1340385897954306,1331.2581787109375,2766.410400390625,1,1,False,,6.586150374991121
47,mps,150,-133697.28629252934,440,False,-0.09054499979751805,0.342367965161781,0.07331307866300146,4.325356359481812,1.185992857615153,3.1393634923299154,765.1634521484375,1370.5845947265625,1,1,False,,6.784565084002679
48,mps,150,-108453.52138914306,354,False,-0.1162312649198187,0.11364611315717639,0.07201872203499078,4.32879629611969,1.1815423997243246,3.147253902753194,336.5422668457031,831.1849365234375,1,1,False,,6.646444375015562
49,mps,150,-124831.0618557409,410,False,-0.3446680152912935,0.2485260138355079,0.08697773659601808,4.328160422643026,1.1753632549444835,3.152797180811564,417.5641784667969,1200.1217041015625,1,1,False,,6.645433291996596
50,mps,150,-103781.83539039195,339,False,-0.33575060876707236,0.3262782019104149,0.07481596576049925,4.331287139256795,1.1718537962436677,3.1594333537419637,1041.0548095703125,2346.992431640625,1,1,False,,6.8584016249806155
51,mps,150,-98907.91065164334,323,False,-0.15916267806043227,0.24521292460577873,0.05790689549098412,4.337358848253886,1.1704628880818684,3.166895949045817,785.2694702148438,1511.662109375,1,1,False,,6.851056957995752
52,mps,150,-91046.87007400896,298,False,0.35463781575361886,0.37287756544971973,0.05640926548590263,4.337963231404623,1.167085718313853,3.170877507527669,335.1580505371094,762.5355224609375,1,1,False,,6.59979970799759
53,mps,150,-162609.19065886288,528,False,0.30959029344220956,1.6426180942698072,0.05858786086241404,4.3362922318776445,1.163070479631424,3.173221739133199,2294.82275390625,4527.97900390625,1,1,False,,6.6237575829727575
54,mps,150,-115654.60067634034,376,False,-0.3418880460659663,0.18495562515492642,0.06154997730006774,4.338687070210775,1.1601414688428242,3.1785455989837645,325.48760986328125,1088.031494140625,1,1,False,,6.738701416994445
55,mps,150,-87832.66753166838,286,False,-0.26329596996307375,0.3754240719896825,0.07291411160801847,4.340045604705811,1.1584161925315857,3.1816294034322103,1078.2728271484375,2331.10205078125,1,1,False,,6.6136993750114925
56,mps,150,-107362.42590870486,355,False,0.2652066016197205,0.15054132376268778,0.07942034663632512,4.3428377978007,1.1587414328257244,3.1840963729222618,491.4418640136719,1130.427734375,1,1,False,,6.809794291999424
57,mps,7,-29.360353945986105,0,True,0.4160617632525308,1.1840633324214391,0.015031431402478899,4.715901034218924,1.3725769349506922,3.343324218477522,53.35604476928711,72.81356811523438,1,1,False,,0.31803795899031684
58,mps,150,-131167.439459338,428,False,-0.20502899177372455,0.614136243313551,0.07027546113356947,4.355723617871602,1.1607032175858816,3.1950204038619994,1232.625,2429.733154296875,1,1,False,,6.597168999986025
59,mps,150,-114536.6259305607,372,False,0.18521715382734935,0.24487381829779528,0.06261215591803193,4.359788727760315,1.1599595904350282,3.1998291460673016,820.6410522460938,1724.4111328125,1,1,False,,6.760520167008508
60,mps,150,-128884.72162547224,417,False,0.2879733491192261,0.573730867759635,0.07195956291009982,4.368343019485474,1.1618522079785665,3.2064908186594647,1394.9178466796875,2949.740966796875,1,1,False,,6.632326249993639
61,mps,12,-160.23700041141947,0,True,0.17989778549720845,1.2797099500894547,0.017589408128211897,4.723871350288391,1.372488260269165,3.351383090019226,93.18379211425781,128.562744140625,1,1,False,,0.544445709005231
62,mps,150,-127637.33366734633,418,False,-0.32332354279855885,0.26377182528318677,0.06678186715890964,4.3786996634801225,1.162482875585556,3.216216786702474,477.1771240234375,798.5330200195312,1,1,False,,6.768621916999109
63,mps,150,-84883.31996431819,277,False,0.12295838569601376,0.32521732472116127,0.04937372654676438,4.382457364400228,1.1613046677907308,3.2211526902516683,760.759521484375,1287.623779296875,1,1,False,,6.6360808329773135
64,mps,150,-108368.9890707032,357,False,0.03355681004623572,0.09286786288820167,0.06511556594322125,4.385536241531372,1.1605087109406789,3.2250275230407714,114.74886322021484,347.701171875,1,1,False,,6.765379417018266
65,mps,150,-91636.91056761178,306,False,-0.12061487515767415,0.30223971654098325,0.05214092812190453,4.393154287338257,1.1615971767902373,3.2315571149190268,901.5112915039062,1861.4468994140625,1,1,False,,6.591950750007527
66,mps,150,-100378.04686631706,331,False,-0.2110481687511007,0.10072011985270364,0.05228885868564248,4.398353943824768,1.161987319389979,3.2363666343688964,359.29632568359375,765.4647827148438,1,1,False,,6.6855576670204755
67,mps,150,-110712.34214450113,360,False,-0.20048535720755656,0.14897213575767335,0.06554312629625202,4.39985286394755,1.1608393188317616,3.2390135288238526,186.04640197753906,725.351318359375,1,1,False,,6.606078040989814
68,mps,150,-109422.13438871692,359,False,-0.3689482941726844,0.17125971629103637,0.06947818685323,4.402765514055888,1.1603143632411956,3.242451128959656,196.1240234375,630.3446044921875,1,1,False,,6.741430875001242
69,mps,150,-109791.659996799,359,False,-0.3644637420028448,0.22902327900729386,0.062131837960332635,4.405386562347412,1.1625662597020467,3.242820318539937,306.1215515136719,1150.216552734375,1,1,False,,6.637788749998435
70,mps,150,-95748.66824186628,312,False,0.31350961804389954,0.13000574659629516,0.05567127193013827,4.409299820264181,1.1658782807985941,3.2434215418497723,485.2857971191406,1268.58984375,1,1,False,,6.7350692079926375
71,mps,150,-112916.49808356231,373,False,0.2977919795208921,0.7224418981838865,0.05721027142057816,4.413469775517782,1.1703585799535114,3.2431111971537274,1480.6221923828125,3389.442138671875,1,1,False,,6.759561249986291
72,mps,4,8.317586378778088,0,True,-0.2200823724269867,1.0190418660640717,0.02122094528749585,4.750815153121948,1.3744278252124786,3.3763872385025024,25.872880935668945,49.24366760253906,1,1,False,,0.18388400002731942
73,mps,150,-139163.14486769313,450,False,0.5126218682527542,1.4952976581950983,0.05790901221334934,4.417814776102702,1.1756189103921255,3.2421958541870115,2309.353515625,4911.08984375,1,1,False,,6.726825749996351
74,mps,150,-122015.8725212136,396,False,0.43066003849109014,0.6037698295712471,0.05772929416348537,4.420890474319458,1.1778274981180827,3.2430629682540895,1396.96435546875,2958.10498046875,1,1,False,,6.698508917004801
75,mps,150,-110202.81847029574,364,False,0.334990412046512,0.7634012490233302,0.05164112976441781,4.42733967145284,1.1812498406569163,3.2460898288091022,1619.2762451171875,3851.22412109375,1,1,False,,6.676165124983527
76,mps,150,-104198.02110830418,339,False,0.5130387286345164,0.25992932467416724,0.05521627542873224,4.433252150217692,1.1842610530058544,3.2489911111195884,854.324951171875,2191.706298828125,1,1,False,,6.680339791986626
77,mps,150,-111146.20060329528,364,False,-0.07753776166588068,0.10284218135326227,0.06460514755298694,4.442090972264608,1.1889462502797445,3.253144710858663,247.4644775390625,448.3407897949219,1,1,False,,6.7028257500205655
78,mps,150,-122470.12019082265,402,False,-0.21445246568570533,0.19100360305555417,0.06450718939304352,4.452692988713582,1.192750883102417,3.2599421103795367,236.6389617919922,483.3963317871094,1,1,False,,6.689116249996005
79,mps,150,-118679.38095561728,388,False,-0.19654950057466825,0.2739438798795648,0.05932659028718869,4.4697933228810625,1.2010528600215913,3.2687404584884643,335.911865234375,1171.5989990234375,1,1,False,,6.724398916994687
80,mps,150,-98649.33755538314,323,False,-0.22119212575256825,0.3168271096226454,0.062115919540325804,4.489123568534851,1.2134372460842133,3.275686338742574,987.4346313476562,2149.98828125,1,1,False,,6.726946500013582
81,mps,150,-93631.35679533993,311,False,-0.09155648658672969,0.34923523851670324,0.07062913380563259,4.505433793067932,1.224105022350947,3.281328790982564,909.0950317382812,1738.423583984375,1,1,False,,6.738795625016792
82,mps,150,-92053.80556947461,303,False,-0.29661291107535365,0.6523372864552464,0.06291558585440118,4.515420056978861,1.2320584360758464,3.283361625671387,1470.21044921875,3135.9111328125,1,1,False,,6.702679832989816
83,mps,150,-117711.61537985301,382,False,-0.3032895726916225,0.19167353282679264,0.06383018186315895,4.524066365559896,1.2395242432753244,3.2845421044031777,374.6158142089844,1054.6590576171875,1,1,False,,6.661487625009613
84,mps,150,-102374.89714057578,334,False,0.0382940241197745,0.11143970751404292,0.050764836923529705,4.535491592089335,1.2504018255074818,3.2850897709528604,273.1946105957031,565.6929321289062,1,1,False,,6.713629542005947
85,mps,150,-147585.39841166133,484,False,-0.03417507822314898,0.6936817595952501,0.06680408273513118,4.5422454977035525,1.259563833475113,3.2826816622416177,1213.203369140625,2281.013427734375,1,1,False,,6.634038207994308
86,mps,150,-103446.3161790303,338,False,0.08510514600202441,0.06545650259344256,0.0796178029725949,4.544622238477071,1.2639867746829987,3.2806354777018227,158.27386474609375,354.51654052734375,1,1,False,,6.762432291987352
87,mps,150,-92933.30698962233,305,False,0.12050994886085391,0.16221018274608165,0.06412389803677797,4.550999250411987,1.2718145950635273,3.279184651374817,237.38629150390625,619.6898193359375,1,1,False,,6.650519165996229
88,mps,150,-113747.97009272336,367,False,0.09707453389962514,0.11019859049645522,0.059792071195940176,4.554166768391927,1.2778861725330353,3.276280584335327,481.0732116699219,1097.113525390625,1,1,False,,6.732683459005784
89,mps,150,-88878.36827446584,288,False,0.07923102094481389,0.11406560765834875,0.0662083207940062,4.558605875968933,1.2839332441488902,3.2746726115544638,235.5542755126953,567.41552734375,1,1,False,,6.7557144580059685
90,mps,150,-137778.24313175833,444,False,0.24410447850823402,1.0276607530315718,0.058048212608943384,4.558470985094706,1.2887465858459473,3.2697243897120156,1709.5025634765625,3682.198486328125,1,1,False,,6.683379167021485
91,mps,150,-93060.46658482605,310,False,0.1446057446797689,0.23623405745369988,0.05211346958453456,4.564990684191386,1.2947922412554422,3.2701984469095864,540.2310791015625,1405.1715087890625,1,1,False,,6.803370959009044
92,mps,6,-32.5696732569012,0,True,0.10524378220240276,1.834607462088267,0.012219294905662537,4.796497106552124,1.3815303643544514,3.4149668216705322,40.625518798828125,60.84748077392578,1,1,False,,0.27004345797467977
93,mps,150,-131252.20257968092,431,False,0.22383732044448454,0.9032793186108271,0.05858442646761735,4.572225545247396,1.3029004383087157,3.2693251037597655,1621.0341796875,3563.863525390625,1,1,False,,6.694085499999346
94,mps,150,-108327.08388576185,353,False,0.10898147503534952,0.24598713756333987,0.046414984638492265,4.575416286786397,1.305185724099477,3.2702305444081623,626.4064331054688,1385.789794921875,1,1,False,,6.679498792014783
95,mps,4,0.2326203608103654,0,True,-0.1806405782699585,1.629414975643158,0.01310324901714921,4.790347576141357,1.3805395066738129,3.4098079800605774,27.11687660217285,46.93309020996094,1,1,False,,0.17483887501293793
96,mps,150,-155705.16387039435,505,False,-0.15650949419786533,1.2929264637486388,0.07295855556304257,4.5853601169586184,1.307737352848053,3.2776227696736653,1516.66015625,2934.9453125,1,1,False,,6.6858397090109065
97,mps,150,-118345.48446999784,383,False,-0.24693666211562232,0.2161241708177234,0.05282474894076586,4.589168825149536,1.3077758439381917,3.2813929828008015,158.5712127685547,751.65185546875,1,1,False,,6.8102388749830425
98,mps,150,-144264.15294942792,468,False,-0.2045998739078641,0.672504381344576,0.0703227612748742,4.587402687072754,1.3044139687220255,3.2829887294769287,727.433349609375,1268.3519287109375,1,1,False,,6.747781167010544
99,mps,150,-165559.97147091202,539,False,-0.29551490863164265,1.7844546228965434,0.07113174766302109,4.58569270769755,1.3007509382565816,3.2849417765935263,611.0264282226562,1487.397216796875,1,1,False,,6.719638499984285
100,mps,150,-84675.18394831888,277,False,-0.1588424239307642,1.035564700954128,0.056521273801724115,4.579130872090658,1.2947124210993448,3.284418462117513,1908.8724365234375,4017.864013671875,1,1,False,,6.674113541987026
