episode,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,wall_time_s
33,mps,150,-94366.58225730724,307,False,1.3197149665157,0.3748680944179068,0.10502629240353901,4.464302180608113,1.1996697449684144,3.2646324253082275,804.2914428710938,1379.8551025390625,6.320255625003483
34,mps,150,-95910.45963031995,314,False,0.5453589565927783,0.22753028608242554,0.1183005803823471,4.4618166081110635,1.201300474802653,3.2605161237716676,139.41726684570312,460.8263244628906,6.252926957997261
35,mps,150,-116597.2430216503,384,False,-2.046557488280038,0.7273280888708602,0.10570353299379348,4.46580535252889,1.2119310601552327,3.2538743098576863,901.0166625976562,1660.915771484375,6.207942375011044
36,mps,150,-103859.8355505586,338,False,-1.3798680065820614,0.6039275891539243,0.10131927455465,4.468260520299276,1.220727972984314,3.247532555262248,1152.7293701171875,2086.232421875,6.0521575000020675
37,mps,150,-84857.3846500561,277,False,0.5767119250943263,0.25301010220963993,0.09520088322460651,4.4682714557647705,1.2251910630861917,3.2430803982416787,130.48886108398438,413.96710205078125,6.146287708019372
38,mps,150,-171464.71719993534,570,False,-7.466788742182155,3.650000264682955,0.12356660852829615,4.471705652872721,1.2286527585983276,3.2430528942743937,3089.87255859375,5459.521484375,6.051127874990925
39,mps,150,-137057.42881150814,444,False,-4.1268245571634425,1.449288227863456,0.10519129681090514,4.477448596954345,1.2326130493481955,3.2448355293273927,1774.201416015625,3270.630859375,6.258947916998295
40,mps,150,-88555.80270576394,287,False,0.9357701713467638,0.23414252698794977,0.09541798643767833,4.483585974375407,1.2353736114501954,3.2482123533884684,442.5265808105469,780.9033813476562,6.1214252920181025
41,mps,150,-108433.50722757113,359,False,-0.7811020906750734,0.18705873155179384,0.10590526623030504,4.4874853483835855,1.2374910728136699,3.249994274775187,136.88104248046875,356.4144287109375,6.625753208005335
42,mps,4,8.317586378778088,0,True,8.981319427490234,3.4437376856803894,0.03589560370892286,4.792984962463379,1.3440379202365875,3.4489470720291138,30.133209228515625,76.60537719726562,0.1701766669866629
43,mps,150,-143736.75085727603,465,False,-3.666580642660459,1.1698623229067502,0.10544079855084419,4.477713842391967,1.2269948776563009,3.250718970298767,1185.0869140625,2035.6942138671875,6.006231042003492
44,mps,150,-122416.8789036003,405,False,-1.429592270453771,0.3281092029386976,0.09696979254484177,4.465857826868693,1.2148342100779215,3.251023619969686,363.614013671875,708.6253051757812,5.932177165988833
45,mps,6,-21.744758995721053,0,True,9.001573403676352,3.1582406759262085,0.04067340431114038,4.761214733123779,1.322834551334381,3.438380161921183,55.890708923339844,136.84869384765625,0.23246379199554212
46,mps,150,-125649.65899642862,409,False,-0.7288384042183558,0.6596261555879998,0.09893997189899285,4.445068136850993,1.193196297089259,3.251871846516927,476.0424499511719,1459.6907958984375,5.879014999984065
47,mps,150,-134167.0863106562,444,False,-1.0568846877926261,0.9671059303807461,0.11587273644904296,4.449360739390055,1.1980276966094972,3.25133304754893,803.2000732421875,2087.266845703125,6.071267541992711
48,mps,150,-86777.70684528444,283,False,3.1751829942688348,1.0581910827771268,0.09146333160499731,4.456902907689412,1.2085034783681234,3.248399405479431,2222.640869140625,3954.419677734375,6.077967624994926
49,mps,150,-119184.95258954179,388,False,0.3302373923858007,0.6512101705830233,0.11883575854202112,4.463715113004048,1.220481968720754,3.2432331387201945,1295.1968994140625,2707.889404296875,6.233014291996369
50,mps,150,-152809.84306552084,493,False,-3.396628133592506,1.2020654821631374,0.12230385556817054,4.468235818545024,1.2306446345647175,3.2375911887486777,748.23681640625,1534.73779296875,6.149626582977362
51,mps,150,-103482.75117433816,336,False,1.1064483912211533,0.3795563942027673,0.09167213638623556,4.479149028460185,1.2435909310976665,3.2355581172307333,866.9219970703125,1708.1773681640625,6.1200934590015095
52,mps,150,-125579.78995942291,408,False,-1.0500997956842184,0.4829072781388337,0.11426266193389893,4.488343935012818,1.2550837302207947,3.2332601976394653,273.1883544921875,719.8004760742188,6.000673417001963
53,mps,150,-158654.12301642622,514,False,-4.85872838228941,1.719402576466091,0.09998528853058815,4.497624055544535,1.267559790611267,3.230064261754354,1992.2113037109375,3905.73193359375,6.157045750005636
54,mps,150,-98365.4173391534,318,False,1.1993540348981817,0.23287967202505874,0.10696871151526768,4.503214990297954,1.2750694354375203,3.228145543734233,804.4849853515625,1451.5701904296875,6.088518500007922
55,mps,150,-83133.06955494967,271,False,2.3692099254888794,0.36268947648305017,0.11860190418859323,4.505718746185303,1.2801036596298219,3.2256150992711383,1127.4576416015625,2138.010986328125,6.133440542005701
56,mps,150,-98473.666908561,326,False,0.07780856213221947,0.1639290958187333,0.1193075393140316,4.505631914138794,1.285217764377594,3.220414139429728,355.6370544433594,779.4993896484375,6.048875584005145
57,mps,150,-135647.40015325235,444,False,-3.608970872561137,1.0427443068505575,0.09912011283139388,4.508034246762594,1.2918327895800272,3.2162014627456665,1699.12060546875,3274.449951171875,6.163189457991393
58,mps,150,-140024.28634975405,452,False,-3.958217661281427,1.3287550997066622,0.1127474724004666,4.50889375368754,1.294151299794515,3.214742450714111,2091.0537109375,4267.06689453125,6.277581292000832
59,mps,150,-118796.8206084697,385,False,-2.046490284986794,0.8647126374078774,0.10260429620742798,4.512610363960266,1.294576140244802,3.2180342197418215,1667.8294677734375,3285.2265625,6.278986791992793
60,mps,150,-117417.7741364444,385,False,-1.1479776609192291,0.2686718958138469,0.11235254821678002,4.519084463119507,1.2959158182144166,3.223168648084005,679.190185546875,1407.2537841796875,6.164813791983761
61,mps,12,-166.76206173251654,0,True,10.0811718304952,4.422404229640961,0.06213030653695265,4.811985929807027,1.3612544635931652,3.45073139667511,89.26081848144531,191.59454345703125,0.4612979579833336
62,mps,150,-145134.93412153175,474,False,-2.668642561833064,0.7231777914885121,0.10493767701089382,4.529155327479045,1.292381063302358,3.236774277687073,973.7820434570312,1867.0902099609375,6.167972916999133
63,mps,150,-109114.82837968731,357,False,1.1229282183324296,0.23760424910316943,0.08862537557880083,4.530259844462077,1.2861023950576782,3.2441574557622275,213.85284423828125,628.3583984375,6.200392208003905
64,mps,150,-115925.98391130587,386,False,0.7670542013148467,0.23561986814825409,0.10625919940570991,4.530238644282023,1.2814498710632325,3.2487887891133624,216.03744506835938,644.7748413085938,6.40613650000887
65,mps,150,-91627.85182888807,306,False,3.18895955602328,0.643905324563384,0.08622794797023138,4.536365063985189,1.2810694670677185,3.2552955881754557,1504.9276123046875,2827.024169921875,6.100677790993359
66,mps,150,-99935.46641336287,320,False,2.189484481215477,0.5423768131334509,0.08962352689355611,4.539976606369018,1.2813823699951172,3.258594239552816,1324.0870361328125,2531.8017578125,6.188106916990364
67,mps,150,-110107.8329099616,358,False,0.883900858797133,0.34479080694075187,0.11047861422101657,4.543500499725342,1.284679154555003,3.258821334838867,830.9564208984375,1647.7401123046875,6.142173290980281
68,mps,150,-147056.25205923815,482,False,-2.931670807177822,0.6640144815598614,0.1184092682103316,4.544648199081421,1.2871501676241557,3.257498057683309,695.5090942382812,1243.4600830078125,6.1986713749938644
69,mps,150,-144581.9040156105,470,False,-2.8236871098106104,0.6401303999557907,0.12147564202547073,4.544608176549276,1.2871266349156698,3.2574815289179484,642.213134765625,1219.145751953125,6.266035125008784
70,mps,150,-109329.09358655832,356,False,0.05669211786240339,0.13635360916693268,0.09301762697597345,4.5467737070719405,1.2865488441785176,3.260224831899007,101.66179656982422,309.7544250488281,6.26622929199948
71,mps,15,-219.18004602496313,0,True,8.62548557917277,3.3072324911753337,0.036258995284636816,4.80004866917928,1.3527018229166667,3.4473469257354736,111.90184783935547,263.161865234375,0.5866344170062803
72,mps,150,-127080.4789733379,412,False,-1.2467480828737219,0.4257140873776128,0.10956879764795303,4.538273703257243,1.2702683305740357,3.268005364735921,298.1746826171875,779.2828979492188,6.2652325829840265
73,mps,150,-144112.83497372593,462,False,-3.132305896133184,0.5978115397509828,0.09897028714418411,4.535835409164429,1.262801657517751,3.2730337381362915,1013.1158447265625,1883.9085693359375,5.959093041019514
74,mps,150,-115361.99206362445,374,False,-0.040520019562294084,0.18207765528634468,0.10969595357775688,4.5310655816396075,1.253376185099284,3.2776893838246663,548.2879028320312,1293.2314453125,6.17248350000591
75,mps,150,-106456.92230118036,349,False,0.6795032959648718,0.13300984819412556,0.09750478148460388,4.524716501235962,1.2445305252075196,3.280185964902242,670.8482055664062,1406.1160888671875,6.1160974169906694
76,mps,150,-96840.90277972851,320,False,1.0557325756301483,0.12882775300829205,0.08907560867567857,4.514330348968506,1.2337791228294372,3.2805512285232545,394.6358337402344,692.6104125976562,6.598043959005736
77,mps,150,-101661.49911477021,334,False,0.4799543731737261,0.18458426740097594,0.10167992224295934,4.507269878387451,1.2274684890111287,3.2798013718922934,542.49951171875,1087.0567626953125,7.549000541010173
78,mps,150,-130696.55704781535,430,False,-2.6838708530118067,0.5284416982099841,0.11147224623709917,4.498490451176961,1.2214534485340118,3.2770370054244995,1064.4017333984375,1871.3880615234375,6.060115542000858
79,mps,150,-106969.120942608,350,False,-0.9559573388216086,0.18707018926496838,0.10187536758681139,4.491365418434143,1.215120412906011,3.2762449820836386,576.5945434570312,1094.9404296875,5.993000584014226
80,mps,150,-107970.9081673271,355,False,-1.1159850578475743,0.18445868523472123,0.1118857241049409,4.485917000770569,1.2095581742127737,3.276358817418416,675.9938354492188,1403.2762451171875,6.319258624978829
81,mps,150,-104090.56656130299,346,False,-1.123159402112166,0.3812894181817925,0.11968318322052558,4.479422529538472,1.200749879280726,3.278672653834025,1119.759765625,2257.27490234375,6.956174499995541
82,mps,150,-102836.74892451524,336,False,-0.2998561728745699,0.1779018655142181,0.10236218026528755,4.469351360003153,1.1892064181963602,3.280144944190979,131.47256469726562,488.68408203125,6.295172833983088
83,mps,150,-122828.99435966663,400,False,-1.793307624210914,0.3703259283262499,0.10130161620676517,4.47307549794515,1.1936638192335765,3.2794116878509523,655.0711059570312,1176.8447265625,6.688739042001544
84,mps,150,-108433.94490052799,354,False,0.01169908679711322,0.11855753872170226,0.08499628918866317,4.477554065386454,1.196624389886856,3.280929668744405,178.74063110351562,446.5788269042969,6.425666041992372
85,mps,150,-129276.04630251124,423,False,-1.2981088521021107,0.2592797297110398,0.10079105854034424,4.480180452664693,1.1980640296141307,3.282116414705912,210.11720275878906,717.8942260742188,6.992754040984437
86,mps,150,-116887.85628202617,380,False,0.0022698324328909317,0.054253390314950994,0.11481967469056448,4.484632584253947,1.2004738966623942,3.284158690770467,167.21722412109375,361.7973937988281,6.76923724997323
87,mps,150,-96705.50947846664,310,False,2.158016302982966,0.28379534907639026,0.09370538592338562,4.488518164952596,1.2032954315344493,3.2852227322260537,924.4500122070312,1667.8974609375,6.18576220900286
88,mps,150,-113791.9310356022,367,False,0.47407422213815154,0.10158003513649533,0.08946066175897917,4.490930852890014,1.2059512146313984,3.2849796295166014,408.6298828125,849.0672607421875,6.281491125002503
89,mps,150,-113892.10445551944,372,False,-0.1527233473211527,0.1484808595529224,0.10763135773440202,4.493473259607951,1.2100288359324138,3.28344442208608,198.6391143798828,534.9213256835938,6.301882416999433
90,mps,150,-122871.38433534633,397,False,-1.078167142942548,0.17094231124637493,0.09196489577492079,4.490354150136312,1.2073712432384491,3.2829829184214274,367.9210510253906,840.141357421875,6.366067791997921
91,mps,150,-75871.99247378246,247,False,3.3548069149255753,0.6103836648042004,0.0833195236325264,4.494035744667054,1.2095608055591582,3.2844749609629313,1109.1436767578125,2015.0565185546875,6.330697875004262
92,mps,150,-100522.64855572296,336,False,0.9662179173280795,0.23833699765091296,0.08757208118836085,4.49746053536733,1.2126553642749787,3.284805172284444,734.523681640625,1290.11083984375,6.273870667006122
93,mps,150,-155963.01650954655,506,False,-4.95808384646972,1.8768249659936798,0.0850069497525692,4.503349054654439,1.2183627804120383,3.2849862734476725,2355.760498046875,4824.09033203125,5.878012665983988
94,mps,150,-97725.7393240333,320,False,0.4785996343692144,0.240846732990661,0.07700553993384043,4.507946554819743,1.2225500027338663,3.285396547317505,162.20883178710938,582.2610473632812,5.732807084015803
95,mps,150,-106103.48155270402,345,False,-0.07310628381868203,0.18616944756739032,0.09240629822015763,4.514077393213908,1.2250918412208558,3.288985554377238,341.6264343261719,841.658935546875,6.21350258300663
96,mps,150,-105251.67071975474,344,False,0.04544997304677963,0.1793237017574332,0.10922398070494334,4.520173244476318,1.2276099554697673,3.292563281059265,485.17132568359375,1159.947998046875,5.781606000004103
97,mps,150,-136827.82163447933,446,False,-2.6538933307429153,0.5684579817945875,0.07982679136097431,4.523437223434448,1.2272157168388367,3.296221499443054,1374.151123046875,2803.0625,5.946504874998936
98,mps,150,-95901.73107582018,312,False,2.1707516861955325,0.3198180198452125,0.10141386580963929,4.525813007354737,1.2259296576182048,3.2998833386103312,975.5764770507812,1948.589599609375,6.064082083990797
99,mps,150,-135329.66759046863,436,False,-0.8415783474640921,0.3379827498851243,0.09104556816319624,4.530296341578166,1.2281345105171204,3.302161815961202,457.7625427246094,1319.8836669921875,6.209602374990936
100,mps,150,-89631.7085542445,294,False,3.2951321752866107,0.6031317671140035,0.08334082057078679,4.532134402592977,1.2299013749758403,3.3022330300013225,1518.29443359375,2980.200927734375,6.122208999993745
101,mps,150,-92801.6778954799,304,False,2.530425916314125,0.3984893915895373,0.07078571557998657,4.539190057118733,1.2362626091639202,3.3029274495442706,870.20947265625,1611.5364990234375,6.20291266599088
102,mps,4,8.317586378778088,0,True,8.492020606994629,3.286435842514038,0.034550915472209454,4.7958561182022095,1.3532733917236328,3.4425827264785767,40.608097076416016,91.99801635742188,0.16348370900959708
103,mps,150,-90263.23853279496,296,False,2.0480317785342534,0.27538645720031735,0.08515773589412372,4.54882845878601,1.2488641635576885,3.299964305559794,610.1766357421875,1103.4593505859375,5.970446541992715
104,mps,150,-129871.73739389653,428,False,-2.070106454069416,0.33172763304261027,0.08454593233764171,4.553444115320842,1.2569186433156332,3.296525449752808,495.9017639160156,866.6198120117188,6.215300416981336
105,mps,150,-106351.83051109634,348,False,-0.2577984845933194,0.046178782317840616,0.08359891064465046,4.554789113998413,1.2600725189844768,3.2947165981928506,95.00049591064453,220.9691619873047,6.482025750010507
106,mps,150,-136123.05672504922,443,False,-3.6138106283545492,0.7690269713647043,0.09070881120860577,4.5600403881073,1.2664776674906413,3.2935627285639444,1550.571533203125,3203.506591796875,6.224405499990098
107,mps,150,-124895.02078045357,407,False,-1.7882289438446364,0.3689286527169558,0.09829371750354766,4.563980029424031,1.2703001856803895,3.2936798397699993,336.6082763671875,641.298828125,5.929142958018929
108,mps,150,-123753.90336060058,403,False,-1.891802691568931,0.2138968790906074,0.08966281739374002,4.564781233469645,1.2701428373654684,3.2946383810043334,693.7357177734375,1347.736328125,5.657375540991779
109,mps,150,-147358.99946335034,489,False,-3.281385060139,0.7071026392204173,0.09129451687137285,4.563890466690063,1.2684539318084718,3.295436522165934,985.7194213867188,1684.281494140625,6.214233334001619
110,mps,150,-119555.35489495457,394,False,0.05277146043876807,0.1552154304275367,0.08343293818334739,4.561361583073934,1.2657452750205993,3.2956163120269775,500.9095764160156,1284.537841796875,6.07691404200159
111,mps,150,-110228.84628336514,370,False,1.1531056268513202,0.11416656478959945,0.09057941329975923,4.559632908503215,1.2639477030436197,3.2956852022806804,655.1387939453125,1402.7391357421875,6.210581709019607
112,mps,26,-373.68359019714654,0,True,10.11863453571613,4.279744606751662,0.03869214997841762,4.788992863435012,1.3559901760174677,3.4330027195123525,300.6877746582031,540.0105590820312,1.0277751660032663
113,mps,150,-102167.87490329538,334,False,2.4708374618118008,0.6724025761813633,0.09113602824509144,4.5644250551859535,1.2667350443204244,3.2976900005340575,1665.8353271484375,3685.984619140625,6.349894790997496
114,mps,150,-105257.86419146565,341,False,1.7078919089088838,0.29367328291128314,0.07690137279530367,4.570668417612712,1.2712296652793884,3.299438751538595,1077.3046875,2328.706787109375,6.1355772920069285
115,mps,150,-114717.84411646317,375,False,0.01819348638256391,0.06007263558082438,0.0729550721993049,4.575644817352295,1.2754776247342428,3.3001671775182086,16.789018630981445,259.3550720214844,6.239284041977953
116,mps,150,-98088.12443750224,325,False,1.6102708311565221,0.222007483161157,0.0947344449783365,4.585151592890422,1.2838268272082012,3.3013247791926066,861.0169677734375,1721.5377197265625,6.004620082996553
117,mps,150,-122187.5510630554,405,False,-1.0366145269572735,0.07791166086205825,0.08570323667178552,4.592948045730591,1.2923694125811258,3.300578654607137,348.46490478515625,677.906494140625,6.240787124988856
118,mps,150,-119036.71016932615,392,False,-1.1994430998557557,0.2235286056488269,0.09149520477900902,4.597728080749512,1.2978476977348328,3.29988037109375,639.8969116210938,1394.9403076171875,6.0514402499829885
119,mps,150,-107449.96574726122,349,False,0.05700982061525186,0.12895650036537215,0.08528012042244275,4.601808185577393,1.3014302611351014,3.3003779077529907,57.82839584350586,368.1638488769531,6.246086583007127
120,mps,150,-136259.76657122507,446,False,-2.6686310555040835,0.4673109887620861,0.10491332247853279,4.60569045384725,1.3060178605715433,3.2996725988388063,1026.0919189453125,2090.49609375,6.556119499990018
121,mps,150,-150382.7228072154,492,False,-3.8415293096813063,0.8950111513445063,0.09266312311093013,4.606663926442464,1.3069103638331094,3.2997535626093546,1469.011474609375,2918.7197265625,6.218440500000725
122,mps,4,8.317586378778088,0,True,7.352776885032654,2.669608950614929,0.04159272834658623,4.780654668807983,1.3495125770568848,3.431142210960388,37.709007263183594,90.71598815917969,0.1714844170201104
123,mps,150,-85528.72756650067,280,False,3.258173227707545,0.6055149339387814,0.09277474666635195,4.596785252888997,1.2989632471402486,3.2978220160802207,1450.8504638671875,2968.54345703125,6.181772790994728
124,mps,150,-103266.80681429154,332,False,1.5408176687483985,0.2577427115212049,0.08637120199700196,4.588674701054891,1.2946470848719278,3.2940276066462197,943.4790649414062,2228.18408203125,6.038950417016167
125,mps,28,-298.23279414484,0,True,8.395543796675545,3.311759276049478,0.04587217340511935,4.7561614002500265,1.3419848425047738,3.4141765322004045,333.2183837890625,699.4404296875,1.0721467499970458
126,mps,150,-135110.43839901968,439,False,-1.1730945644776027,0.7126664881889397,0.09001467525959014,4.5623699315389,1.2797483428319296,3.28262158870697,678.4435424804688,2376.651123046875,6.185975542000961
127,mps,150,-95096.35992023078,309,False,1.3971782616774242,0.2514125312420462,0.07614006629834573,4.549636344909668,1.2735408425331116,3.276095471382141,886.6777954101562,2054.712890625,6.147883166995598
128,mps,150,-115633.1235812528,387,False,-1.550738863190636,0.3298441979828264,0.07148791073511045,4.536482699712118,1.2679768800735474,3.2685058244069416,1029.8359375,2358.33837890625,6.080295082996599
129,mps,150,-123679.89649050118,407,False,-2.38668730939428,0.3625801940460224,0.09089523886640867,4.524048452377319,1.260907284418742,3.2631411743164063,888.7589721679688,1685.8385009765625,7.485680916986894
130,mps,150,-115039.65783739851,374,False,-1.4408604960143565,0.18051921008473376,0.07527625146011512,4.512496649424235,1.252361872990926,3.2601347907384235,453.7862854003906,844.9654541015625,7.099984416010557
131,mps,150,-115620.00178586341,376,False,-1.2863150512178738,0.1603227383903383,0.09149025751898686,4.505857865015666,1.2464680353800455,3.259389853477478,378.59698486328125,721.7119140625,6.105456165998476
132,mps,150,-98120.99339856362,315,False,1.0790648338307316,0.40224838756243886,0.09922632216165463,4.503277470270793,1.2433895039558411,3.2598879512151084,1123.3858642578125,2783.087158203125,6.226391000003787
133,mps,150,-138109.63708134714,458,False,-2.9254300596813363,0.533365885947181,0.09594478823244572,4.506479864120483,1.2457455945014955,3.260734272003174,829.1473999023438,1459.4521484375,6.275441542005865
134,mps,150,-115902.56216853046,374,False,-0.42611280747378866,0.13487305032150287,0.08231288616855939,4.505813980102539,1.2445968612035117,3.2612171188990273,229.41981506347656,750.6900024414062,6.094254499999806
135,mps,150,-106208.89053372406,347,False,1.3733318787813187,0.5135476019165556,0.08749309368431568,4.505034761428833,1.2449342966079713,3.260100482304891,1309.3199462890625,3284.9453125,6.203211916988948
136,mps,150,-154088.84092512063,509,False,-3.5780490429699423,0.9238981918431819,0.09685003404815992,4.509701668421427,1.2511826348304749,3.2585190312067667,836.8798217773438,1545.661376953125,6.0136867920227814
137,mps,150,-122465.6479260729,400,False,-1.1754825916389624,0.25736325187294523,0.07532075427472591,4.508592313130697,1.2533777046203614,3.2552146037419636,740.3750610351562,1847.917236328125,5.890527833020315
138,mps,150,-151490.49834200603,497,False,-3.3428171017765997,0.7488056082755308,0.07793059746424356,4.506675148010254,1.2521524548530578,3.2545227082570394,1475.3905029296875,3186.72314453125,6.297092999971937
139,mps,150,-106645.64742481649,349,False,1.6868895391374827,0.25907834575909267,0.07333956873665254,4.504341745376587,1.2485236167907714,3.2558181444803873,685.295654296875,1434.3037109375,6.226394084020285
140,mps,150,-87963.74732404826,288,False,4.207546150286992,1.1735041295488675,0.09196392147491375,4.501110925674438,1.2474769592285155,3.2536339489618937,2225.95654296875,4833.427734375,6.14979629102163
141,mps,150,-82499.01692047622,270,False,4.470774807929993,0.9783805499474207,0.08906200848519802,4.4989425643285115,1.2500280292828878,3.2489145390192666,1716.918212890625,3479.82275390625,6.3726864169875626
142,mps,150,-121894.80648772213,399,False,0.20971882292690378,0.04301227814810924,0.09011555093030135,4.497515392303467,1.2547063636779785,3.2428090286254885,37.123390197753906,193.29864501953125,6.978565500001423
