episode,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,epochs_run,minibatches_run,early_stopped,stop_reason,adv_mean,adv_std,adv_mc_mean,adv_mc_std,wall_time_s
18,mps,5,17.607807418963404,0,True,1.6668798923492432,2.600549006462097,0.0029640813823789357,1.5072219133377076,0.3357815444469452,1.1714403867721557,362.4974670410156,457.73388671875,1,1,False,,1.6009999183514096,0.19325713471082254,3.778464776475501,0.06856161993457234,0.20415708399377763
19,mps,6,57.607807418963404,0,True,1.841141700744629,1.6949506402015686,0.0032173998188227415,1.3883210023244221,0.37505518396695453,1.0132658084233601,344.5255432128906,458.5553894042969,1,1,False,,1.2875177001831217,0.1929993895557727,3.41317629918184,0.08022601012965645,0.22158508299617097
20,mps,4,29.764594940070758,0,True,1.3042845390737057,0.8067164272069931,0.0020012638706248254,1.3198247253894806,0.4531710371375084,0.8666536957025528,154.65733337402344,190.9261016845703,1,1,False,,0.8904669047573273,0.11741008561523165,2.923912808259324,0.05966664474497233,0.1782277080055792
21,mps,4,23.205855564222553,0,True,0.4326337091624737,0.20249193347990513,0.0023780483461450785,1.3002309799194336,0.5210535079240799,0.7791774570941925,74.07257080078125,89.79237365722656,1,1,False,,0.44070604532521707,0.09094011669110867,2.4293644566882846,0.05579687643116814,0.17987666602130048
22,mps,6,54.38515701245079,0,True,0.053895437313864626,0.013656762903944278,0.0029097955169466636,1.3100160360336304,0.5961792767047882,0.7138367593288422,15.168914794921875,21.048416137695312,1,1,False,,0.06204103864339339,0.09903369461354998,1.994838563918847,0.09634619469676456,0.29417604199261405
23,mps,6,65.99073577927217,0,True,-0.6537353197733561,0.14717582116524378,0.0026673414007139704,1.3439898093541462,0.7083062926928202,0.6356834967931112,90.90426635742188,99.63223266601562,1,1,False,,-0.3796098184360312,0.0554274591199443,1.4636339013628665,0.09271215984743722,0.3056212080118712
24,mps,6,62.009759273704255,0,True,-0.44950424631436664,0.39954572916030884,0.002863949630409479,1.406304160753886,0.8127428293228149,0.5935613115628561,147.42410278320312,175.49644470214844,1,1,False,,-0.631106005150183,0.03536870525104432,1.1637504231768367,0.092810777456768,0.2342073750041891
25,mps,5,13.205855564222553,0,True,-0.8983702063560486,0.6601786613464355,0.002116749016568065,1.5305913925170898,0.9121782064437867,0.6184131860733032,151.89553833007812,177.2760009765625,1,1,False,,-0.8120430852597851,0.02765260927240669,0.9942518918996986,0.07159803274497335,0.2619473749946337
26,mps,4,27.607807418963407,0,True,-0.510334886610508,0.6540861874818802,0.0023393271840177476,1.6735196113586426,0.9791711121797562,0.6943484991788864,115.00875854492188,160.75885009765625,1,1,False,,-0.8083121282797534,0.026790186210565167,0.9946074188739014,0.06344270626810737,0.1912214999902062
27,mps,9,15.343936837730936,0,True,-1.4615088038974338,0.3013978385263019,0.0027327442593458626,1.8974188698662653,1.060329967074924,0.8370889094140794,161.61045837402344,185.80738830566406,1,1,False,,-0.5383358364004197,0.10766785312453805,1.2104243377056603,0.15263904711307605,0.36122575000626966
28,mps,14,67.20846672311062,0,True,-0.2999746496123927,0.14468618588788168,0.005609265004750341,2.0744374309267317,1.1004173074449812,0.9740201149668012,95.34436798095703,133.24342346191406,1,1,False,,-0.21504513449597742,0.3137543204358046,1.5540990997820139,0.3662586236865172,0.5422862909908872
29,mps,4,23.205855564222553,0,True,-0.49292637407779694,0.18389557301998138,0.00219881723751314,2.2415868043899536,1.124202698469162,1.117384135723114,50.8691291809082,68.37081146240234,1,1,False,,-0.4264474828091173,0.04514544402675618,1.3318541350917754,0.05902217658836965,0.15277316700667143
30,mps,4,21.64289834182317,0,True,-0.5789597705006599,0.06372010102495551,0.0024909712374210358,2.5108810663223267,1.1568044126033783,1.354076623916626,27.41551399230957,34.053470611572266,1,1,False,,-0.24651159973039288,0.054333532765471815,1.51539355559416,0.05762159323392203,0.16085004198248498
31,mps,15,-100.58528146129368,0,True,0.28263844463896626,0.21741337808717087,0.00375132958094279,2.8470719973246257,1.1912370999654134,1.6558349212010701,44.0733642578125,67.96153259277344,1,1,False,,0.10901337731818543,0.4533535799721815,2.0944806770824176,0.3968983154716272,0.6082530840067193
32,mps,21,-81.89129531919414,0,True,1.3498957898645174,0.5982086683035872,0.005156069727880614,3.1309047767094205,1.2073489597865514,1.9235558055696034,183.51710510253906,274.267333984375,1,1,False,,0.34573190686630956,0.6918656748136672,2.5162603737501796,0.6009178172224423,0.9036365000065416
33,mps,4,26.02564659185494,0,True,0.6239045807160437,0.019785394604696194,0.003066814853809774,3.2723240852355957,1.2231028378009796,2.0492212772369385,10.558541297912598,22.80746078491211,1,1,False,,0.11613960898855807,0.0793535561939469,1.8050619848814986,0.06250581881153394,0.1617616250005085
34,mps,8,-33.347025599065624,0,True,0.6250556018203497,0.08277560760325287,0.0028315334930084646,3.539172738790512,1.2446506470441818,2.2945221066474915,31.93580436706543,50.17019271850586,1,1,False,,0.1923688995854596,0.21393880678951183,1.9474368893364968,0.16218568968168295,0.3090155409881845
35,mps,6,-3.9042411190694537,0,True,0.33634875280161697,0.02967071596807121,0.00327789259608835,3.7039217154184976,1.2596723437309265,2.444249391555786,13.388604164123535,19.220766067504883,1,1,False,,0.11671476250616834,0.12668220397337956,1.8137729894484977,0.10214620835307657,0.237613874982344
36,mps,4,22.261001300694698,0,True,0.26618428505025804,0.008468451959856793,0.0033457838580943644,3.8088303804397583,1.2691654860973358,2.539664924144745,3.1631147861480713,8.132481575012207,1,1,False,,0.04410866219881507,0.08076433775477071,1.6932151225682963,0.06716727836599352,0.15533187499386258
37,mps,150,-106026.11501388781,354,False,-33.51051330566406,228.68455695013205,0.09764765542310973,3.170636389255524,1.1117063228289286,2.058930053512255,71201.0859375,73670.5,1,1,False,,-12.439593745666711,8.598899041916187,6.03172701557948,4.579942396442706,6.60927754099248
38,mps,10,-3.062121499204153,0,True,0.27031969372183084,0.03409993442619452,0.0046837613452225925,4.056270265579224,1.2858116269111632,2.7704586744308473,8.6713285446167,21.24327278137207,1,1,False,,0.05581598039179447,0.17602417593252107,1.8030854918388404,0.15643701253883577,0.42394887501723133
39,mps,150,-96420.86328833432,316,False,-38.96764433860779,186.96569946289063,0.08635965194087475,3.2298042345047,1.1086525690555573,2.1211516455809276,50741.31640625,52887.4375,1,1,False,,-11.362125509287617,7.607089078010461,6.239753432823175,4.925510330595924,6.4310765840054955
40,mps,150,-102361.56301605876,341,False,-35.54429083665212,215.79311642567316,0.11452837522762517,3.2252632109324137,1.1004448048273723,2.1248183945814767,61607.453125,62491.05078125,1,1,False,,-12.34855013955972,7.956533376677137,6.196667115217578,4.962064232684234,6.818862167012412
41,mps,150,-85424.5081198462,279,False,-33.175649482409156,153.38122090509782,0.08997384876633684,3.197220815817515,1.0864916265010833,2.1107291913032533,47995.7734375,48134.09375,1,1,False,,-10.35762019379299,6.7897662147957885,6.654597513470243,5.116040503731812,6.416323541983729
42,mps,4,8.317586378778088,0,True,-0.277815910987556,0.011558293919733842,0.004599792999215424,4.173449635505676,1.2844716310501099,2.888978123664856,4.996337890625,8.063581466674805,1,1,False,,-0.08755024294434711,0.06239590816121493,1.6477551397981316,0.05574434905443285,0.18193591700401157
43,mps,150,-142837.4494494933,463,False,-44.0376217842102,471.11432062864304,0.0901773273292929,3.119071071545283,1.0524101257324219,2.066660940845807,107431.6171875,108322.265625,1,1,False,,-17.90174384617866,12.273626228065023,6.084708855101902,5.417601527605025,6.413707792002242
44,mps,150,-98293.25764824923,321,False,-35.779917361736295,260.7809871133168,0.08770252944901585,3.0740405416488645,1.0339882711569468,2.0400522832075754,59704.80078125,59353.17578125,1,1,False,,-11.972779355182144,10.836676129221567,7.235304225520858,5.88463779296699,6.45844066599966
45,mps,6,-12.418104800158545,0,True,0.40441630966961384,0.026400860430536948,0.004660549185549219,4.200873692830403,1.2745832999547322,2.9262903531392417,8.870226860046387,17.107999801635742,1,1,False,,0.10130331744188503,0.12703738335284404,1.9098463358115156,0.09801471929178955,0.2956416250090115
46,mps,150,-118833.05044910216,391,False,-34.71063866550724,307.6534670009728,0.09211156765775134,2.9675998218854267,0.9955216421683629,1.9720781872669855,97103.84375,95538.71875,1,1,False,,-14.548403880647644,9.797826951587677,7.543385963278212,6.164933944648477,6.246939999982715
47,mps,150,-133206.530323898,434,False,-44.020491422017415,375.1910183095932,0.12042950837407261,2.9115742466847103,0.9766343349218368,1.9349399123589197,103140.2578125,101491.71875,1,1,False,,-16.299341845737164,10.465298620007035,7.738029840067531,6.665584715885201,6.442038084001979
48,mps,150,-116041.676846742,383,False,-31.028802676995596,297.1310946750641,0.0824767987895757,2.8306024422248206,0.9504212252298991,1.880181229611238,94378.84375,89153.390625,1,1,False,,-13.977087554819912,10.088216900669664,8.554916793022702,7.051255424709376,6.411852499993984
49,mps,150,-148233.79554183333,481,False,-47.843015043735505,465.5507748397191,0.13217457921088985,2.7533646672964096,0.9264751881361007,1.8268894901871682,112242.53125,104151.46875,1,1,False,,-18.012106579395155,11.879174879295324,8.618558399585947,7.693204334117381,6.342431333992863
50,mps,150,-127559.28840936486,416,False,-39.022935617764794,349.9065949789683,0.12228392173846563,2.661162644426028,0.9000346032778422,1.7611280366778375,109635.6171875,103217.9609375,1,1,False,,-15.214051797583583,10.88297848629709,9.600516500766238,7.957378581811373,6.3348362910037395
51,mps,150,-98285.27947416581,321,False,-27.341355264211696,200.7104217551152,0.08391407076269389,2.558290606637796,0.8696852519114813,1.6886053494612376,85632.5,78089.625,1,1,False,,-11.46496475322556,8.322560279785005,10.868680424877885,8.430106843705836,6.471460083994316
52,mps,150,-97437.22679841568,322,False,-18.15505933781465,201.77583117485045,0.07789184670119235,2.445100085139275,0.8379934412240982,1.6071066488325596,109326.78125,99912.3203125,1,1,False,,-11.420439918498387,8.446856634861941,11.604599002507582,8.64897046449293,6.278127666999353
53,mps,20,-71.92344612113254,0,True,3.329324760660529,2.9260436907905385,0.005865578365046531,3.447044479846954,1.1168561577796936,2.3301883220672606,658.451904296875,969.2085571289062,1,1,False,,1.186043885967916,1.2326165265667168,3.998677413463946,0.9009142832011447,0.8162771250063088
54,mps,150,-136609.00294417617,448,False,-33.69678511666755,403.12354811886945,0.10243830525626739,2.232291563351949,0.7854404882093271,1.4468510826677083,135430.265625,120147.1484375,1,1,False,,-16.21443932798581,11.841262525986327,12.799676013874022,10.497553148643437,6.684487666992936
55,mps,4,20.937618129424827,0,True,5.051568120718002,1.7906663715839386,0.0027827887679450214,3.0141454339027405,1.1200940608978271,1.894051343202591,167.74142456054688,234.96754455566406,1,1,False,,1.3287995538025357,0.15798136245714992,3.3545423593578096,0.07336939756544804,0.2280689170002006
56,mps,150,-126005.20334702474,410,False,-27.372685370892285,328.80560933689276,0.09291664677672089,2.0515911514063676,0.7550635328888893,1.296527611563603,148505.15625,132209.96875,1,1,False,,-14.689263352208464,10.631610766505757,14.683433320345966,11.518741403383268,6.764893415995175
57,mps,10,10.442425577016024,0,True,4.248797678947449,2.834284448623657,0.003145985887385905,2.7470566511154173,1.1096975684165955,1.637359082698822,595.9916381835938,708.4432983398438,1,1,False,,1.6088880125485443,0.4957457433883878,3.975348048083066,0.25986318311537016,0.4339766660123132
58,mps,150,-129191.46681167239,423,False,-35.72467692289036,411.0089941470325,0.12074547911994159,1.9071380702157816,0.7380026123424371,1.1691354696204266,142228.421875,134929.296875,1,1,False,,-14.881471536931482,13.767744755863836,16.463406395087215,13.240574480119617,6.783213666989468
59,mps,4,28.053894991451067,0,True,3.4629796147346497,3.7657806873321533,0.002600327192340046,2.468333899974823,1.1110552549362183,1.3572786152362823,326.5341491699219,374.6100769042969,1,1,False,,1.9294069180883255,0.20777294175667835,4.004267633726424,0.08776738742174402,0.19057370800874196
60,mps,150,-80519.6362312568,263,False,-17.423512380830942,178.5748960073789,0.09731773900954674,1.76048644994696,0.7098787558078766,1.0506076984666288,88802.6328125,82233.2890625,1,1,False,,-8.718067598059303,10.12769432225888,18.89672868029067,14.08298300773964,6.603619166999124
61,mps,12,-117.08258042314324,0,True,6.119595507780711,4.376780917247136,0.0036970804794691503,2.224984268347422,1.0661368767420452,1.1588474015394847,1128.95947265625,1404.2728271484375,1,1,False,,1.9552414734468921,0.7441851891566837,4.608504319672887,0.38257777198262516,0.5959310419857502
62,mps,4,34.06142561301329,0,True,6.028407394886017,4.833230197429657,0.0028041107580065727,2.104137599468231,1.0523398220539093,1.0517978072166443,436.32928466796875,625.15087890625,1,1,False,,2.1842966903441243,0.2491551823388758,4.2513102749104865,0.11814861079974907,0.18609408399788663
63,mps,4,32.45584684619192,0,True,3.6494994163513184,4.526399314403534,0.00313536444446072,2.0637391805648804,1.0435841083526611,1.0201550722122192,432.8434753417969,570.3809814453125,1,1,False,,2.112633080160692,0.2513575322007085,4.173092342491097,0.12481964398394002,0.2310166250099428
64,mps,4,18.803903709481702,0,True,2.29746150970459,3.651708960533142,0.002415740513242781,2.0342923998832703,1.0463176667690277,0.9879747778177261,394.71820068359375,480.0650634765625,1,1,False,,1.8993049874340588,0.21059310000109088,3.9460128389944082,0.09067462821306263,0.16657324999687262
65,mps,6,7.2358307481206054,0,True,3.535115400950114,2.8424654404322305,0.002396600398545464,1.971490164597829,1.0405208269755046,0.9309693276882172,520.2925415039062,639.6007080078125,1,1,False,,1.6506217582410405,0.34338487306395304,3.7760347949074933,0.18398277045581,0.2547284580068663
66,mps,150,-95109.51156746628,314,False,-19.19800550480994,239.5915495915214,0.09558772050775588,1.4907858321319023,0.6355038962389032,0.8552819315367378,130978.125,114739.734375,1,1,False,,-10.581671593175486,11.296892417246118,21.221073613181655,16.95341988266807,6.798920500004897
67,mps,4,18.803903709481702,0,True,1.2556081116199493,1.264786034822464,0.002653725037816912,1.9043511748313904,1.0168485939502716,0.8875025808811188,236.93064880371094,282.4411315917969,1,1,False,,1.1100614234256319,0.1804153253855364,3.0960021792623422,0.10656537660089671,0.19524237501900643
68,mps,16,117.3513932939199,0,True,1.7876342560339253,4.124368540981493,0.005143838207004592,1.8665050268173218,0.974865272641182,0.8916397392749786,1214.8900146484375,1347.915283203125,1,1,False,,1.356433088750046,1.5114422828807113,3.9245805269376057,1.256893341788936,0.686266542004887
69,mps,150,-141698.11800309026,465,False,-23.32404307903489,444.7260109001398,0.10402120541005085,1.3538695763424038,0.58522761259228,0.7686419697199017,227462.234375,192609.5,1,1,False,,-16.67083691244268,12.915464020525949,20.8261134062328,18.130849273114922,6.428673540998716
70,mps,4,29.983205157709946,0,True,0.27278555533848703,0.052003285538376076,0.002337298705242574,1.6387788951396942,0.972598522901535,0.666180357336998,39.56737518310547,53.938758850097656,1,1,False,,0.1761458659898433,0.14483067229460597,2.082549745219691,0.1252647136516296,0.19384012499358505
71,mps,14,-73.98945396683328,0,True,0.19864947135959352,1.4116468141188048,0.0043534298061526245,1.5644867505346025,0.9151506423950195,0.6493361123970577,295.0872802734375,584.9714965820312,1,1,False,,0.34826494200888775,1.1359394007431414,2.5783834924948783,1.0236918999457554,0.6975030830071773
72,mps,8,35.24072706124153,0,True,-0.7063436144962907,0.14741486336424714,0.003758607810596004,1.390526995062828,0.8611531257629395,0.5293738543987274,105.68416595458984,170.25975036621094,1,1,False,,-0.2245924250433278,0.3114050594199338,1.6283928581113076,0.32598463969393215,0.4254520839895122
73,mps,6,-0.016794842290056344,0,True,-1.0291569083929062,0.4813172295689583,0.0026312082773074508,1.2031155625979106,0.7984989285469055,0.4046166290839513,246.98904418945312,269.91961669921875,1,1,False,,-0.681527633663923,0.12975871449964593,1.1343726880753904,0.18151857002220523,0.26626387500436977
74,mps,4,27.607807418963407,0,True,-0.2918693646788597,0.7442941516637802,0.001990318123716861,1.015102356672287,0.7016392201185226,0.31346313655376434,210.7596435546875,238.31312561035156,1,1,False,,-0.8578386726647464,0.09168945599016705,0.9397222277852599,0.12916662284202743,0.2137516670045443
75,mps,7,44.55502020600042,0,True,-1.4331125680889403,0.43471263136182514,0.0023845859271075043,0.8936293891498021,0.6271712013653347,0.26645818778446745,275.42437744140625,331.3509826660156,1,1,False,,-0.637383456521418,0.1686859507453426,1.1272539596614852,0.22945843773516889,0.3399793750140816
76,mps,7,52.009759273704255,0,True,-0.5474217821444783,0.3040015936962196,0.0023746182809450795,0.7552504794938224,0.5325969457626343,0.2226535358599254,224.30838012695312,282.86767578125,1,1,False,,-0.5169684959968768,0.19169029470691126,1.2370566681944368,0.2333800330003342,0.30649083299795166
77,mps,5,67.6078074189634,0,True,-0.2795355457812548,0.15801436305046082,0.0022764346562325955,0.6130555868148804,0.4182243525981903,0.1948312282562256,116.59980010986328,129.09890747070312,1,1,False,,-0.3765187514254755,0.12746763335760286,1.3969273423814852,0.15361422816321033,0.2868986660032533
78,mps,4,23.205855564222553,0,True,-0.08532836905214936,0.038486119330627844,0.0024756757775321603,0.4977130740880966,0.31651099771261215,0.18120208010077477,37.743202209472656,40.4245719909668,1,1,False,,-0.15316396988613407,0.12258432348730917,1.6798346002092157,0.11922301393432032,0.20865670801140368
79,mps,5,72.00975927370426,0,True,0.02694348953664303,0.15150860510766506,0.0023706488544121386,0.409250545501709,0.23192743062973023,0.17732311487197877,102.9459228515625,105.57202911376953,1,1,False,,0.3365692451371192,0.19552430993610023,2.173336396219111,0.1731884179113453,0.2484944159805309
80,mps,5,72.00975927370426,0,True,0.03600347600877285,0.3644001141190529,0.0024504831759259104,0.34707252979278563,0.17857832014560698,0.16849420964717865,172.2411346435547,175.94239807128906,1,1,False,,0.5652137380916613,0.21197535943180218,2.4208985922859942,0.17352793144297177,0.22910466699977405
81,mps,4,27.607807418963407,0,True,0.030931515619158745,0.37351175770163536,0.0023182354925666004,0.30162928998470306,0.14485640823841095,0.15677287802100182,142.3734893798828,145.10902404785156,1,1,False,,0.5849756230702345,0.17696125216709332,2.458888379020336,0.13334234530460104,0.20734787499532104
82,mps,6,54.38515701245079,0,True,0.33572009826699895,0.5191320863862833,0.00229563934650893,0.26713760693868,0.12135729317863782,0.14578031500180563,243.3410186767578,248.38742065429688,1,1,False,,0.6661233989366685,0.27461195338023037,2.569088300473941,0.21999533887361428,0.27427983400411904
83,mps,4,27.607807418963407,0,True,0.01838358654640615,0.23059372510761023,0.0025665255961939692,0.24692529067397118,0.10942394845187664,0.1375013366341591,109.1987533569336,111.25525665283203,1,1,False,,0.4494524921614224,0.16907445429562262,2.303876402827976,0.13306537945129232,0.1816283329972066
84,mps,4,27.607807418963407,0,True,0.008985036984086037,0.08242685039294884,0.0021011375647503883,0.22984108701348305,0.10126535408198833,0.12857573106884956,58.37690734863281,59.56086349487305,1,1,False,,0.24019472735732672,0.15726837531908577,2.0749516965023425,0.13300496399738634,0.18853591699735261
85,mps,6,52.00975927370426,0,True,0.002477900154190138,0.054732857327929686,0.0024057529711474976,0.21428809066613516,0.09551797310511272,0.11877011756102245,26.559091567993164,27.238040924072266,1,1,False,,0.07243984997515562,0.2224529765073966,1.8886061107860108,0.218539613054341,0.3011825419962406
86,mps,6,62.009759273704255,0,True,-0.35167584563411464,0.11285119998986677,0.0024705667165108025,0.1992145006855329,0.09297436351577441,0.10624013592799504,106.74417877197266,127.39643859863281,1,1,False,,-0.2901372196662604,0.16932689816991833,1.459949856719217,0.19758319171607905,0.3447367090266198
87,mps,5,73.61533804052563,0,True,-0.5811983304098248,0.31644966304302213,0.0025062899105250834,0.1796926736831665,0.08212528228759766,0.09756739437580109,169.01754760742188,177.79998779296875,1,1,False,,-0.5479383288104108,0.1273312490590017,1.159952357089431,0.16783201883855609,0.2514916250074748
88,mps,4,27.607807418963407,0,True,-0.018948421347886324,0.5983318611979485,0.002171386207919568,0.16259387135505676,0.07245553284883499,0.09013833664357662,190.14105224609375,196.9285430908203,1,1,False,,-0.7676177165933863,0.09536702286629406,0.9709054203427355,0.1277870475819967,0.16537483301362954
89,mps,4,27.607807418963407,0,True,-0.017455441411584616,0.584308035671711,0.0020877884817309678,0.15384172275662422,0.06487258896231651,0.08896913565695286,187.01583862304688,193.51226806640625,1,1,False,,-0.7584861562951499,0.09490406505867105,0.9772236885496266,0.12683080608219732,0.17277083298540674
90,mps,5,72.00975927370426,0,True,-0.012184320949018002,0.3054465174674988,0.002361009526066482,0.15230841636657716,0.059111814200878146,0.09319660067558289,163.94244384765625,169.1011505126953,1,1,False,,-0.5384452312024763,0.12459231564331086,1.1602920683939453,0.16406556053513266,0.2550369579985272
91,mps,4,27.607807418963407,0,True,-0.010182246682234108,0.2023080326616764,0.002220367343397811,0.15717797353863716,0.05529364384710789,0.10188432596623898,104.21215057373047,106.94690704345703,1,1,False,,-0.4358711214111469,0.1110153011022094,1.3167931034621707,0.12488114621396806,0.1817976250022184
92,mps,6,54.38515701245079,0,True,-0.17018909401182705,0.042151182860834524,0.0023976469916912415,0.1685414786140124,0.05185284465551376,0.1166886364420255,11.53299617767334,27.07968521118164,1,1,False,,-0.03295301998265259,0.2026457053794672,1.7365386082210774,0.20751578555683783,0.319094208010938
93,mps,4,27.607807418963407,0,True,0.0026705848576966673,0.03275078488513827,0.0021582998451776803,0.15869522467255592,0.04717004578560591,0.11152517609298229,26.48418426513672,26.810726165771484,1,1,False,,0.11443846141214109,0.14019494810954836,1.9008292823655246,0.12321724508453599,0.17806520801968873
94,mps,4,27.607807418963407,0,True,0.005585209873970598,0.08913910004775971,0.0020312393316999078,0.14845073595643044,0.04362076334655285,0.10482997260987759,59.91144943237305,60.46949005126953,1,1,False,,0.2604336153228583,0.14599120503402413,2.05455830968638,0.12087656612590217,0.20022616599453613
95,mps,4,27.607807418963407,0,True,0.005786410358268768,0.10867618187330663,0.0025197248614858836,0.1381513997912407,0.04132726788520813,0.09682413004338741,67.72325134277344,68.23473358154297,1,1,False,,0.29517317894781825,0.14679567273748564,2.088571425883006,0.11975797866530395,0.21536645901505835
96,mps,4,23.205855564222556,0,True,0.6341008996387245,0.07229040731908754,0.002360182465054095,0.12796681746840477,0.03997902572154999,0.08798778988420963,52.380165100097656,79.58556365966797,1,1,False,,0.22830649707656892,0.14200897798178158,2.0179705697410206,0.11880181679635889,0.21765000000596046
97,mps,5,72.00975927370426,0,True,0.0034448578022420405,0.0638709623599425,0.0020630576880648734,0.12945207357406616,0.045490173250436784,0.08396190255880356,54.27080154418945,54.720916748046875,1,1,False,,0.1908907329525428,0.16562514916339352,1.9378568300149066,0.15400562436172385,0.2385312920087017
98,mps,7,33.61533804052563,0,True,-0.07724758635075497,0.060604217844749134,0.0024578840737896307,0.129711708852223,0.05123123633010047,0.0784804682646479,19.812808990478516,23.021560668945312,1,1,False,,0.049749623379337034,0.2410999640661701,1.8351430791721892,0.23298658498360444,0.3399936660134699
