episode,device,scenario,n_ticks,raw_reward,shaped_reward_total,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,shaping_mean_abs,value_grad_norm,other_grad_norm,wall_time_s
27,mps,stone_canyon,150,-88028.39671576128,-88028.21691576127,302,False,3.9963603522380193,0.961362718960736,0.047868957482278346,4.60826602935791,1.2214564124743144,3.386809630393982,0.05829733333333332,1665.3671875,3041.53955078125,13.653511916985735
28,mps,stone_canyon,150,-92937.18552356906,-92936.94152356901,318,False,3.301237358550231,0.765674771014989,0.04076892232832809,4.606520029703776,1.2134629559516907,3.3930571031570436,0.10930933333333333,1342.8944091796875,2399.622802734375,13.423177624994423
29,mps,single_training,150,-134125.12800053676,-134126.52740053675,440,False,-1.8251015608012677,0.3611515762381411,0.07719800504545371,4.607519976298014,1.2066023210684458,3.400917641321818,0.12776933333333332,396.8814697265625,620.2857055664062,14.216827833995922
30,mps,single_training,150,-97596.3069873332,-97596.18318733323,320,False,1.7530436428810936,0.29848516365416145,0.062333936740954714,4.609615640640259,1.1969479791323343,3.4126676511764527,0.05912133333333333,1120.4586181640625,2398.343994140625,14.469706917006988
31,mps,single_training,150,-149459.99396065134,-149459.80336065136,490,False,-3.301984611172229,0.8648715411517491,0.07774813882385691,4.611361195246379,1.1892331039905548,3.4221281099319456,0.08253733333333332,842.371826171875,1164.961181640625,14.419937291997485
32,mps,stone_canyon,150,-122222.14907558878,-122221.93747558881,418,False,0.44746810586502156,0.27570268355273586,0.05471298471093178,4.614399995803833,1.182017788887024,3.432382214864095,0.057813333333333335,725.4366455078125,1781.6373291015625,13.730912541010184
33,mps,stone_canyon,150,-114765.0969469881,-114764.9243469881,391,False,0.27427739997239164,0.09826003006542199,0.045276682016750176,4.619831991195679,1.17896378159523,3.440868198076884,0.07228666666666667,201.4564971923828,440.631591796875,13.38859641700401
34,mps,stone_canyon,150,-117862.59588812651,-117862.45768812652,403,False,-0.5680789990971485,0.14975415438530035,0.045202171007792155,4.620442419052124,1.1760335437456766,3.444408895174662,0.055233333333333336,436.9548034667969,1023.2958984375,13.214626458997373
35,mps,stone_canyon,150,-140644.51375429315,-140644.44735429317,483,False,-2.3606818470172586,0.42938385733084333,0.06253121227646867,4.622451140085857,1.1764684009552002,3.4459827454884846,0.036968,526.453857421875,737.5169677734375,13.670103040989488
36,mps,single_training,150,-103647.72855812601,-103648.82135812602,338,False,-0.25774042669683694,0.13222561668324337,0.05291019175201654,4.621882006327311,1.174999532699585,3.4468824895222983,0.035328,442.237548828125,1170.933349609375,14.665461500000674
37,mps,stone_canyon,150,-118904.59345085028,-118904.38085085028,408,False,-0.18517622140934692,0.10765970221688628,0.05767807229111592,4.618111327489217,1.1710156047344207,3.447095718383789,0.06591866666666665,191.5693359375,492.3477783203125,14.294200583011843
38,mps,single_training,150,-123382.02832534838,-123381.92672534834,410,False,-1.3217790639897187,0.2267797990818023,0.06210374433547258,4.620134843190511,1.1728319752216338,3.447302861213684,0.073128,204.81857299804688,561.1019287109375,13.58108341600746
39,mps,stone_canyon,150,-129079.39317916862,-129079.24417916859,443,False,-1.5242311607146015,0.1721646792006019,0.05743414067352812,4.622848294576009,1.1715047911802927,3.451343510945638,0.06835066666666667,551.6673583984375,1085.863037109375,12.504440541990334
40,mps,single_training,150,-119342.13494247457,-119343.46914247455,393,False,-1.5702137272028873,0.23356170971629428,0.055818890978892644,4.6244650618235275,1.1683614774545035,3.4561035680770873,0.041372000000000006,896.4982299804688,2033.5947265625,13.996552042022813
41,mps,single_training,150,-108033.35731953193,-108033.05551953192,359,False,0.2714128883710752,0.0224538429208701,0.06426009135941664,4.619689785639445,1.1604322596391041,3.459257547060649,0.11460666666666663,87.5178451538086,255.82992553710938,11.738002166996012
42,mps,single_training,4,18.656540444145037,18.662140444145034,0,True,8.123606443405151,2.729148507118225,0.013993872096762061,4.776045799255371,1.312008947134018,3.464036762714386,0.0995,41.317142486572266,63.113929748535156,0.33552974998019636
43,mps,single_training,150,-142278.869862508,-142280.551262508,461,False,-2.882442218537132,0.5660652693528634,0.06809828485672673,4.610055910746256,1.1466895993550619,3.4633663272857667,0.11166533333333334,1259.6690673828125,2567.500244140625,11.207257207977818
44,mps,single_training,150,-129838.31754482022,-129838.21154482022,422,False,-1.609452981664023,0.25781544029581477,0.06161606256539623,4.60502418200175,1.140715285539627,3.464308891296387,0.047376,909.3662109375,2083.157958984375,10.970562041999074
45,mps,stone_canyon,150,-128437.45585293962,-128437.45645293963,442,False,0.5638553972790639,0.14890054143242498,0.0653564900563409,4.591812531153361,1.1282403886318206,3.4635721270243325,0.07602533333333335,450.08056640625,1035.251220703125,10.718928582995431
46,mps,single_training,150,-91513.78130177657,-91513.57670177655,303,False,3.829851315319538,0.8256690723676001,0.07432284554466605,4.583900190989176,1.1223044443130492,3.461595738728841,0.08594000000000003,1979.9398193359375,4353.8388671875,11.087148000020534
47,mps,single_training,150,-93010.77573746153,-93010.62493746153,307,False,3.066373787124952,0.5306530843985577,0.0937219531989346,4.587089716593424,1.128096838792165,3.458992889722188,0.066256,1438.0833740234375,2841.82275390625,10.894751124986215
48,mps,single_training,150,-107284.97955793854,-107284.82395793854,356,False,1.9982940378288427,0.4699241154367094,0.07027067672461271,4.59204971631368,1.136651688416799,3.455398020744324,0.06950933333333334,1473.6214599609375,3368.354248046875,10.837452999985544
49,mps,single_training,150,-135230.2025036466,-135229.88690364658,443,False,-1.2456939868380625,0.20811421951657394,0.09881674778026839,4.599250837961833,1.1473078525066376,3.451942989031474,0.11146133333333334,220.9318084716797,715.3304443359375,11.683192041993607
50,mps,stone_canyon,150,-165090.4270881808,-165090.1802881808,565,False,-3.055906319618225,0.7161457854011678,0.0677594695209215,4.607393846511841,1.1601770035425822,3.447216852506002,0.11208266666666666,711.8922119140625,1132.3626708984375,11.682848708995152
51,mps,stone_canyon,150,-131354.39148448524,-131355.55888448522,452,False,-0.544416196582218,0.1258676027830855,0.05595930234839519,4.600822772979736,1.1626288104057312,3.4381939220428466,0.09803066666666665,371.3057556152344,886.8270263671875,11.841236084001139
52,mps,stone_canyon,150,-119365.26336271864,-119365.16616271863,413,False,0.9602590229754181,0.1456410499952955,0.06453501038253308,4.587904116312663,1.1615019265810649,3.4264021905263267,0.024733333333333333,323.0391540527344,645.4024658203125,11.665734457987128
53,mps,single_training,150,-131650.21230609814,-131649.93230609817,437,False,-1.2406278189768394,0.15483563127797728,0.07264946959912777,4.5779734706878665,1.1644609773159027,3.41351248105367,0.10426400000000001,265.0526123046875,555.785888671875,11.015486042015254
54,mps,single_training,150,-85727.78858608962,-85728.16498608963,283,False,2.8394352269172667,0.462325269083182,0.06744845641156037,4.567668895721436,1.1643062702814737,3.40336262067159,0.12753333333333336,1036.30029296875,1813.0499267578125,10.897218500002054
55,mps,stone_canyon,150,-86457.30351200188,-86457.25771200188,299,False,3.1825177441040675,0.906547566823997,0.0515759262877206,4.554714879989624,1.1625506933530172,3.3921641731262206,0.020774666666666667,794.3695068359375,1312.1015625,10.848853625007905
56,mps,single_training,150,-98565.87633660049,-98565.59293660047,328,False,1.0317011766384045,0.13863551318402945,0.08104452085370818,4.54236268679301,1.1663109763463337,3.376051705678304,0.12868666666666664,177.41932678222656,398.5924377441406,10.838875917019323
57,mps,single_training,150,-128366.44523376909,-128366.29623376907,422,False,-2.41625266512235,0.4100296726132122,0.0641521251325806,4.529285720189413,1.171665267944336,3.35762047290802,0.06734533333333334,1330.485595703125,2808.18603515625,10.771405208011856
58,mps,stone_canyon,150,-140215.7622623765,-140215.71386237646,482,False,-2.92447999318596,0.8248999086040862,0.058018465812007584,4.513156388600668,1.1737040801843008,3.3394523080190024,0.022872000000000003,1913.34814453125,4123.7314453125,10.743712874973426
59,mps,stone_canyon,150,-103954.9895546735,-103954.95455467352,356,False,0.5542942013653616,0.3785015856497436,0.04575308527797461,4.493610849380493,1.1734410150845846,3.3201698223749796,0.01734,448.1506042480469,1155.7659912109375,10.808695459010778
60,mps,stone_canyon,150,-98999.43880677558,-98999.33400677558,340,False,0.8434913535912831,0.3083864092788887,0.04819019538039963,4.470821145375569,1.1696876653035482,3.3011334896087647,0.04916,303.1371765136719,853.9254150390625,10.928562959015835
61,mps,single_training,12,-161.4760281229346,-161.4760281229346,0,True,8.92897911866506,3.7940215865770974,0.012903235930328568,4.602718432744344,1.3326882719993591,3.27003014087677,0.0,117.44853973388672,197.52442932128906,0.9580688340065535
62,mps,single_training,150,-114490.83307274985,-114490.69047274982,375,False,-0.6391952689612905,0.09528763618066932,0.060916763283312324,4.424830417633057,1.166033796866735,3.258796641031901,0.07605200000000001,306.08587646484375,725.0448608398438,10.442271917010657
63,mps,stone_canyon,150,-156965.34566693366,-156965.40546693356,537,False,-2.5376371981389823,0.8271416158846902,0.06203249886631965,4.386939427057902,1.1622706695397695,3.224668757120768,0.08959066666666667,365.271484375,1186.4266357421875,10.367732416983927
64,mps,single_training,150,-100532.81727015092,-100535.4122701509,330,False,1.2557997332389157,0.16590110994580753,0.06683820027858019,4.354726359049479,1.1612887199719746,3.193437636693319,0.12983333333333333,615.8461303710938,1359.8038330078125,10.216580040985718
65,mps,stone_canyon,150,-114312.1597077767,-114312.00030777669,392,False,0.7265455927474734,0.12219916905324983,0.05111843481659889,4.328062391281128,1.1670935491720835,3.1609688409169516,0.076004,235.0577850341797,488.6405029296875,10.258755958988331
66,mps,stone_canyon,150,-128102.19997354962,-128102.01257354963,437,False,-0.019710809011012315,0.11552308947556109,0.052856783562650285,4.315497385660807,1.1726814409097035,3.1428159602483112,0.08801466666666666,371.4651794433594,988.23486328125,10.241890041012084
67,mps,stone_canyon,150,-141576.05631747216,-141576.12211747214,485,False,-1.383036405791839,0.20052759808759826,0.05212538686270515,4.310402234395345,1.1803749545415243,3.1300273005167645,0.07901733333333336,377.171142578125,631.6324462890625,10.244059209013358
68,mps,single_training,150,-110643.3616759369,-110643.13207593687,366,False,0.8902139723052581,0.183074525345437,0.06594474563995997,4.310925690333049,1.1867491229375204,3.1241765610376993,0.100752,826.8787841796875,1973.81591796875,10.163386999978684
69,mps,single_training,150,-130297.81112326279,-130299.22752326277,428,False,-1.3029195013362915,0.2063619694925501,0.07576381706322233,4.315572388966879,1.1931049831708271,3.122467368443807,0.11250666666666666,232.44015502929688,423.310546875,10.22282870899653
70,mps,single_training,150,-107579.54163016476,-107582.22143016472,356,False,0.6548281210412582,0.150850556912701,0.05998665535822511,4.301964769363403,1.195055648088455,3.106909122467041,0.1548093333333333,463.161376953125,1014.0564575195312,10.785484499996528
71,mps,single_training,15,-154.9198318326739,-154.91163183267392,0,True,8.308375453948974,3.5139284133911133,0.011752407252788543,4.4149554888407385,1.3315786918004353,3.0833767890930175,0.039799999999999995,147.59510803222656,225.54217529296875,1.0801579160033725
72,mps,single_training,150,-114997.98769813348,-114997.63889813345,375,False,-0.1270342769815276,0.0974937892229309,0.06852668896938363,4.2920688565572105,1.1883250526587168,3.1037437915802,0.12821600000000002,203.9071502685547,545.1949462890625,10.881183916993905
73,mps,single_training,150,-114696.91477894605,-114696.52117894607,375,False,-0.32630456931268176,0.08230359669396421,0.05566784665609399,4.29547482808431,1.1831039448579153,3.112370889981588,0.1331093333333333,113.63207244873047,414.62939453125,11.954581458005123
74,mps,single_training,150,-125822.76146708654,-125822.29346708655,413,False,-1.8821440102159976,0.2854675647084756,0.0657124219958981,4.307256759007772,1.1752783179283142,3.131978437105815,0.126456,956.1600341796875,2070.666748046875,11.322488833015086
75,mps,stone_canyon,150,-123196.16603260947,-123196.04243260945,425,False,-0.8179358112129073,0.3316370832413425,0.055537132782240706,4.309699147542318,1.1635844612121582,3.146114664077759,0.06346133333333333,893.2794189453125,2150.469970703125,11.354508291988168
76,mps,stone_canyon,150,-128246.52620438708,-128246.46820438707,439,False,-1.5935127306977908,0.27375038916098976,0.05212970727433761,4.314432436625163,1.156934179464976,3.1574982611338296,0.027850666666666666,758.7491455078125,1636.2109375,11.342718041996704
77,mps,stone_canyon,150,-141265.175416724,-141265.147016724,486,False,-1.4754827829822899,0.2427204432845853,0.057112855662902196,4.318964808781942,1.1492681248982748,3.169696677525838,0.015765333333333336,493.42047119140625,894.6307983398438,11.916637665999588
78,mps,single_training,150,-115187.74532740233,-115188.1525274023,380,False,0.10658450948695342,0.06558514680660057,0.06642036697516839,4.320762758255005,1.1416705747445424,3.1790921847025553,0.1590453333333333,297.5126953125,736.837158203125,12.153616249997867
79,mps,stone_canyon,150,-87351.9934436206,-87351.94284362058,301,False,3.2202552381157874,0.7302702560068186,0.052871128370364506,4.32792599995931,1.1401217524210612,3.18780424118042,0.02414266666666667,1262.6099853515625,2325.067626953125,11.504953208990628
80,mps,stone_canyon,150,-123697.61221896116,-123698.05281896115,425,False,0.18673478496571383,0.11507985263907661,0.049586386705438294,4.336645542780558,1.1402981642882029,3.1963473733266197,0.011836,301.7317199707031,761.5278930664062,11.24466699999175
81,mps,stone_canyon,150,-125094.44520781876,-125094.25740781872,431,False,-0.7719945221487433,0.08766464131637046,0.04964682830497622,4.360191780726115,1.1464239343007405,3.2137678639094034,0.08745466666666668,327.2552490234375,700.8723754882812,12.477109083993128
82,mps,stone_canyon,150,-146379.1502298436,-146378.9620298436,503,False,-1.8441227442026138,0.3175160215154756,0.056182755411913,4.380682099660238,1.146354832649231,3.2343272670110066,0.07202800000000001,491.0044250488281,819.9446411132812,11.401019332988653
83,mps,single_training,150,-117594.61627949864,-117595.91387949865,383,False,-0.39815465800464156,0.16647057358148232,0.07013168510670463,4.407307637532552,1.1484785230954488,3.2588291056950887,0.04524533333333334,198.51707458496094,735.0476684570312,12.021341750019928
84,mps,stone_canyon,150,-109074.0122345118,-109073.8094345118,375,False,1.1767713035270573,0.1540522549794332,0.05385889296109478,4.435841213862101,1.1558277960618337,3.280013418197632,0.09764533333333333,550.9443359375,1118.6805419921875,11.929343249998055
85,mps,stone_canyon,150,-138456.41813361822,-138456.0827336182,479,False,-1.08348421510309,0.17566975590720177,0.05378903957704703,4.463312117258708,1.163985431989034,3.299326702753703,0.144828,235.999755859375,434.5140686035156,11.921607291995315
86,mps,single_training,150,-102892.10848208767,-102891.77748208765,340,False,1.3612173205800355,0.16695242267202956,0.07854734707002839,4.492848059336344,1.166388919353485,3.3264591391881306,0.1276413333333333,785.6573486328125,1679.850341796875,11.52533587499056
87,mps,stone_canyon,150,-145032.51716777313,-145032.5419677731,498,False,-1.6014096314211685,0.2600843159338304,0.05350394394248724,4.517899653116862,1.1699220871925353,3.3479775698979695,0.13652533333333336,492.5757751464844,910.4711303710938,12.189550209004665
88,mps,stone_canyon,150,-116677.27606885166,-116677.18066885171,402,False,1.1803349170356523,0.16514500915824532,0.05684997908771038,4.547263898849487,1.1733027386665345,3.37396115620931,0.08934266666666667,574.011474609375,1205.52783203125,11.091547916992567
89,mps,stone_canyon,150,-155208.85143533215,-155208.9084353322,531,False,-2.757913628021876,0.4631671979604289,0.05619569893926382,4.578861544926961,1.1811821738878885,3.397679387728373,0.075988,997.6912231445312,1978.1666259765625,11.127685457991902
90,mps,stone_canyon,150,-112818.338966323,-112818.01316632298,385,False,0.979491983577609,0.4616780417286403,0.03931691555927197,4.596978928248087,1.18137215813001,3.4156067848205565,0.09471333333333334,375.5494384765625,1263.9083251953125,11.187617666990263
91,mps,stone_canyon,150,-132326.23087348483,-132326.19927348482,455,False,-0.8145719232751677,0.164311887776513,0.050676760636270045,4.605158354441325,1.1781456740697225,3.4270126644770302,0.013514666666666668,604.9119873046875,1458.739501953125,11.535629749996588
92,mps,single_training,150,-104411.30652046419,-104411.24772046418,349,False,2.0177853482278683,0.395483840186198,0.05995186168079575,4.607209510803223,1.1716266763210297,3.435582834879557,0.03522666666666667,1252.2052001953125,2769.083251953125,12.405870041984599
93,mps,stone_canyon,150,-131954.2445193578,-131954.11091935783,452,False,0.014408138661334911,0.09059432632471119,0.0475513645944496,4.610660409927368,1.169018363157908,3.4416420618693033,0.043135999999999994,127.34379577636719,366.3467712402344,11.76295916698291
94,mps,single_training,150,-98102.82551588076,-98102.65231588074,322,False,2.265926595280568,0.3423635015828283,0.04943808698405822,4.605579671859741,1.1579481800397238,3.4476314910252888,0.068624,973.330078125,1890.0491943359375,12.009208500006935
95,mps,stone_canyon,150,-57785.4324753682,-57785.40987536821,193,False,6.547671005278826,2.492739212398786,0.025570504205922287,4.602111641565958,1.150437321662903,3.4516743151346843,0.008713333333333333,2189.55859375,4079.776123046875,11.848403999989387
96,mps,stone_canyon,150,-157830.85716248874,-157830.43696248872,542,False,-3.66800886541605,0.6842695371325438,0.05907452809934815,4.599249404271443,1.144520191748937,3.4547292296091716,0.13259333333333334,1445.2081298828125,2958.7177734375,12.428349416994024
97,mps,stone_canyon,150,-158276.86500050116,-158276.73600050114,545,False,-2.804227625032266,0.4791655951034045,0.06217823391780257,4.592528778711955,1.135376972357432,3.457151829401652,0.05901466666666667,680.3580322265625,1279.4923095703125,11.847395000018878
98,mps,stone_canyon,150,-161470.05086147488,-161469.8702614748,554,False,-3.4082732591281335,0.6120593371424669,0.05353759587431947,4.577904434204101,1.1209588460127513,3.456945597330729,0.0741346666666667,1080.4283447265625,2080.177734375,11.864494915993419
99,mps,single_training,150,-136036.9281989168,-136036.78139891682,441,False,-1.887664255363246,0.2789859077428264,0.06981152649968862,4.561837526957194,1.1044313045342764,3.457406218846639,0.06854133333333333,474.4056701660156,992.6475830078125,12.023476166999899
100,mps,stone_canyon,150,-105814.99721876532,-105815.74361876535,366,False,2.980898358722528,0.5789372056295785,0.050717924106866125,4.54110037167867,1.084485519727071,3.456614867846171,0.06079466666666665,1334.681884765625,2851.357666015625,11.907824750000145
101,mps,stone_canyon,150,-120061.17834381844,-120060.96634381844,411,False,1.3789575694625575,0.16882370547488487,0.050215504318475726,4.529801994959513,1.0721601370970408,3.457641855875651,0.073256,781.5302124023438,1717.4178466796875,11.73025854199659
102,mps,stone_canyon,150,-112004.63109122397,-112004.52929122397,386,False,1.8562373295488457,0.2894213772389048,0.05246101175745328,4.522824370066325,1.0633354957898458,3.459488878250122,0.04699333333333333,656.5581665039062,1199.962646484375,11.293719334003981
103,mps,stone_canyon,150,-89874.63158967232,-89874.38638967235,309,False,4.357248780230681,1.0835599282065718,0.0509468450024724,4.521494798660278,1.0606358071168265,3.4608590014775595,0.07204533333333332,1823.753173828125,3719.391357421875,11.551664083002834
104,mps,stone_canyon,150,-139138.2607467081,-139138.0653467081,480,False,-1.4242383027635515,0.22236108434134924,0.05394609668602546,4.528115984598796,1.0668655161062877,3.4612504863739013,0.09036133333333334,858.8163452148438,1941.7113037109375,10.81152524999925
105,mps,stone_canyon,150,-111055.37048472841,-111055.04648472842,380,False,0.598594297443827,0.2868659367809596,0.045290207887689275,4.529601923624674,1.0680028557777406,3.461599054336548,0.13785066666666668,426.1894226074219,1267.3515625,10.965101375011727
106,mps,stone_canyon,150,-78272.05674534597,-78274.17914534596,273,False,4.12281793658932,1.0958663133721953,0.045572006814181804,4.528454987208049,1.0675753490130107,3.4608796548843386,0.11344000000000001,1226.2762451171875,2214.21875,10.857424832996912
107,mps,stone_canyon,150,-101404.78128808689,-101404.9252880869,346,False,1.0940726925308506,0.1421336931995999,0.04197378539169828,4.529552663167317,1.0705530428886414,3.4589996099472047,0.05474400000000001,163.21937561035156,359.8309020996094,10.785454374999972
108,mps,single_training,150,-121703.88659279181,-121703.6281927918,394,False,-1.7463151068861287,0.42742369596294644,0.05523828855405251,4.531767024993896,1.0786249887943269,3.4531420532862347,0.08337066666666666,1109.1273193359375,2607.113525390625,10.627535917010391
109,mps,stone_canyon,150,-151238.89375728084,-151239.4115572808,518,False,-3.6640558277567226,0.7618804990294544,0.05124082271630565,4.5276199849446614,1.0807447262605032,3.4468752702077228,0.088652,1565.17919921875,3435.616455078125,10.522168833995238
110,mps,stone_canyon,150,-107414.84198454319,-107414.72718454318,369,False,0.8646641459378104,0.19498604671605488,0.043339937198907136,4.516254332860311,1.0773231856028238,3.4389311488469443,0.05361333333333333,156.8936767578125,319.6007385253906,10.695151374995476
111,mps,stone_canyon,150,-135867.66324922792,-135867.7638492279,467,False,-1.8218627595404784,0.21639166249195113,0.04730521475896239,4.496857334772746,1.07186967253685,3.424987676938375,0.009267999999999997,820.5203857421875,1700.22607421875,12.04998470901046
112,mps,stone_canyon,150,-99620.47262521404,-99620.36262521405,344,False,2.006234448651473,0.3383111037958103,0.04835348387559255,4.475348682403564,1.0644034433364868,3.4109452327092487,0.062149333333333334,685.8117065429688,1348.8133544921875,11.188153958006296
113,mps,single_training,150,-134810.72097980976,-134810.45797980978,449,False,-2.285531724964579,0.3650482238616678,0.056954551450908185,4.455499715805054,1.0593317290147146,3.396167980829875,0.08149200000000001,829.658935546875,1610.268310546875,11.197258833009982
114,mps,stone_canyon,150,-100612.79555490252,-100612.72635490251,348,False,2.2332755384842553,0.3584723856669734,0.05053126767898599,4.437338482538859,1.053986055056254,3.3833524211247763,0.02790133333333334,880.8529052734375,1778.2855224609375,11.673199542012298
