episode,zone_logit_corr_flat,zone_logit_corr_per_obs_mean,single_training_argmax_zone,stone_canyon_argmax_zone,zones_differ
20,-0.04420421580949522,0.016220091560473944,31,31,False
40,0.020664196164738805,0.04358288559156737,31,31,False
60,-0.010178933869163118,0.07324677928996548,31,31,False
80,-0.025138994721191243,0.10746046233911107,31,31,False
