episode,device,scenario,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,aux_zone_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,wall_time_s
29,mps,stone_canyon,150,-149585.5126640619,508,False,-0.5835836219787598,0.8935850308509543,0.056943562335024275,3.4179777669906617,4.716736596425374,1.2636405658721923,3.4530960369110106,1006.6403198242188,3051.265625,10.768608082988067
30,mps,single_training,13,-144.96869134975853,0,True,7.540686680720403,2.529208229138301,0.01758460199030546,3.403455459154569,4.776973174168513,1.313468153660114,3.4635050296783447,144.80740356445312,247.80401611328125,0.927255041024182
31,mps,single_training,150,-97032.05063804831,318,False,2.918251709192991,0.8770358535947161,0.06564559801171223,3.4671265188852947,4.720284503300984,1.2667467451095582,3.4535377661387128,1955.00732421875,4442.69482421875,10.002770791994408
32,mps,single_training,150,-89782.23613612591,297,False,2.901501075377067,0.5191960361902602,0.061789826278885206,3.469909871419271,4.720415833791097,1.2667243480682373,3.45369149684906,1454.9720458984375,3166.924072265625,10.228966041991953
33,mps,stone_canyon,150,-117479.23463426884,402,False,0.49743567550554874,0.19567186441168208,0.06061528416971366,3.388778659502665,4.719354486465454,1.265892063776652,3.4534624433517456,232.77073669433594,525.3478393554688,10.325842874997761
34,mps,single_training,150,-82658.32303691492,279,False,2.1620440770685674,0.28949643601479086,0.046997674262772,3.437634210586548,4.717785574595133,1.263796641031901,3.453988920847575,811.7581176757812,1485.94677734375,11.137130332994275
35,mps,stone_canyon,150,-106594.64634478779,366,False,-0.237082234484454,0.1601085403361018,0.05675684011230866,3.3784996541341146,4.714075517654419,1.2597032634417216,3.454372239112854,360.15069580078125,1032.77783203125,10.766547333012568
36,mps,stone_canyon,150,-152467.73376288926,520,False,-4.882361862743274,1.2267169257753887,0.06076151890369753,3.365729201634725,4.709804534912109,1.2555762648582458,3.4542282915115354,1574.0203857421875,2986.707275390625,10.86240916600218
37,mps,single_training,150,-83200.34875519866,271,False,0.7285558156870926,0.10204801174888133,0.05352007739866773,3.471406617164612,4.701743510564168,1.2486598976453145,3.4530836089452106,139.78558349609375,435.3033752441406,10.782301083003404
38,mps,stone_canyon,150,-137222.25581075027,472,False,-3.1658588569362958,0.6668902075354708,0.06691838005557656,3.365185769399007,4.691922518412272,1.241827865044276,3.450094658533732,823.6077880859375,1273.4541015625,10.6334555830108
39,mps,single_training,150,-132103.14593578188,430,False,-4.538107844193776,1.0801343541243236,0.06269702312226097,3.4492462333043417,4.686298440297445,1.239580313762029,3.44671812693278,1639.37255859375,3032.69873046875,10.779596292006318
40,mps,single_training,150,-101647.52520144465,334,False,-1.079964892876645,0.08508696868455445,0.05965141414354245,3.4380137459437052,4.681402289072673,1.2378757735093435,3.443526536623637,404.4859313964844,787.0108642578125,11.036296209000284
41,mps,single_training,150,-89770.87700118925,297,False,0.8362102056791385,0.13991338241379708,0.0627654650186499,3.420789747238159,4.679206889470418,1.236258980433146,3.442947915395101,667.5968627929688,1601.15234375,10.84469800000079
42,mps,single_training,150,-155162.4736381654,509,False,-6.007627831598123,1.8379374899583247,0.08135277390480042,3.4215097522735594,4.67797150293986,1.2349847416083017,3.4429867521921795,1881.766357421875,3216.642578125,10.984367583005223
43,mps,stone_canyon,150,-140489.3319570512,482,False,-3.3571523401141166,0.6074049403753209,0.05956089071308573,3.3437323077519734,4.677125113805135,1.2319820161660513,3.445143090883891,1114.9375,1988.9241943359375,10.59878008402302
44,mps,single_training,150,-83884.4108235536,270,False,2.528774836063385,0.6572276952868575,0.055754013204326235,3.3799774758021037,4.679077997207641,1.2314657433827718,3.4476122522354125,1621.1024169921875,3707.11474609375,11.098477457999252
45,mps,stone_canyon,150,-73668.81977869946,256,False,3.8180427135154607,0.9072321542403612,0.049614155342181526,3.3793876202901205,4.681128028233846,1.2318333411216735,3.4492946831385294,1453.2938232421875,2645.635986328125,10.590448625007411
46,mps,single_training,150,-92892.68502322893,302,False,1.4419103789888323,0.48433690844946947,0.0569309824022154,3.383818283081055,4.679475647608439,1.22860444466273,3.4508712085088096,1206.196533203125,2941.947265625,10.346432291000383
47,mps,single_training,150,-139986.72076938208,457,False,-3.6128936329235635,0.6944579737030169,0.08538056944186488,3.404101085662842,4.675076834360758,1.224289871454239,3.450786952972412,973.9927368164062,1576.74755859375,10.286997374991188
48,mps,stone_canyon,150,-138252.33749052472,472,False,-2.6746412981383036,0.40995893642055165,0.05837057083845139,3.366091767946879,4.67025328318278,1.2222040486335755,3.448049240112305,800.2587890625,1384.431884765625,10.25504341701162
49,mps,single_training,150,-130908.86180123332,426,False,-1.9341666561271995,0.48334400581400133,0.08057889388253292,3.3969181791941323,4.667165104548136,1.2247962590058645,3.442368845939636,327.9820861816406,1014.3006591796875,10.268612624990055
50,mps,single_training,150,-144153.47380051555,467,False,-3.5977901231497524,0.7455463213441301,0.08927711649487416,3.417281498908997,4.666394837697347,1.22674600760142,3.4396488364537556,1017.3449096679688,1679.69921875,10.274226666981122
51,mps,single_training,150,-86187.38515731302,282,False,3.183288679992159,0.7847799788941726,0.06361452903598547,3.362447905540466,4.670169699986776,1.2300576249758401,3.4401120948791504,1768.4300537109375,3858.29833984375,10.349876332998974
52,mps,single_training,150,-78315.45431111346,259,False,3.286475536028544,0.5446404544760783,0.06328074789295594,3.404473320643107,4.673269971211751,1.2308819576104482,3.442387973467509,1128.1397705078125,2037.1790771484375,10.29791333299363
53,mps,stone_canyon,150,-140536.28564396425,480,False,-1.0885458600521087,0.4106837567508531,0.05747287438561519,3.343797526359558,4.677607507705688,1.2320478451251984,3.4455596653620404,379.4529724121094,1187.4288330078125,10.353339791996405
54,mps,single_training,150,-102403.73378925679,336,False,0.9089731908931087,0.1278960491169183,0.06619294869403045,3.354899574915568,4.677508554458618,1.2328720498085022,3.44463649113973,592.0786743164062,1308.02734375,10.418822250008816
55,mps,single_training,150,-105650.24437082588,342,False,0.4124112814726929,0.07118608771029893,0.07824075033267339,3.3788552792867024,4.675148935317993,1.2332680710156758,3.4418808762232462,441.1393737792969,1056.26513671875,10.368749040993862
56,mps,single_training,150,-95568.06029736056,318,False,0.6765381665962438,0.040780856383307765,0.08418531126032273,3.4032095003128053,4.672255551020305,1.232799235979716,3.439456321398417,204.56642150878906,417.3036193847656,10.3003345420002
57,mps,single_training,150,-110314.79748058738,356,False,-1.5147869181446731,0.2181020580512874,0.06310007512569428,3.347865080833435,4.669029429753621,1.2318745362758636,3.437154885927836,733.7266845703125,1613.3951416015625,10.313780291005969
58,mps,stone_canyon,150,-127263.00690311907,439,False,-2.5514325363297634,0.4948451504317773,0.06692889110495646,3.3923567438125612,4.668285210927327,1.2309109242757161,3.437374308904012,1331.4034423828125,2825.605712890625,10.280037583986996
59,mps,single_training,150,-137374.70122762074,452,False,-5.074839790860812,1.5947552217139551,0.0673167855416735,3.3895359404881797,4.669950434366862,1.2303872895240784,3.4395631456375124,2303.406494140625,4926.80810546875,10.410279000003356
60,mps,single_training,150,-124554.94495255276,405,False,-3.502981963455677,0.7444194172340213,0.07162613240381081,3.330628523826599,4.670177640914917,1.2292920796076456,3.4408855676651,1572.3419189453125,3297.20458984375,10.518359417008469
61,mps,single_training,12,-168.5161665742193,0,True,8.785471041997274,3.370263655980428,0.03566382763286432,3.4477142095565796,4.823719143867493,1.373381386200587,3.450337807337443,88.14665222167969,239.0926513671875,0.8754234589869156
62,mps,stone_canyon,150,-173938.9399779786,594,False,-6.138841107288997,1.9701515234779798,0.06861408128092686,3.3772196849187215,4.679907452265422,1.2296787254015604,3.4502287403742473,2247.368896484375,4522.27490234375,10.25215924999793
63,mps,stone_canyon,150,-61077.062736244654,202,False,4.781604736646017,1.2136318680644036,0.03604128360127409,3.3558026345570884,4.691268091201782,1.2341851743062338,3.4570829264322915,1370.82861328125,2648.75537109375,10.334121374995448
64,mps,stone_canyon,150,-128695.37700635294,441,False,-1.9805941829954585,0.4513272790801663,0.06212563433373968,3.3862891244888305,4.6979080518086755,1.238904185295105,3.4590038506189984,1197.4041748046875,2684.59912109375,10.306330416991841
65,mps,single_training,150,-119388.39614819067,392,False,-1.542593738558159,0.24602729669199344,0.06740489017218351,3.3576082817713417,4.70567273457845,1.2466656374931335,3.4590070915222166,717.5678100585938,1618.668701171875,10.272413625003537
66,mps,single_training,150,-91366.8341788563,296,False,1.8607839422424635,0.2543315092694441,0.061307936431840064,3.3722626384099326,4.7164346281687415,1.2590244511763256,3.4574101893107096,729.8078002929688,1484.1181640625,10.289385458017932
67,mps,single_training,150,-145139.83491806488,472,False,-3.6814684028426807,0.8394387316575618,0.06667070824032029,3.3849187167485555,4.7214304637908935,1.2664654990037283,3.454964968363444,1152.4984130859375,2302.055419921875,10.293294250004692
68,mps,single_training,150,-128557.85452235107,418,False,-0.9253548646213797,0.15985690612406453,0.08987721280194819,3.392360095977783,4.726093549728393,1.2733949534098308,3.4526985994974773,135.07847595214844,584.8017578125,10.393610916973557
69,mps,single_training,150,-131731.4701361964,434,False,-1.34791895861427,0.17376522639940958,0.07163711097091437,3.381205506324768,4.737723744710286,1.2817253351211548,3.4559983952840168,253.12841796875,436.0755615234375,10.342515374999493
70,mps,stone_canyon,150,-98854.89557839037,337,False,2.6611646332529686,0.37367982225905205,0.05818920044849316,3.382786684036255,4.74738143603007,1.288796284198761,3.4585851573944093,896.947509765625,1727.474365234375,10.280750582984183
71,mps,single_training,150,-123370.05410442152,408,False,-0.45894797731384945,0.12431614196310158,0.07204449631273746,3.332754019101461,4.75123906771342,1.2926457325617473,3.458593349456787,209.78273010253906,855.8927612304688,10.27891604200704
72,mps,stone_canyon,150,-143562.98186064133,492,False,-0.8694151699667175,0.1779267635187125,0.0662138119339943,3.3458077239990236,4.7526895078023275,1.2966172361373902,3.4560722637176515,226.56521606445312,742.1471557617188,10.244683625001926
73,mps,stone_canyon,150,-121855.2861559321,416,False,1.6691472729668022,0.3367805125825422,0.05419485608736674,3.3694895998636882,4.754260358810424,1.300977919101715,3.453282407124837,1015.8408813476562,2220.582275390625,10.306725375005044
74,mps,single_training,150,-133538.52005517928,439,False,-0.09705541665355365,0.25992180139340537,0.07357283065095543,3.3157280031840006,4.754180294672648,1.3029838967323304,3.451196406682332,583.5244750976562,1531.5050048828125,10.347028374992078
75,mps,single_training,150,-112481.57930309082,368,False,1.824965772939225,0.3434709187267193,0.07792879344585041,3.3327843236923216,4.754718408584595,1.304049514134725,3.4506689151128134,1124.0115966796875,2519.7939453125,10.306206667009974
76,mps,stone_canyon,150,-156989.65566444772,537,False,-2.2416492818295954,0.3752164118137443,0.06169204677765568,3.355130441983541,4.754959135055542,1.3050961224238078,3.44986300945282,657.0498046875,1286.169921875,10.427465084008873
77,mps,stone_canyon,150,-115368.52690965997,397,False,2.26465764369738,0.4252418293947513,0.07938531616237014,3.402029398282369,4.7559725856781006,1.3063360134760538,3.449636573791504,906.6459350585938,1771.8023681640625,10.442874791973736
78,mps,stone_canyon,150,-89042.28691356185,306,False,4.50309190835959,1.2403600010909115,0.06928604628425092,3.4018563858668007,4.75612502415975,1.3072366333007812,3.448888398806254,1689.9429931640625,3489.330810546875,10.494543374981731
79,mps,stone_canyon,150,-85970.63649474188,292,False,3.7015505052482087,1.0064139765738704,0.06031948851266255,3.3762920173009237,4.754420296351115,1.307207573254903,3.4472127246856687,1028.0328369140625,1894.111328125,10.40914391601109
80,mps,stone_canyon,150,-118791.77970245222,408,False,-0.19236627740164597,0.15598291542381654,0.06179208338415871,3.373874284426371,4.751491823196411,1.3058020941416422,3.4456897513071696,334.3484802246094,845.4647216796875,10.427718999999342
81,mps,single_training,150,-104224.20432974426,339,False,0.09997760732968648,0.18104467987616468,0.08638781360350549,3.3362881708145142,4.749498376846313,1.307320110797882,3.442178250948588,191.54331970214844,675.6471557617188,10.511961124982918
82,mps,single_training,150,-102558.06453357446,339,False,0.4511549301662793,0.08707857779442445,0.07638177200841408,3.32515993754069,4.745102866490682,1.309056834379832,3.4360460154215495,91.87413787841797,366.2164306640625,10.506575374980457
83,mps,single_training,150,-119613.574334064,392,False,-1.2790540098709364,0.23647078416885658,0.07767360702777902,3.3548378976186117,4.736411425272624,1.31175279378891,3.424658651351929,387.1918640136719,942.0725708007812,10.571503374987515
84,mps,stone_canyon,150,-112479.29591900569,388,False,0.551092822290957,0.17732214549998995,0.0627103690803051,3.4009291617075603,4.727548681894938,1.3147657044728598,3.41278297106425,169.83798217773438,897.1117553710938,10.410658375010826
85,mps,single_training,150,-89613.01160274528,296,False,2.003782978753249,0.23451162053170266,0.07772077158093453,3.2804282331466674,4.728343776067098,1.3165666977564494,3.411777087847392,468.3677673339844,1089.423095703125,10.337074833980296
86,mps,single_training,150,-139013.36122859645,458,False,-3.008479149490595,0.5435602081466155,0.0855640689159433,3.376044847170512,4.735311845143636,1.3188823787371318,3.416429492632548,1137.0953369140625,2441.97705078125,10.270925999997417
87,mps,stone_canyon,150,-112939.9124753969,390,False,0.6112460306535165,0.18947183450739732,0.05581268185128768,3.3759383010864257,4.7431446615854895,1.3209402068456013,3.42220445950826,233.0482940673828,803.4772338867188,10.350923082994996
88,mps,single_training,150,-131704.05700782203,436,False,-1.5739359881480535,0.18771048082960382,0.06699077542250355,3.3083104721705117,4.750360577901205,1.3234776671727497,3.4268829234441123,415.8013610839844,849.6447143554688,10.193353666982148
89,mps,single_training,150,-96292.97611807642,312,False,2.426295024752617,0.35461699484537046,0.07800137761359413,3.3447388728459675,4.763351157506307,1.3265467937787374,3.4368043581644696,1086.428955078125,2353.081787109375,10.221169957978418
90,mps,stone_canyon,150,-126858.41437198392,432,False,-0.7790678149710099,0.11288421724551653,0.05883447267115116,3.384899492263794,4.771589113871257,1.3287859988212585,3.4428031333287556,331.60736083984375,786.9141235351562,10.2813184169936
91,mps,single_training,150,-101055.9179416617,335,False,1.9681979777415592,0.208956223243149,0.07092995275432865,3.318836531639099,4.779123576482137,1.331688924630483,3.447434655825297,687.7553100585938,1407.651123046875,10.290142042009393
92,mps,single_training,150,-152572.2229073348,500,False,-3.1813955157001814,0.9437414745103645,0.1030403153349956,3.3198988246917724,4.78469298362732,1.3348129510879516,3.449880011876424,635.4490356445312,1162.7576904296875,10.266021584015107
93,mps,single_training,150,-110258.78863869497,356,False,1.3711122914753893,0.15191047893229068,0.06826145959086716,3.3234961541493733,4.7874731349945066,1.3377893575032551,3.449683788617452,661.6566772460938,1474.0048828125,10.280409791012062
94,mps,single_training,150,-100241.89170474392,327,False,2.56390809099578,0.5018532352814766,0.05400548283010721,3.3008855787913003,4.789113512039185,1.3400635019938152,3.449050006866455,1235.400634765625,2755.20458984375,10.526438291009981
95,mps,single_training,150,-106939.81005901213,348,False,1.859419571092973,0.3279244276426531,0.07855271053810914,3.3441013717651367,4.789257399241129,1.3415349133809407,3.4477224826812742,967.7716064453125,2184.410400390625,10.42482487502275
96,mps,stone_canyon,150,-137317.55931841568,478,False,-0.7446806275596222,0.12139009817338471,0.06696470972461005,3.353401699066162,4.7902529970804855,1.3433671037356059,3.446885887781779,111.39508056640625,399.6958923339844,10.271919917024206
97,mps,stone_canyon,150,-154143.15593417277,526,False,-2.778354293728868,0.44863462272007987,0.05737159247199694,3.3269150829315186,4.788732166290283,1.3452086011568705,3.443523562749227,634.6565551757812,1198.030029296875,10.274264875013614
98,mps,stone_canyon,150,-113314.04640755721,389,False,1.9637113628784815,0.3863892456247898,0.06204170106599728,3.3483234294255575,4.786582743326823,1.3474377075831094,3.439145050048828,1117.7352294921875,2540.625,10.283447666995926
99,mps,stone_canyon,150,-128933.56423514469,444,False,-0.1969086250414451,0.054401468103036074,0.07081975924472014,3.3068790864944457,4.780727580388387,1.3487221789360047,3.432005400657654,70.73981475830078,609.06640625,10.27453841699753
100,mps,single_training,150,-97065.94344332129,322,False,1.2074892327872415,0.16895924104892554,0.05831163171678781,3.360883819262187,4.785532455444336,1.3496701669692994,3.435862291653951,145.29794311523438,403.7582092285156,10.269812041020487
101,mps,single_training,150,-94459.15700884988,311,False,1.0023379903535048,0.21343812807118714,0.05074109468609095,3.2873846340179442,4.792304315567017,1.3511344210306804,3.441169916788737,146.6255340576172,651.742431640625,10.306649374979315
102,mps,stone_canyon,150,-116084.98007301027,398,False,0.011099125631153584,0.06573941075246693,0.060479918932542204,3.290200737317403,4.791946703592936,1.3522221859296162,3.4397245105107626,53.51067352294922,259.3785400390625,10.381816999986768
103,mps,stone_canyon,150,-139171.9521893398,477,False,-2.422706572388609,0.3057897129201835,0.06645640343427658,3.296533923149109,4.789140119552612,1.3525277264912923,3.436612385114034,833.2330932617188,1850.3616943359375,10.41006720799487
104,mps,stone_canyon,150,-140580.90951148313,483,False,-2.8840546373526257,0.469415976095673,0.06841146496745447,3.268311866124471,4.788593734105428,1.3539331285158793,3.434660617510478,1170.108642578125,2593.692626953125,10.33615704200929
105,mps,stone_canyon,150,-102076.02319177934,352,False,0.9665184093018373,0.17689893556556247,0.054956650771200655,3.2462698078155516,4.785027567545573,1.3541349895795187,3.430892586708069,121.84453582763672,426.38427734375,10.255771208001534
106,mps,single_training,150,-136128.18530381157,444,False,-3.388072620034218,0.6740488198337455,0.07345476702476542,3.3212395191192625,4.776233177185059,1.3564119052886963,3.41982128461202,1285.8900146484375,2841.83837890625,10.261285832995782
107,mps,stone_canyon,150,-102953.00401765316,350,False,0.9418522714761396,0.059424456655900335,0.05229075660929084,3.212363435427348,4.768640801111857,1.3589109953244527,3.4097298256556194,272.3096618652344,573.5805053710938,10.278254665987333
108,mps,single_training,150,-83004.0149261671,269,False,2.880033481915792,0.42772262876232464,0.05904444271698594,3.3672561168670656,4.752105086644491,1.3607766834894817,3.3913283983866376,1052.4888916015625,2287.595703125,10.227631250018021
109,mps,single_training,150,-158879.73262522812,516,False,-5.10951507743448,1.4405941822351693,0.06865863800048828,3.3484255838394166,4.733267116546631,1.3619972968101501,3.371269817352295,1450.9656982421875,3023.71044921875,10.377714417001698
110,mps,stone_canyon,150,-124608.30771039687,426,False,-0.520217027515173,0.07291335924666782,0.055445098299533126,3.1455552196502685,4.703762280146281,1.3626366798082987,3.3411255979537966,177.14993286132812,468.4298095703125,10.728749500005506
111,mps,single_training,150,-87750.61531332694,289,False,2.2920445388369264,0.28183234940846885,0.05329364906375607,3.370186519622803,4.686931085586548,1.363089984258016,3.323841117223104,738.8076782226562,1629.75830078125,10.505504583998118
112,mps,stone_canyon,150,-113647.66512851379,391,False,1.094774287858357,0.14913732091349327,0.06756018431857229,3.269079682032267,4.670836009979248,1.3628434133529663,3.307992588678996,630.58203125,1481.625244140625,10.406870292004896
113,mps,single_training,150,-117307.15988141923,385,False,-0.24337695131699244,0.21920314643299207,0.07330474478503068,3.4545552937189736,4.667243763605754,1.3629773139953614,3.3042664527893066,410.2870788574219,1228.2525634765625,10.300814332993468
114,mps,stone_canyon,150,-107960.00467897169,374,False,1.3526526886348924,0.16930724577508993,0.06028293986494342,3.2127135038375854,4.667314023971557,1.3620894225438436,3.3052245807647704,647.779541015625,1492.934326171875,10.249101499997778
115,mps,single_training,150,-104663.80144682605,350,False,-0.05752700052844981,0.0652080340477363,0.057264704232414566,3.4058691390355427,4.667244447072347,1.3611205911636353,3.30612384001414,80.53315734863281,317.7664489746094,10.267992000008235
116,mps,stone_canyon,150,-137131.3411618851,471,False,-3.0863171729445456,0.47003977973848426,0.06132691515609622,3.200598594347636,4.680326519012451,1.3587467273076375,3.3215798155466714,1028.8465576171875,2274.24658203125,10.252867500006687
117,mps,stone_canyon,69,-17342.4349594697,59,True,10.38436143985693,5.0665573382723155,0.021009294869567173,3.1063631652058037,4.728309534598088,1.3779183643451636,3.3503911702529243,618.60888671875,1207.7298583984375,4.713481375016272
118,mps,single_training,150,-115110.59050331594,374,False,-2.1748362057531874,0.32526804601270365,0.07479700129479169,3.356098993619283,4.724397872289022,1.353510714371999,3.370887163480123,860.5452270507812,1999.150634765625,10.226288165984442
119,mps,single_training,150,-132825.34015513124,433,False,-3.9310096037387847,0.8782480408072297,0.08299297087204953,3.319361635843913,4.748615509668986,1.350754071076711,3.397861433029175,1193.534423828125,2774.3994140625,10.265902625018498
120,mps,single_training,150,-111041.74949011552,362,False,-1.4293440306621292,0.1505792681579078,0.09957229994858305,3.3012346426645913,4.755081628163656,1.3480024862289428,3.4070791371663414,340.0041809082031,772.40185546875,10.213543541001854
121,mps,single_training,150,-159133.64989643902,521,False,-5.894414093246063,1.7727261899989875,0.07535867688246072,3.3159654045104983,4.765917978286743,1.3457059025764466,3.4202120701471963,1499.0106201171875,3195.796875,10.25040145800449
122,mps,stone_canyon,150,-133626.54798027675,459,False,-2.6850744325915974,0.4483530117268674,0.06712687495475014,3.167408111890157,4.768612378438314,1.3442789220809936,3.4243334595362347,1116.9171142578125,2619.843017578125,10.266419583989773
123,mps,stone_canyon,150,-111848.48428468307,382,False,-0.16046332074096425,0.04669591415824354,0.05376782428473234,3.0935146633783974,4.766654952367147,1.342175427277883,3.4244795338312786,215.0446014404297,636.7804565429688,10.264004584023496
124,mps,single_training,150,-99196.75291511555,319,False,1.4624827233391504,0.18133659329487878,0.06558649173627297,3.314113737742106,4.762687950134278,1.34127361536026,3.421414335568746,739.834716796875,1825.4703369140625,10.203091499977745
