episode,scenario_name,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,value_grad_norm,other_grad_norm,wall_time_s
68,single_training,mps,150,-136185.74305567637,446,False,-1.7226485157401477,0.4077300492281831,0.060247067945698896,4.132094620068868,369.9335632324219,506.39337158203125,6.178735584020615
69,single_training,mps,150,-95268.52496884187,311,False,1.797364692290624,0.4846397364973867,0.058589828287561735,4.140634918212891,829.3707885742188,1772.724853515625,6.141715208010282
70,single_training,mps,150,-107710.84699298078,355,False,0.7675628131938478,0.21427960425504958,0.053476367170612014,4.148756167093913,319.4700927734375,695.4734497070312,6.313591834012186
71,single_training,mps,150,-123083.89928802238,408,False,-0.8983558471873403,0.2369886482882551,0.046818739504863816,4.150536069869995,334.0667419433594,636.7216796875,6.098562541999854
72,topanga_ridge,mps,150,-7913.624658541069,24,False,3.5683213901581863,1.5593536135391333,0.08824545722454787,4.162120769818624,995.5181884765625,1999.77783203125,6.246973416011315
73,single_training,mps,150,-118825.20589607603,389,False,-0.06537141220023235,0.2234200235758908,0.05662856824696064,4.160286456743876,339.4980773925781,866.2330322265625,6.1858772080158815
74,single_training,mps,5,0.5836965301090231,0,True,1.7349910259246826,0.4104951500892639,0.02140408642590046,3.7086180210113526,30.139619827270508,43.879085540771484,0.20052124999347143
75,single_training,mps,150,-121131.52514601532,401,False,-0.595706747219665,0.17342534020817502,0.06622364234179258,4.158371585210165,141.06472778320312,310.6338806152344,6.033330209000269
76,single_training,mps,150,-115648.05838765751,378,False,-0.37928339956949153,0.19161265853992215,0.05993591944376628,4.152388882637024,362.4671630859375,854.6768798828125,6.102388791012345
77,single_training,mps,150,-132064.04678544472,434,False,-1.831855811929951,0.44406164810660814,0.05834897680828969,4.150964601834615,899.489990234375,1967.2249755859375,6.149627167003928
78,single_training,mps,5,0.960691230589056,0,True,1.9994271993637085,0.5702526867389679,0.013339555263519287,3.6715320587158202,35.47169494628906,48.59184265136719,0.2190655420126859
79,single_training,mps,150,-95255.88849974326,312,False,1.4986705718686184,0.2814581763589134,0.0516746644799908,4.13858550230662,310.97174072265625,641.2188110351562,6.240971374994842
80,single_training,mps,150,-96670.02748035947,319,False,1.3037299055978655,0.24049599542203698,0.06381239006916682,4.134053347905477,258.4383850097656,574.25537109375,6.288031165982829
81,single_training,mps,4,18.803903709481702,0,True,1.4385225921869278,0.472651943564415,0.01023351214826107,3.5869089365005493,26.36594009399414,40.865020751953125,0.15824795799562708
82,single_training,mps,150,-126922.84576308863,418,False,-2.003416613812248,0.4402071688298944,0.058160349025080604,4.1230925861994425,938.779296875,2009.55908203125,6.002029875002336
83,single_training,mps,4,18.34927128516004,0,True,1.2779683470726013,0.37166066467761993,0.011166582815349102,3.520947277545929,23.676416397094727,33.2296028137207,0.1684257080196403
84,single_training,mps,5,1.1793014482282445,0,True,1.668844711780548,0.32789635062217715,0.01083289049565792,3.4835949897766114,27.87082290649414,33.793697357177734,0.17952854200848378
85,single_training,mps,150,-139653.52592134892,464,False,-3.1196992611388366,0.7751662282046163,0.06646518043552836,4.079268895785014,1056.074951171875,2033.7806396484375,6.03899149998324
86,sullivan_canyon,mps,150,-54080.09390516616,198,False,-0.8334711156537136,0.5097480665510132,0.051646481975913046,4.065520888964335,942.7984619140625,2320.333740234375,6.017739584000083
87,single_training,mps,150,-89694.77465819243,291,False,0.9326874272587399,0.21606886031693043,0.04813041613747676,4.049621157646179,117.44905853271484,337.6241760253906,5.997727915993892
88,single_training,mps,150,-71490.16951704523,230,False,2.1664423602074385,0.5083236875981675,0.03500288370996714,4.038860281308492,538.5848388671875,1042.7340087890625,6.000475957989693
89,single_training,mps,7,-36.99506199469478,0,True,1.0364114556993758,0.08771317665066038,0.011729767945195948,3.2277040481567383,20.787006378173828,19.920181274414062,0.2508198749856092
90,single_training,mps,150,-148076.0090121373,484,False,-4.0932512842615445,1.2839687895433356,0.06363180163005988,4.021946366628011,956.9415893554688,1414.3839111328125,5.9739862919959705
91,single_training,mps,150,-75691.68836934093,247,False,1.6951352563500404,0.458206202002087,0.04922453918183843,4.017865516344706,797.4635009765625,1817.960693359375,6.275608083000407
92,sullivan_canyon,mps,150,-48193.26209145103,181,False,0.4296508905881395,0.3059854237528598,0.06990143839269876,4.01355051835378,530.2137451171875,1392.66455078125,6.059542416973272
93,single_training,mps,150,-128171.00238789954,416,False,-2.9649552514155704,0.682654472241799,0.04986458810046315,4.001669136683146,894.1932373046875,1431.1846923828125,6.028223707980942
94,single_training,mps,4,10.209886752759875,0,True,0.3114101014798507,0.009186939914798131,0.01245363475754857,3.0969958901405334,3.3141252994537354,5.727901458740234,0.18664466601330787
95,single_training,mps,4,18.803903709481702,0,True,0.20618198672309518,0.005545884690945968,0.009794177487492561,3.0840007662773132,1.9566221237182617,3.914029598236084,0.15736179202212952
96,single_training,mps,5,-21.673958169857983,0,True,0.13235349990427495,0.0047786817536689345,0.006363966781646013,3.100152015686035,1.2059271335601807,3.424048662185669,0.20746925001731142
97,single_training,mps,150,-137718.07584295928,451,False,-3.744414272507032,1.055757981998225,0.07176852589317907,3.9786729923884074,1011.1212158203125,1546.3680419921875,5.969237375014927
98,single_training,mps,150,-105123.61829988775,345,False,-1.1156259706616403,0.3033040197557178,0.08506904928479343,3.976288782755534,282.1742858886719,517.503173828125,5.83869454098749
99,single_training,mps,150,-133092.56163064644,429,False,-2.9914887823102374,0.9612391476339932,0.08722505318311354,3.988254384994507,535.0748901367188,711.2921142578125,6.03649229198345
100,single_training,mps,150,-90557.44035041804,299,False,0.15949762421039243,0.23754675180829357,0.06620550607874369,4.003750109672547,217.14820861816406,460.57659912109375,6.293067791993963
101,single_training,mps,4,20.960691230589056,0,True,-0.01096651959232986,0.003358078700330225,0.0017725209763739258,3.175361216068268,0.8655015230178833,2.5035088062286377,0.1990057909861207
102,sullivan_canyon,mps,150,-42015.32211323315,158,False,1.5589149789015453,0.30420385755831375,0.09468614778248594,4.03586483001709,427.47869873046875,1022.0881958007812,6.096602208010154
103,single_training,mps,4,4.713824288047654,0,True,0.2957135192118585,0.007817286790668732,0.0020440425723791122,3.2984843254089355,2.8578813076019287,3.126216411590576,0.16992595902411267
104,single_training,mps,150,-123383.01195282085,408,False,-1.8711243971188862,0.6119877554778941,0.08692363431910052,4.061920431454976,314.698974609375,737.1167602539062,5.978249167004833
105,single_training,mps,4,18.349271285160036,0,True,0.2763804579153657,0.014625588373746723,0.0022500551713164896,3.4012240767478943,4.543283939361572,5.686183452606201,0.16216599999461323
106,stone_canyon,mps,150,-115146.15257557445,393,False,0.6591960959136486,0.4087267235121302,0.06065378345238666,4.0781868394215905,376.2206726074219,1011.1048583984375,5.753932749998057
107,single_training,mps,150,-105112.89166295089,346,False,-0.5965733820510407,0.27002363221552517,0.07343814587686211,4.083051850001017,248.67091369628906,697.1553344726562,6.060375833010767
108,single_training,mps,4,11.179301448228241,0,True,0.5257463585585356,0.021629942173603922,0.002858353254850954,3.4908973574638367,5.57665491104126,5.447645664215088,0.16550629198900424
109,single_training,mps,150,-148305.35059503256,485,False,-4.665197252556681,1.591479375766503,0.07262158928749463,4.094358065923055,1498.0341796875,2929.441650390625,6.024087666010018
110,single_training,mps,150,-128666.82239034136,427,False,-2.9411063321493565,0.8403279967527608,0.07367432717854779,4.101307339668274,1091.66943359375,2299.420166015625,5.970280709007056
111,single_training,mps,150,-103693.42435951487,341,False,-1.1049465842669208,0.32084062074564523,0.05545567517789702,4.107111519177755,621.4673461914062,1381.8017578125,6.108246957999654
112,single_training,mps,20,-202.42778437558582,0,True,3.3264684688299893,1.0046697057434357,0.0048611828358843924,3.989545130729675,104.39318084716797,151.3433837890625,0.7433957080065738
113,single_training,mps,150,-141678.97570397737,461,False,-3.8873186923066774,1.178138475442926,0.07083706273076434,4.124900449117025,1325.8980712890625,2678.5390625,5.934358083002735
114,single_training,mps,150,-91793.64468178975,302,False,0.5686497902746002,0.28499255800040524,0.0542659326052914,4.136478659311931,482.8755798339844,1292.1611328125,6.217569291999098
115,stone_canyon,mps,150,-135395.41148794207,464,False,-1.7849387868493796,0.5606384960927729,0.0574804517844071,4.13977077960968,627.0536499023438,1130.40869140625,6.056695957988268
116,single_training,mps,150,-104570.69046298416,344,False,-0.5184262713852028,0.23870935811529612,0.06917773035044471,4.1448373667399085,222.9833221435547,600.9302978515625,6.143747166992398
117,single_training,mps,150,-94795.30629623904,308,False,0.5590451430281004,0.27870132169899686,0.05271509401500225,4.1466660340627035,441.9179992675781,1138.11669921875,6.753068541991524
118,single_training,mps,5,2.6614807127478954,0,True,0.5511965036392212,0.027686323691159486,0.008778537064790726,3.6001030921936037,7.696169376373291,8.945934295654297,0.20218637498328462
119,single_training,mps,150,-138005.0975563428,450,False,-3.090162366280953,0.8359202822856605,0.07314865645642082,4.150758895874024,673.1541137695312,1013.4042358398438,6.198171208990971
120,single_training,mps,150,-155785.7922488478,507,False,-4.529417075465123,1.5554864508654767,0.054965456916640204,4.151709283192952,1041.5435791015625,1708.74365234375,6.22222412499832
121,single_training,mps,150,-164289.6983748933,537,False,-5.067926216522853,1.7411985236701246,0.060979912349333365,4.1573646545410154,1353.9530029296875,2470.204833984375,6.099985500011826
122,single_training,mps,150,-102744.23293384153,335,False,0.31008338384951156,0.3169399784209721,0.06244699603567521,4.162108465830485,524.4898681640625,1353.69775390625,6.150592833000701
123,single_training,mps,4,19.611237203076392,0,True,0.40245622023940086,0.024668239639140666,0.01045219600200653,3.5676549673080444,6.072338581085205,9.272912979125977,0.16077166600734927
124,single_training,mps,150,-102330.4189308505,329,False,0.7435292503982782,0.3664459158433601,0.05398774927482009,4.178892529805501,616.54736328125,1562.728759765625,6.0883612500038
125,topanga_ridge,mps,150,-14219.671312795108,49,False,-0.328030867750446,1.016661063228627,0.10114387204870581,4.185539215405782,495.20281982421875,1167.413818359375,6.344246833003126
126,single_training,mps,150,-142831.88862537182,465,False,-2.1631102091943224,0.6713378039897604,0.056631593741476534,4.1832589975992835,398.29876708984375,547.0701904296875,6.276252249983372
127,single_training,mps,150,-100516.52361733175,329,False,0.9975079036007325,0.31504244524180347,0.049023413099348545,4.192540787061056,479.1995544433594,1208.4595947265625,6.075511208007811
128,single_training,mps,150,-145004.76968734796,472,False,-2.592434929634134,0.6581390702548864,0.05697149235755205,4.192277124722799,825.8456420898438,1508.076904296875,6.1849460000230465
129,single_training,mps,4,18.959176189561187,0,True,0.7003084383904934,0.04839897295460105,0.010160342324525118,3.526138126850128,8.796690940856934,9.943072319030762,0.17169645798276179
130,single_training,mps,6,-15.372154473763587,0,True,0.8260437200466791,0.05694186051065723,0.0091818628522257,3.5316675901412964,14.055974960327148,15.131416320800781,0.2150133750110399
131,single_training,mps,4,18.803903709481702,0,True,0.5196910873055458,0.03386092558503151,0.007482807035557926,3.4715343713760376,7.338685035705566,9.424637794494629,0.14744833399890922
132,single_training,mps,5,-1.2968577555859113,0,True,0.5884663090109825,0.02554069079924375,0.005488021112978458,3.4394117832183837,7.53523063659668,7.099911212921143,0.18911045900313184
133,single_training,mps,150,-137682.54820209192,458,False,-1.4755703921367724,0.4968085663670596,0.08224223093284914,4.161761741638184,349.9822998046875,492.23309326171875,6.15617920900695
134,single_training,mps,5,-15.361797491785879,0,True,0.1325128309428692,0.006974879628978669,0.0031279860995709896,3.3297942161560057,1.6517845392227173,2.8890011310577393,0.19588654200197197
135,single_training,mps,150,-137683.32572323008,447,False,-0.864203704893589,0.513620741746466,0.08141107367506871,4.140839529037476,331.3752136230469,810.2379760742188,6.0765234580030665
136,single_training,mps,150,-145314.23645553758,476,False,-1.4542126607398191,0.7541139348953342,0.09781522383680567,4.137674605051677,410.5482177734375,1004.0516967773438,6.071027583006071
137,single_training,mps,4,9.948984246658902,0,True,-0.18678996188100427,0.01021332212900461,0.002103403938235715,3.2059742212295532,4.028642654418945,5.516141414642334,0.1764160000020638
138,single_training,mps,150,-97517.92437916194,321,False,2.338266651739056,0.7798381771343338,0.07015757921539868,4.154199282328288,1043.67041015625,2780.0126953125,6.1944285419886
139,single_training,mps,5,0.960691230589056,0,True,0.02520322650671005,0.007894287537783384,0.0021801166934892536,3.326576280593872,1.0666248798370361,2.8466074466705322,0.18800200000987388
140,single_training,mps,150,-149128.66153692492,488,False,-2.104089839955171,0.6650971107625325,0.07817147612882157,4.171763079961141,600.4759521484375,821.697509765625,6.235711750021437
141,single_training,mps,150,-100409.50297240981,329,False,1.4413988480716944,0.3647927738627186,0.08442792524971689,4.175400509834289,362.839599609375,850.7061157226562,6.083291499991901
142,single_training,mps,150,-125240.42981741429,411,False,-1.0424867767033477,0.4471257169042936,0.0919785418213966,4.182692674001058,715.5828247070312,1747.981201171875,6.149766250018729
143,single_training,mps,150,-104763.17017677015,345,False,0.8221255477517844,0.32235532121344174,0.06296895719754199,4.183397359848023,190.2622528076172,602.854736328125,6.164468958013458
144,single_training,mps,5,0.3282873593221538,0,True,0.489687979221344,0.030999764171428978,0.00291353827342391,3.424984836578369,8.45744800567627,9.608528137207031,0.2033791249850765
145,single_training,mps,150,-120457.57946998347,394,False,-0.3489559431168406,0.25663926180655317,0.07919213873179008,4.201474637985229,220.32786560058594,414.20361328125,6.072347917011939
146,stone_canyon,mps,150,-91933.52715570666,315,False,3.6410157159964243,1.144015760422529,0.04329502498420576,4.20362943649292,1100.3355712890625,2470.6201171875,6.241531624982599
147,single_training,mps,4,11.132302602017706,0,True,0.5419924696907401,0.025182685523759574,0.007624683785252273,3.433246433734894,6.181775093078613,7.673593044281006,0.17003287500119768
148,single_training,mps,37,-414.64638848517933,0,True,7.169613501812155,3.8072936793101393,0.010525139325575248,4.255307204014546,368.83740234375,597.7487182617188,1.3489930409996305
149,single_training,mps,150,-111707.60092929841,367,False,-0.5678959734365344,0.26232760934404115,0.052298896672825015,4.224414180119832,369.4001770019531,751.5750732421875,6.217588875006186
150,single_training,mps,150,-129619.58257000188,431,False,-2.333680655558904,0.5150663891311948,0.04866757963473598,4.225258998870849,774.6573486328125,1570.2762451171875,6.28774525001063
151,single_training,mps,150,-117268.56544788365,388,False,-0.9995411473078032,0.3168712200007758,0.056879583758612476,4.233956122398377,417.9381408691406,671.5250854492188,6.314468666008906
152,single_training,mps,150,-94936.89811292035,313,False,0.8469941005762667,0.3451344145625717,0.04796492882072925,4.242831478118896,188.11676025390625,336.3470153808594,6.2887842080090195
153,single_training,mps,150,-117733.22627449127,382,False,-0.8938393662683666,0.2905988307605943,0.056161038099477686,4.252384052276612,240.53005981445312,427.1772766113281,6.153873624978587
154,single_training,mps,150,-119994.49261464727,391,False,-0.7745522720366717,0.28103804411390837,0.05926031447326144,4.266491093635559,237.9009246826172,616.4035034179688,6.2400695419928525
155,sullivan_canyon,mps,150,-55254.55922333301,203,False,-0.8534740446289653,0.3196799780540953,0.055230860865364474,4.281029376983643,440.8815612792969,1049.7666015625,6.331557458004681
156,stone_canyon,mps,150,-139688.74343643175,476,False,-1.2040474505225818,0.7859885334611559,0.04532738490651051,4.29204660097758,499.1448669433594,1609.66357421875,6.135870957979932
157,single_training,mps,150,-93453.51915844255,304,False,2.0453486614177625,0.7481440900002053,0.060246618477006755,4.300623431205749,1079.42333984375,2855.875244140625,6.524459459003992
158,single_training,mps,150,-145363.3859585138,474,False,-2.6362908018007873,0.5687107338885835,0.06206538450283309,4.307395857175191,533.6009521484375,775.1148071289062,6.028313791990513
159,single_training,mps,150,-118818.80582814147,390,False,0.06634927686924735,0.4519209220860648,0.05830827254181107,4.319490119616191,598.6134033203125,1739.0791015625,6.490968583006179
160,single_training,mps,150,-119781.39012719959,392,False,-0.5044325370512281,0.19058131500284994,0.061919048748289546,4.32332115650177,179.5511016845703,514.4180908203125,6.234503792016767
161,single_training,mps,150,-98146.29259663595,321,False,1.5226132213832655,0.31470047649943744,0.04655719504381219,4.329336358706157,560.6011962890625,1360.8704833984375,6.404495707975002
162,stone_canyon,mps,150,-102008.56693103733,349,False,1.5880172209193308,0.316186270275745,0.042209070486327015,4.335668269793192,308.9696960449219,670.9519653320312,6.132542459003162
163,single_training,mps,150,-98088.52883968814,320,False,1.0781662978542348,0.2005995074327681,0.06317499499768019,4.337099124590556,279.7920837402344,696.20556640625,6.413906915986445
164,single_training,mps,150,-105714.6744995352,345,False,0.2991837822459638,0.17918017835277472,0.05344348708788554,4.345776847203573,184.79417419433594,526.114990234375,6.804920583002968
