episode,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,epochs_run,minibatches_run,early_stopped,stop_reason,wall_time_s
11,mps,150,-139323.69535745058,458,False,-0.028182538164158662,118.22378948069644,0.08353889292416473,0.29365463452103235,0.0006728205251662682,0.264893730742236,9583.69140625,15277.7607421875,1,10,False,,8.375909583992325
12,mps,150,-98093.01415451638,319,False,0.08630270892598976,95.88608677907537,0.08491857050607601,0.26079499727037425,0.0006780171914336583,0.2558978872497876,9021.02734375,14768.880859375,1,10,False,,8.650306290976005
13,mps,150,-90113.3183207623,297,False,0.1336452726305773,105.09859732830083,0.05977365955710411,0.3049867079872638,0.0012856343140204747,0.2945217328078191,25061.810546875,39649.75390625,1,10,False,,8.342915042012464
14,mps,150,-111014.75728215468,366,False,0.11103536664353063,111.11950043536878,0.0935276398435235,0.13133786025010827,0.00047333583104773423,0.1689165461418937,678.5404052734375,2026.215576171875,1,10,False,,8.565363458998036
15,mps,150,-108412.40131591223,351,False,0.003138051740825176,61.39705379813327,0.07741430015613636,0.06320838118350366,8.972043343116336e-05,0.04895211666718922,13330.6416015625,22401.056640625,1,10,False,,8.33181866700761
16,mps,150,-97497.86528439727,323,False,0.010705387437095244,36.92195089760702,0.07335561028992137,0.10619545301702601,3.155257839352998e-05,0.04831374795664432,778.554931640625,2205.230224609375,1,10,False,,7.236587375024101
17,mps,150,-146674.7719027504,475,False,-0.004055481627583504,71.50335838153958,0.09103011759618918,0.14981120883093657,7.737435519932963e-05,0.14323837705993042,4254.41650390625,6845.44677734375,1,10,False,,8.597384208987933
18,mps,150,-104337.3714648617,342,False,0.039383993971471985,83.58362615870311,0.0830784060060978,0.15898706177451913,2.5653101139747985e-06,0.1629376987312152,5066.7666015625,8944.7236328125,1,10,False,,8.108424417005153
19,mps,150,-136473.57871640078,456,False,0.003381522912532091,87.47770122921094,0.07000837360198299,0.010689705585677984,4.481355840653123e-06,0.047700820931020724,13247.4130859375,21095.53515625,1,10,False,,8.00807545799762
20,mps,150,-107780.5190566322,362,False,-0.00042216069685916107,11.847961090471363,0.062429768244425456,0.0013830641031745473,1.999118702542546e-06,0.0025225283741527023,704.2977294921875,1506.1181640625,1,10,False,,8.227494624996325
21,mps,150,-144032.45840702913,465,False,0.00012474320518473785,64.89860994263901,0.06049088595435023,0.0009545553327525506,1.6973080183409669e-06,0.0017551132266730588,11932.908203125,17044.48046875,1,10,False,,8.492179458000464
22,mps,150,-167581.86289404298,546,False,1.4329211165507634e-05,144.90715902725856,0.08327991356141866,0.0016656295769588102,1.7462545998843855e-07,0.002949598499981356,19479.3046875,29040.357421875,1,10,False,,7.909437915979652
23,mps,150,-94631.05011318588,307,False,0.00020272333019723496,102.53856156301995,0.061209058364232384,0.002238755007883723,1.9313513073271338e-08,0.0013124098008864017,8057.5556640625,13015.23828125,1,10,False,,7.990274999989197
24,mps,150,-132428.0320409384,438,False,-6.934911943972111e-06,26.270844008146476,0.10368393268436193,0.00037654434669086355,1.7243606676942135e-06,0.0007053024762482153,4342.36669921875,6563.67724609375,1,10,False,,8.31802120798966
25,mps,150,-105236.01878617666,345,False,-8.217742045720419e-06,65.04836247776946,0.0691027342962722,0.0002247201127890434,1.1308219426335123e-07,0.00018288138455059048,30010.328125,44303.421875,1,10,False,,7.793987874989398
26,mps,16,-238.7879916270104,0,True,8.149072527885437e-09,3791.154121398926,0.02266988903284073,1.7357405703716244e-10,1.735659914403609e-10,8.065964387383493e-15,511996.0625,823441.6875,1,1,False,,0.8980697079969104
27,mps,150,-93034.2695448246,305,False,1.887394736210505e-05,32.29046941057469,0.059143870534996194,0.00044728310806177435,4.213722796982585e-09,0.00022620170624927346,10108.5205078125,15520.9765625,1,10,False,,7.970122625003569
28,mps,150,-114185.36518846416,375,False,-1.280312736829122e-05,27.34131658766419,0.06304731306930383,0.0006550206732458512,5.1338985468755517e-08,0.0007948280753925907,1852.9581298828125,6211.41259765625,1,10,False,,7.672917082993081
29,mps,150,-90230.3094211664,299,False,5.974629893898964e-06,23.088563376592163,0.05856097021450599,0.0007017465434908783,4.8000454824226326e-08,0.0006245697563448329,4557.16162109375,7248.888671875,1,10,False,,8.273893416015198
30,mps,150,-98795.34277354144,326,False,-8.276849985122681e-07,12.322414571692546,0.06014697228247921,0.0003708333864647347,1.601911322760922e-07,0.0005378437296907582,3227.824462890625,4472.2265625,1,10,False,,7.544648000010056
31,mps,150,-148789.47100077535,477,False,1.2924183004846176e-05,32.00827896513045,0.0690538595120112,0.00013853609331338594,1.9102986786127355e-08,0.0002552176396603458,2504.653564453125,4997.57958984375,1,10,False,,8.105004000011832
32,mps,150,-92253.84234820268,306,False,2.2400170564651488e-06,13.060434618772318,0.05847114047656456,0.00011163907201660906,1.676141664341361e-09,7.336797988565972e-05,4051.92578125,6327.2080078125,1,10,False,,7.891995209007291
33,mps,150,-94055.73336516284,307,False,1.3516560817758243e-05,22.20681396805526,0.053852183868487676,0.0003252955939733776,1.2057280937930829e-08,0.0002073554211834377,37166.20703125,54507.84375,1,10,False,,8.645202209008858
34,mps,150,-105104.5989159193,347,False,-1.5531132618586222e-05,23.70304499511607,0.059389535579830406,0.0007366064819512689,1.2976880965354097e-07,0.0009208007171930244,6462.3310546875,11088.7314453125,1,10,False,,8.117282082996098
35,mps,150,-108776.66671310329,357,False,-2.7490779757499697e-06,51.153162691619556,0.0559599742727975,0.0003076674062185171,3.049600661368205e-08,0.0003260234225840826,23358.3125,34544.01171875,1,10,False,,8.313681250001537
36,mps,150,-103392.9978821125,338,False,-5.534151569008827e-06,46.19139358851438,0.055264502825836344,0.00032995892127113706,7.096899986384445e-09,0.0003253522075692845,19234.650390625,28443.1640625,1,10,False,,8.36925450002309
37,mps,150,-75285.10618542098,244,False,6.188411576052507e-05,38.40845422843316,0.05364290659626325,0.0008531374102594133,7.108038294253068e-09,0.00045496649572459235,9856.8291015625,14451.376953125,1,10,False,,8.230524000013247
38,mps,150,-110876.73842345142,370,False,-9.335471938053767e-06,9.585552563086774,0.06384339644263189,0.00033574919537964615,5.5036322503809745e-08,0.0005446545162785834,7227.27734375,10526.4296875,1,10,False,,8.323900916991988
39,mps,150,-134234.75930128957,437,False,8.280246208111445e-06,46.05878565213022,0.06596432263652484,6.624854073090814e-05,9.35765090720464e-09,0.00016450474297458975,25958.6171875,37030.8515625,1,10,False,,8.170001667022007
40,mps,150,-106661.71425019168,350,False,6.919043759504954e-07,12.288101938877565,0.05642509032661716,8.826660877075242e-05,3.143257000298369e-10,0.00011586776342246708,20294.966796875,29320.96484375,1,10,False,,8.275930124975275
41,mps,150,-89752.2766146507,291,False,-2.6689966519673667e-06,17.067534755924715,0.06005656069765488,6.34183248180551e-05,1.2724355560314245e-10,8.903660685867577e-05,7446.1162109375,11425.4931640625,1,10,False,,8.440070957993157
42,mps,150,-149653.1323048916,487,False,1.3018942748506864e-06,55.55395133194203,0.08563471785436073,8.512222525810835e-06,3.351289926837202e-11,2.1188589437503033e-05,21874.939453125,31904.1796875,1,10,False,,7.8571028749865945
43,mps,150,-142295.85323367978,461,False,-6.843886027733485e-07,39.409575503338125,0.06622801109527549,1.5036196037094662e-05,4.2779388705985885e-12,1.1346302447868776e-05,18879.248046875,26550.423828125,1,10,False,,8.408316500019282
44,mps,150,-114634.42208801174,375,False,5.650147795677185e-07,22.55743425551181,0.057588722774138054,3.8959115642050654e-05,1.3962241558208471e-11,3.6039682994867583e-05,2410.162353515625,4360.19921875,1,10,False,,8.28826904197922
45,mps,150,-122235.99104915521,402,False,3.110865751902262e-07,17.48563958564618,0.05957313124090433,3.067602842671353e-05,7.239534549514203e-11,4.458318516680318e-05,887.7368774414062,2019.04248046875,1,10,False,,8.272211583011085
46,mps,150,-105573.92870818042,348,False,-3.898019591967265e-07,27.735736189608772,0.06412190597504377,1.4284718051519458e-05,1.254222100635053e-12,1.8089542315131037e-05,17995.330078125,28757.169921875,1,10,False,,8.383591833000537
47,mps,150,-141061.3199088421,461,False,1.2998313953479132e-06,16.26941920866569,0.08482562435170014,8.687858061123516e-06,9.241982009376704e-10,2.1994107487989995e-05,3383.067626953125,5222.9853515625,1,10,False,,8.330052541015903
48,mps,150,-104584.62408219243,346,False,3.732740879058838e-07,35.22973983815561,0.06320386121670406,8.408805401017444e-06,3.706604126624616e-10,4.687262073069137e-06,20346.6875,32368.728515625,1,10,False,,8.462465334014269
49,mps,150,-143714.48822353742,465,False,9.080333014329275e-07,117.27778682268224,0.08614406125620007,3.880806344054791e-06,6.090187587177535e-09,9.727057130970816e-06,42292.10546875,65542.625,1,10,False,,7.490389249986038
50,mps,150,-161671.5810451355,530,False,1.8621515482664109e-06,73.48478859069601,0.08435933537781239,1.282306339221888e-05,1.0136612511637184e-08,2.9527056469769362e-05,19043.798828125,28322.875,1,10,False,,8.324250666017178
51,mps,150,-110821.22919593715,358,False,-1.597777009010315e-07,15.308174767537663,0.054612267951791485,2.9099642087044558e-05,5.854459019308256e-10,2.301484643458745e-05,635.8218383789062,2783.8662109375,1,10,False,,8.461644167022314
52,mps,150,-117857.86692534352,381,False,-2.5315086046854653e-06,26.922210440935256,0.0648512071215858,3.05044172538079e-05,4.04394108886585e-10,5.181247438623873e-05,4647.814453125,7206.537109375,1,10,False,,7.453555584012065
53,mps,150,-158362.54712675477,514,False,1.3783574104309082e-09,53.95361613819376,0.06257126319532592,1.1929213670559463e-06,5.930213238069908e-10,5.86017261298696e-06,22297.630859375,31870.52734375,1,10,False,,8.040547415992478
54,mps,150,-133036.91849742795,434,False,-3.482370326916377e-09,29.158424449004233,0.07613176678617796,3.619868422647552e-07,1.5925057220973542e-11,6.36199414899167e-07,13994.7177734375,20265.568359375,1,10,False,,8.395633749983972
55,mps,150,-105320.39354477786,342,False,1.2293457984924317e-09,56.77823344402326,0.07818619503329198,1.2398780535072943e-06,3.5896456205593605e-11,5.54479334831302e-07,25178.19921875,38082.62109375,1,10,False,,7.596331625012681
56,mps,150,-107522.57474397085,355,False,1.0244548320770264e-09,55.14248985715211,0.08131316043436528,1.6792800721515658e-06,1.9608083107188474e-10,8.0596268271517e-07,24105.765625,35845.81640625,1,10,False,,8.31641599998693
57,mps,150,-137395.12216781045,449,False,2.4586915969848634e-09,14.737083853064105,0.063369614208738,5.983245023929898e-07,2.5435332300522684e-10,8.018366055745269e-07,1835.444580078125,4291.30322265625,1,10,False,,8.187485041999025
58,mps,150,-146450.71532760523,480,False,1.0989606380462646e-09,18.488068205718882,0.0794777126610279,7.914098608784185e-08,3.4015404501524664e-11,1.9368240452412338e-07,5626.66796875,8609.1396484375,1,10,False,,7.866666541987797
59,mps,150,-136725.13989244367,449,False,3.9115548133850096e-10,7.932654008997294,0.06196175182859103,3.571261295055895e-08,5.820898863071597e-12,6.04336765759177e-08,12988.2412109375,20470.27734375,1,10,False,,8.589237667009002
60,mps,150,-119795.11660073661,386,False,2.2972623507181804e-09,21.579870501958453,0.07744542463993033,5.1524090392123316e-08,1.5387983888022024e-12,3.3977889322308036e-08,9243.19921875,13641.208984375,1,10,False,,8.401704166986747
61,mps,12,-180.5464278034572,0,True,8.071462313334147e-09,6732.860249837239,0.017751740602155525,6.824823094574505e-16,6.824784933975579e-16,3.814888575076863e-21,609091.125,945709.875,1,1,False,,0.7595794159860816
62,mps,150,-163807.6854321804,538,False,4.346172014872233e-10,45.89865607023239,0.069135224117587,1.0582559221042725e-08,1.908437928638491e-12,3.1102183117512274e-08,1932.90478515625,6332.06396484375,1,10,False,,7.997388875024626
63,mps,150,-83094.65167258643,272,False,1.9557774066925048e-10,18.517612462467515,0.04977251220494509,2.8052718880411792e-08,4.668175755292085e-14,8.42940845198187e-09,3292.34716796875,5982.40673828125,1,10,False,,8.397845915984362
64,mps,150,-103812.14612756633,345,False,1.2852251529693603e-09,6.968208443031957,0.06913794366642832,3.4086445062811594e-08,2.0799326213871518e-13,2.8225418501025968e-08,13890.697265625,19817.09375,1,10,False,,8.696951332996832
65,mps,150,-118348.04856513404,389,False,1.0865430037180583e-10,16.956583798568076,0.05699425377572576,3.0227522963854233e-08,3.5982419187807495e-13,3.307554615204909e-08,3513.085205078125,5089.423828125,1,10,False,,9.657564624998486
66,mps,150,-99350.12045238876,320,False,2.5580326716105143e-09,25.70614568311721,0.05217752457285921,1.572879028744412e-07,8.238917686056954e-13,6.829498469691553e-08,24516.8203125,36278.67578125,1,10,False,,8.199476583016803
67,mps,150,-144774.12628267668,472,False,-1.1175870895385742e-09,32.493468263658386,0.055769251734018324,6.591807727612791e-07,1.8237947438066452e-11,8.050085432645232e-07,7834.9541015625,11592.8154296875,1,10,False,,7.760646500013536
68,mps,150,-136850.58383975888,446,False,5.944942434628804e-10,28.826513718802794,0.06319467766210436,5.752151376654303e-07,8.251990345972975e-12,6.572045004907076e-07,18956.53125,29315.271484375,1,10,False,,7.895702333014924
69,mps,150,-109357.81296823884,359,False,1.3659397761027018e-10,28.875646570983033,0.06217595662300785,4.006828102286338e-07,4.596781150458566e-12,3.014382862925279e-07,13477.125,23887.259765625,1,10,False,,8.38493895897409
70,mps,150,-107879.19732068443,355,False,3.073364496231079e-10,35.58397415618412,0.0551598351324598,2.488722104650789e-07,2.0866985107983223e-11,1.5011072513539506e-07,5030.80322265625,8058.39697265625,1,10,False,,8.45841329099494
71,mps,150,-123122.74863456153,408,False,7.66788919766744e-10,19.837063205726444,0.04874245182921489,3.3915564206527505e-07,2.2198703348848153e-12,2.2877707637493683e-07,12548.1748046875,18275.58984375,1,10,False,,7.759755042003235
72,mps,150,-119285.43309901618,388,False,2.390394608179728e-10,47.27202644424513,0.07491296810408433,2.6659519760984817e-07,2.8178962698354825e-13,1.6190871248877444e-07,6209.3349609375,8620.7607421875,1,10,False,,8.607248125015758
73,mps,150,-140769.20608316327,453,False,6.581346193949381e-10,16.647696986484032,0.05602858373895288,1.6252480836613224e-07,1.93446295777051e-12,2.0973262689152246e-07,6025.685546875,9376.498046875,1,10,False,,8.540509041020414
74,mps,150,-114969.48891912364,373,False,-3.1494225064913433e-09,29.18961727936752,0.06098999572917819,2.89467984987486e-07,5.238227358370861e-13,9.92119789069494e-08,4078.004638671875,5898.423828125,1,10,False,,8.221039750002092
75,mps,150,-121197.20858667755,401,False,2.185503641764323e-09,19.986494103271205,0.07027301821236809,5.879710364298692e-07,5.316623002068766e-12,2.966749477544562e-07,11478.4921875,18159.82421875,1,10,False,,8.867842667008517
76,mps,150,-103912.51986955068,339,False,-3.618188202381134e-09,44.35012032614555,0.0541046331760784,7.857261160584288e-07,5.229774027204627e-12,3.531820131403388e-07,4158.5732421875,7644.86669921875,1,10,False,,8.229617208999116
77,mps,150,-102530.45745228196,341,False,-2.4183342854181926e-09,27.71468026076133,0.06432685378938913,1.6466399628626213e-06,5.356348318627143e-12,9.290628913370347e-07,22106.61328125,34816.28125,1,10,False,,8.451965292013483
78,mps,150,-168991.537779912,555,False,2.7939677238464355e-09,27.176686348374933,0.06835008183494211,2.981252281714512e-07,1.6716151117944841e-12,3.158154335504814e-07,11986.734375,18982.576171875,1,10,False,,8.083744625007967
79,mps,150,-130840.75280760192,426,False,6.643434365590414e-10,36.68637803049137,0.06063090162972609,3.507542190280742e-07,3.1115787768577714e-13,3.159176411159115e-07,5556.08154296875,8031.45263671875,1,10,False,,8.602146875025937
80,mps,150,-96829.58589826486,319,False,2.800176541010539e-09,19.821572368313014,0.06702000347276528,3.833239814622771e-07,9.11056754442762e-13,3.05676143432687e-07,5426.52783203125,8265.0615234375,1,10,False,,8.36067833402194
81,mps,150,-94206.19373653791,311,False,-1.7322599887847901e-09,45.260740894384995,0.07097185480718811,9.374993112668185e-07,5.641154216065534e-12,3.4713212434459406e-07,20551.9453125,30348.572265625,1,10,False,,8.160007124999538
82,mps,150,-119446.37495313548,395,False,2.008552352587382e-09,12.236151530222656,0.06331769067173203,6.638705853337522e-07,6.925946796661644e-12,4.4281470980302844e-07,13559.677734375,20085.40234375,1,10,False,,8.105679666012293
83,mps,150,-117584.5432582941,383,False,-3.290673096974691e-10,17.221102513020547,0.07065489741663138,4.743337957750127e-07,3.6659986438578745e-12,4.5886462533761845e-07,6701.7646484375,9529.828125,1,10,False,,8.448595709021902
84,mps,150,-126700.18393133544,412,False,-1.9371509552001954e-09,36.9967300173454,0.07069323735932509,3.0000104740624677e-07,3.677227856148441e-12,4.882510821538288e-07,30149.03125,43221.28125,1,10,False,,7.959016750013689
85,mps,150,-147460.37895713712,485,False,2.806385358174642e-09,22.290700379731135,0.07201108088095982,2.624669903147473e-07,3.1751588785753954e-12,4.006051724694691e-07,9256.5087890625,13508.1396484375,1,10,False,,8.090403165988391
86,mps,150,-138190.27267132665,451,False,-4.0077914794286095e-09,16.953223994361856,0.08548020794987679,2.3996819469784134e-07,3.680335816533679e-12,3.452466935628554e-07,8509.12109375,11691.5673828125,1,10,False,,8.590332749998197
87,mps,150,-104337.09063564205,341,False,-1.8626451492309571e-10,61.645455217920244,0.06630265848711132,1.5495171909735113e-06,1.9922269032186273e-12,5.274511863324095e-07,26203.34765625,38810.37109375,1,10,False,,8.13373658299679
88,mps,150,-120655.55467639827,390,False,-4.967053731282552e-10,32.42162749163806,0.05978942881648739,1.5660788915189603e-06,1.4483630390093552e-12,1.0768556585158489e-06,11773.9765625,16781.064453125,1,10,False,,8.53238895800314
89,mps,150,-96187.00898919963,312,False,7.419536511103312e-09,15.403130025230348,0.0692675517189006,5.401431537020602e-06,1.4619659528823093e-11,3.627008824956372e-06,3096.037353515625,4964.5986328125,1,10,False,,8.516363667004043
90,mps,150,-140495.59060071374,455,False,-3.321717182795207e-10,23.198685377988344,0.06457447047655782,6.104796788606005e-07,2.4316470399328337e-11,1.7420562543131942e-06,10831.0576171875,16396.01171875,1,10,False,,8.253797167009907
91,mps,150,-75919.65301965139,247,False,-1.0182460149129231e-09,21.126670543085783,0.05413530691837271,1.726905876127213e-06,3.807962173399906e-12,6.529636506812018e-07,8539.47265625,13144.220703125,1,10,False,,8.074584165995475
92,mps,150,-141451.96685825253,465,False,-1.5894571940104168e-09,24.53139790697644,0.08136084274078409,5.973096173314853e-07,7.805930235690803e-12,9.510228426604386e-07,16638.716796875,25241.986328125,1,10,False,,8.295918457995867
93,mps,150,-128578.84342406654,420,False,7.830870648225148e-10,7.703380128334975,0.05608973308155934,3.8907932730168167e-07,6.898664116356462e-13,3.443945136232214e-07,2697.129638671875,3958.378662109375,1,10,False,,8.142972791014472
94,mps,150,-107972.59135280513,353,False,-9.251137574513753e-10,19.800276798531414,0.04483997225140532,8.66175671417803e-07,3.954194244664544e-13,4.988690383762484e-07,1379.7432861328125,2687.16259765625,1,10,False,,7.925422959000571
95,mps,150,-112820.93621824645,369,False,4.594524701436361e-10,7.118981309789621,0.06645877761145433,7.280809439525114e-07,1.268687300570536e-12,6.787946550366625e-07,10516.765625,14520.97265625,1,10,False,,8.580489499989199
96,mps,150,-95307.21032355688,312,False,-4.8273553450902305e-09,8.422951063321282,0.07851429718236129,1.8221527811055928e-06,8.463693630478717e-12,1.1689648539150893e-06,13414.7119140625,19340.986328125,1,10,False,,8.504961124999681
97,mps,150,-125593.42576597596,410,False,-6.177773078282674e-10,27.292640579184518,0.05627609519908826,1.9317066013584586e-06,4.429893239314436e-11,3.0425938596417204e-06,20864.671875,30175.09765625,1,10,False,,8.073680208995938
98,mps,150,-105339.21468590164,345,False,3.326373795668284e-09,5.841486711849769,0.06940826355169216,1.0466764701172769e-06,7.328089168855509e-12,9.914396254949377e-07,11758.630859375,16090.9931640625,1,10,False,,7.773165124992374
99,mps,150,-133275.859293684,429,False,4.41757341225942e-09,42.094350502491,0.06520621739327907,6.531247081560638e-07,1.0916644549676381e-11,7.674691133565011e-07,10120.0380859375,14577.232421875,1,10,False,,8.210984499979531
100,mps,150,-89404.66327403448,294,False,-9.778887033462525e-10,14.4403202517579,0.0537335296223561,1.7330944508281254e-06,1.832832599862182e-11,8.262491232558087e-07,12939.9501953125,18846.810546875,1,10,False,,8.082902666006703
