episode,device,n_ticks,ignition_row,ignition_col,reward,shaped_reward_total,buildings_destroyed,contained,timeout,policy_loss,value_loss,classification_loss,entropy,is_anchor,approx_kl_first_epoch,approx_kl_last_epoch,epochs_run,minibatches_run,early_stopped,stop_reason,value_grad_norm,other_grad_norm,wall_time_s
1,mps,150,165,455,-138299.65394856257,0.0,475,False,True,-0.10539185667100053,3359.0339897672334,0.07335514819715172,4.406510730584462,False,0.0,0.04082351525624593,0,3,True,kl,15902.9716796875,33329.88671875,10.095140125020407
2,mps,5,289,332,-646.4120208139229,0.0,2,True,False,2.384185791015625e-08,2.195876455307007,0.011518631875514985,4.218615341186523,False,0.0,-0.043154573440551756,0,1,True,kl,74.72904205322266,119.83554077148438,0.31021587501163594
3,mps,150,118,388,-47428.225179632485,0.0,175,False,True,0.17587929451838136,32.708117758855224,0.1242960499075707,4.240198612213135,False,0.0,0.052244248390197756,0,2,True,kl,1829.0252685546875,3597.767578125,7.7542444999853615
4,mps,150,224,433,-98821.03741117146,0.0,307,False,True,-0.017741589341312647,236.33620849030558,0.03844867370207794,4.023253321647644,False,0.0,0.06589829126993815,0,2,True,kl,3491.995361328125,8902.4755859375,7.6480715420038905
5,mps,51,247,478,-11489.131171583165,0.0,31,True,False,0.03918810002505779,7.524981768801808,0.00810125326825073,3.446684256196022,False,0.0,0.11990954829197303,0,2,True,kl,561.734619140625,1488.0911865234375,3.115339917014353
6,mps,7,285,419,-2102.117707961318,0.0,6,True,False,-1.2772423880440848e-08,10.04795777797699,0.0022426051686384846,2.6165346077510288,False,0.0,0.08083554676600865,0,1,True,kl,614.3434448242188,1885.68896484375,0.4236796250042971
7,mps,150,207,222,-126000.72062342211,0.0,422,False,True,0.2768456036186156,438.6079616335531,0.13223401962507828,2.4992898354927697,True,0.0,0.09220091660817464,0,3,True,kl,17402.03125,44901.03125,9.427285792015027
8,mps,150,290,529,-156265.52711092983,0.0,419,False,True,-0.00871007441310212,528.3254441916943,0.09230147187190596,1.8320132121443748,False,0.0,0.12266260306040445,0,2,True,kl,17815.697265625,56251.08984375,7.5601147080014925
9,mps,150,87,502,-156891.35933953006,0.0,541,False,True,-0.10420246794819832,509.31555646657944,0.19632574167917483,1.4321152791380882,False,0.0,0.11129963874816895,0,1,True,kl,24779.447265625,75049.0546875,5.990143458999228
10,mps,150,99,470,-115561.0699664843,0.0,395,False,True,-0.08420481905341148,264.07223357912153,0.19979550503194332,1.2325953245162964,False,0.0,0.10896355311075846,0,1,True,kl,14066.015625,50461.1640625,5.973122166004032
11,mps,8,256,468,-2059.7103307511,0.0,6,True,False,-5.587935447692871e-09,642.7351341247559,0.0020783389772986993,0.6051611304283142,False,0.0,0.16915524005889893,0,1,True,kl,25004.017578125,92229.2578125,0.5051775419851765
12,mps,150,97,451,-96080.78124079658,0.0,329,False,True,0.1149532973067835,125.59869181519996,0.1639730276656337,0.32629765244200826,False,0.0,0.08387307484944662,0,3,True,kl,39612.171875,135942.796875,9.502002708002692
13,mps,150,109,453,-186185.86409538027,0.0,654,False,True,0.0029658674402162433,263.89017796186107,0.33975851483953495,0.013298086306701104,False,0.0,0.009748306274414063,1,10,False,,4049.952392578125,13215.107421875,20.582432291994337
14,mps,150,207,222,-110920.52700724648,0.0,366,False,True,0.004879584865023693,152.34682300663397,0.25299365187529477,0.010600742024059097,True,0.0,0.010559221903483074,1,10,False,,2592.8642578125,7666.326171875,20.471744875016157
15,mps,150,186,544,-80763.90243960367,0.0,267,False,True,1.938541109363238e-05,11.311564918955167,0.17076929521126052,0.005180152482353151,False,0.0,0.00018286387125651042,1,10,False,,2044.775146484375,6120.06884765625,20.393260207987623
16,mps,7,307,470,-106.31848829745638,0.0,0,True,False,1.064368656703404e-09,4765.12077985491,0.0016620867120634233,0.005276215927941459,False,0.0,0.00029127938406808037,1,1,False,,134614.015625,437732.875,0.4582980840059463
17,mps,37,301,427,-30157.8432482704,0.0,85,True,False,1.5592152202451552e-05,1109.6213351939175,0.006176613032113056,0.009445327762010935,False,0.0,0.00405528094317462,1,3,False,,29461.330078125,94970.9609375,2.77628179101157
18,mps,150,182,455,-128440.76199127187,0.0,433,False,True,0.003314471493164698,161.28162316793924,0.0626973157779624,0.03869663647220781,False,0.0,0.01649024963378906,1,10,False,,16506.6328125,51402.484375,20.339342708990443
19,mps,150,58,475,-113124.7718770598,0.0,382,False,True,-9.946130216121673e-05,126.70697992393126,0.06943424528619896,0.0018869050219655038,False,0.0,0.0024161911010742187,1,10,False,,5982.06640625,18819.251953125,20.382871791982325
20,mps,150,177,511,-58318.27944112765,0.0,190,False,True,3.226261275509993e-05,19.91959778082557,0.03216635005005325,0.004386645741760731,False,0.0,1.7102559407552084e-05,1,10,False,,11655.990234375,33907.08203125,20.46810437500244
21,mps,150,207,222,-143919.44120121942,0.0,465,False,True,2.8629973530769347e-06,238.01763033331062,0.12000743644467245,0.0016993729611082624,True,0.0,-3.47137451171875e-05,1,10,False,,11100.103515625,31415.576171875,20.427338125009555
22,mps,150,101,98,-2444.9735064600472,0.0,1,False,True,-0.30881905229762197,188.86127169802785,0.08917959153768606,0.0027421790728112683,False,0.0,8.419036865234375e-05,0,1,True,entropy_floor+grad_spike,62158.62890625,181951.25,5.929526124993572
23,mps,150,35,541,-80234.23736300366,0.0,265,False,True,0.015332327156017223,25.300611326290916,0.13874560733481,0.004866289094400902,False,0.0,0.009010836283365886,1,10,False,,1104.3670654296875,5004.2119140625,20.282452874991577
24,mps,150,235,321,-125356.73615565346,0.0,415,False,True,-0.02230321312007228,206.1178033195403,0.14372124558472674,0.0007058144448949731,False,0.0,-0.00017377217610677084,0,7,True,entropy_floor+grad_spike,74766.8828125,231300.046875,15.510226375015918
25,mps,9,314,380,-1689.0100313997207,0.0,5,True,False,1.655684577094184e-09,5939.467881944444,0.001934589378328787,0.00011720332824754425,False,0.0,-8.477105034722222e-07,0,1,True,entropy_floor+grad_spike,223440.265625,688597.25,0.5621470829937607
26,mps,150,73,445,-61960.13169182287,0.0,223,False,True,2.5675569971402487e-06,46.31179242234056,0.1392511765146628,0.0001132901328310254,False,0.0,1.1660257975260417e-05,1,10,False,,3641.08154296875,10521.0146484375,19.247563125012675
27,mps,28,3,480,-6662.836122301334,0.0,20,True,False,-0.1789873510133475,2732.4970741271973,0.004012803779914975,0.00034594873613968957,False,0.0,4.087175641741071e-06,0,1,True,entropy_floor+grad_spike,228788.078125,696414.75,1.4287953340099193
28,mps,150,207,222,-114072.3479826544,0.0,375,False,True,-1.1018271713207165e-06,121.22728846416499,0.10316223859631767,0.00014890989388125793,True,0.0,-1.0782877604166667e-05,1,10,False,,10327.6728515625,24564.658203125,19.017480582988355
