episode,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,value_grad_norm,other_grad_norm,wall_time_s
29,mps,150,-90514.96111112344,299,False,1.4166451072506607,0.3674718479942567,0.12670620394249757,4.437007659276326,788.8599853515625,1304.8880615234375,6.310347125006956
30,mps,150,-99257.95171208687,326,False,-0.06616868978754308,0.34435505042715137,0.12170217752456665,4.4138802639643355,79.98986053466797,239.5070037841797,6.440877249988262
31,mps,150,-111754.828196854,366,False,-1.2116350498298805,0.4571556567555429,0.13360510416328908,4.3818179718653365,172.1133270263672,477.1366271972656,6.169766000006348
32,mps,150,-92543.92076212684,306,False,-0.16594665708641212,0.2922102775248883,0.11662638492882252,4.368657283782959,482.67755126953125,926.6177368164062,6.320144833007362
33,mps,150,-97655.41680492867,321,False,-1.0093080608298381,0.5912661364886298,0.13008023830751578,4.357839665412903,1286.052001953125,2357.2080078125,6.260883583992836
34,mps,150,-147385.10331689205,477,False,-5.38245669806997,2.440533339893251,0.12645859147111574,4.352784878412883,2636.165771484375,4517.64990234375,5.885014250001404
35,mps,150,-122820.11902227889,403,False,-2.4345331330845754,0.9689296559807553,0.11694749365250269,4.34357006708781,1060.373046875,1706.2808837890625,5.906970458003343
36,mps,150,-103775.21563531892,338,False,-0.43804906281332173,0.3613336999717285,0.10739630622168382,4.328445191383362,500.8624572753906,991.3738403320312,5.779974208009662
37,mps,150,-75586.5936488267,244,False,2.9732010192548235,0.5921520828974705,0.10784461684525012,4.309441712697347,1282.260009765625,2038.760986328125,6.103228291001869
38,mps,150,-121387.31279913327,395,False,-0.83545724923412,0.4157966084458167,0.12611617356538773,4.2959566005071,295.13909912109375,689.4319458007812,6.081206584000029
39,mps,150,-134525.18496910398,437,False,-2.0333815699070694,0.7549965184558338,0.11985192291438579,4.28425274848938,561.58984375,996.9893798828125,5.910204457992222
40,mps,150,-107048.2622853024,350,False,0.9896938432504734,0.3144382139277756,0.10908038146793843,4.263130420049031,643.6980590820312,1202.7471923828125,5.982866124992142
41,mps,150,-89959.94267064572,291,False,3.1493241223692894,0.7522432586566234,0.11186296259363493,4.2536465962727865,1777.927978515625,3182.352783203125,6.200322667005821
42,mps,4,-23.550313012310063,0,True,8.788698196411133,4.310345411300659,0.03443844709545374,4.619106650352478,64.39472198486328,129.0755615234375,0.1561948750022566
43,mps,150,-143521.27870990185,461,False,-2.324788616960868,0.8087801291674501,0.11862018167972564,4.296599127451579,933.5025634765625,1655.15283203125,6.0529539580020355
44,mps,150,-120747.22321447635,400,False,-0.4468005485615383,0.22415625552495536,0.10896977836887042,4.309055067698161,269.1628723144531,506.64910888671875,5.93719508301001
45,mps,150,-122604.05133803985,402,False,-0.17056055350850025,0.27003253335396477,0.11060465606550375,4.308292288780212,156.177490234375,400.22076416015625,5.836525749997236
46,mps,150,-105916.9075335399,348,False,1.7853514343251784,0.41942551105991394,0.1148392983029286,4.323017482757568,1155.6298828125,2016.44091796875,6.000996708011371
47,mps,150,-141079.86812724706,461,False,-1.509633899331093,0.3836621880091358,0.14141342289745806,4.3452863184611,472.171630859375,827.98193359375,5.986265291998279
48,mps,150,-104940.09016327967,346,False,2.7289795834004567,0.8802205960417306,0.10919602038959662,4.336911443074544,1916.3819580078125,3543.87841796875,5.901002832993981
49,mps,150,-134554.9087609135,437,False,-0.29902440289656324,0.3439437254766623,0.13599894531071186,4.343484745025635,480.4535217285156,1141.94970703125,6.179663707996951
50,mps,150,-162156.08450557693,530,False,-3.1517666373650233,1.0464433162674929,0.1388432765007019,4.346909977595011,1421.7236328125,2401.84814453125,6.647322292003082
51,mps,150,-100128.70117186786,331,False,3.117970957198025,0.7890514122545831,0.11949414265652497,4.3270072825749715,1783.462646484375,3260.85693359375,6.0957348750089295
52,mps,150,-114776.28387016268,372,False,1.7960682300229867,0.44251615880522877,0.10408159069716931,4.318776028951009,1241.3936767578125,2179.741455078125,6.13733024999965
53,mps,150,-158801.72763686112,514,False,-3.108836910178264,1.048394159822686,0.10489418737590313,4.321979967753093,1633.235107421875,2933.373046875,6.021939458994893
54,mps,150,-128211.34343189164,426,False,-0.1496603862941265,0.34194034324897077,0.12537505534787974,4.300425186157226,141.8456268310547,388.2862854003906,6.149731124998652
55,mps,150,-105744.03417640313,342,False,2.1628378465771676,0.36000446343862375,0.1217130392541488,4.2652953879038495,1165.6668701171875,2061.623046875,5.6897170419979375
56,mps,150,-107978.40341499732,355,False,1.4788131058759366,0.20990283299645132,0.12538077294826508,4.241898908615112,568.5345458984375,1158.851318359375,5.996005416993285
57,mps,150,-137861.7083889907,449,False,-1.665017377510667,0.42403199150183357,0.10431650578975678,4.241431379318238,799.2311401367188,1512.98046875,6.009950292005669
58,mps,150,-146856.6314670697,480,False,-2.662003189921379,0.7284802788115727,0.12199259345730146,4.22318207581838,1426.1893310546875,2615.230224609375,6.260827250007424
59,mps,150,-141003.74753592387,461,False,-2.083649681415409,0.6079040223706216,0.1006351392219464,4.191872887611389,1307.22412109375,2351.507080078125,6.246638249998796
60,mps,150,-120196.63984063524,386,False,0.34981784495835505,0.10541043922070002,0.11477101060251395,4.1475786161422725,95.18848419189453,324.259033203125,5.919976916993619
61,mps,12,-176.55943259144385,0,True,10.306431611378988,4.782407681147258,0.04272371996194124,4.5533227523167925,250.2483367919922,558.04345703125,0.5398832089995267
62,mps,150,-164172.07829944557,538,False,-3.479351036796967,1.1998946872896825,0.1047478694965442,4.173968731562296,2040.8773193359375,3795.08984375,6.336188499990385
63,mps,150,-83408.01038090007,272,False,3.7250428831577302,0.8477225515246392,0.08669707477092743,4.188312905629476,1760.8717041015625,3258.645263671875,6.106929667002987
64,mps,150,-103568.82444241954,343,False,1.6428403008977572,0.3051762017836639,0.10645015582442284,4.220511193275452,997.66650390625,1675.6839599609375,6.292906083006528
65,mps,150,-91773.23752864657,306,False,2.363138863220811,0.4729399678299766,0.0880503070851167,4.2498389403025305,1414.978271484375,2522.76220703125,6.042976083001122
66,mps,150,-122796.63686211314,398,False,-1.0181592758124074,0.2865947548635101,0.0872008091956377,4.275937989552816,242.00804138183594,719.3964233398438,6.101814291003393
67,mps,150,-118785.36955940121,387,False,-0.9454427017519872,0.35880847600868343,0.08953267167011897,4.2907248878479,301.76654052734375,904.8616333007812,6.0664191670075525
68,mps,150,-145723.97112120915,480,False,-3.307633901586135,0.6948872399616327,0.10162895868221919,4.289199678103129,1078.0316162109375,2008.3646240234375,6.155942666999181
69,mps,150,-109703.12725703236,359,False,0.07906127693752447,0.3599532065785752,0.09590625807642937,4.274424492518107,885.2421875,1836.6663818359375,6.037323708005715
70,mps,150,-108309.61460365554,355,False,-0.29989793837070466,0.11722109378577443,0.0862544077883164,4.2512907123565675,295.7370910644531,648.8359985351562,5.979536958009703
71,mps,15,-212.45094892338534,0,True,7.437627442677816,2.860431671142578,0.038617902994155885,4.665677738189697,214.75909423828125,417.8899841308594,0.5613342500000726
72,mps,150,-119761.18723001861,388,False,-0.9153133107721806,0.23007257806534956,0.10722817711532116,4.20611963113149,210.60020446777344,585.61474609375,6.056302291006432
73,mps,150,-143617.45850696927,462,False,-2.9508583281189202,0.6646087466233681,0.08630526542663575,4.175836728413899,1636.1221923828125,2892.138427734375,6.138298291989486
74,mps,150,-111916.63960459981,363,False,0.33686558516230436,0.062405469699131876,0.09612682302792867,4.136772834459941,263.4927978515625,555.8216552734375,6.0186421669932315
75,mps,150,-109931.96517542747,358,False,0.6336200265811446,0.07150656420182258,0.09230634827166796,4.1223585430781045,203.2831268310547,543.2811889648438,6.429947917000391
76,mps,150,-104322.73128304626,339,False,0.5888077838998288,0.20464386619404346,0.08412482167283694,4.123002875645955,392.4094543457031,1034.8958740234375,8.045965666999109
77,mps,150,-102976.72358251546,341,False,0.7720031154528261,0.13021534272838836,0.09397639505565167,4.133289755185445,406.9606628417969,798.676025390625,21.107654709005146
78,mps,150,-169370.7364649574,555,False,-5.2612638339400295,2.0552010958818574,0.09748159716526668,4.165912152926127,2619.7744140625,4661.0322265625,30.27542404200358
79,mps,150,-131262.77840468218,426,False,-2.3241274936000504,0.5287610235864607,0.09137974465886751,4.185424388249715,1194.750732421875,2195.736083984375,21.05970100000559
80,mps,150,-97191.10959057085,319,False,0.8355645812023431,0.07432780928653225,0.09723097170392672,4.200513385136922,280.69097900390625,510.8971252441406,18.40883645800932
81,mps,150,-94500.41440296412,311,False,0.7471779511372248,0.1264892564779681,0.10184637819727262,4.229697575569153,211.095703125,437.90618896484375,20.35845841700211
82,mps,150,-109505.98448509644,356,False,-0.7938089667081658,0.15842402085269905,0.09675502598285675,4.267076323827108,283.6513977050781,601.6587524414062,19.03718412500166
83,mps,150,-117925.13456538238,383,False,-1.5238122192459802,0.2873899876096281,0.09910847234229246,4.2839606714248655,489.96954345703125,978.3843383789062,18.9463780419901
84,mps,150,-137379.63420668518,453,False,-3.17979077398777,0.6768554585570624,0.10134172941247623,4.295484007199605,1530.381591796875,2725.7197265625,18.54325504199369
85,mps,150,-147835.5792786003,485,False,-3.406669815381368,0.7265674800643076,0.09753840538362663,4.303142051696778,1170.2822265625,2014.8797607421875,18.81080349998956
86,mps,150,-133330.43395375984,434,False,-1.374128927687804,0.3557459170588603,0.11298151555160682,4.301941828727722,332.2860107421875,936.7047729492188,18.541338791997987
87,mps,150,-104778.10272770024,341,False,2.047027697712183,0.3649584107446329,0.0908901237944762,4.2862998501459755,1296.670654296875,2504.60400390625,27.81442499998957
88,mps,150,-122840.63117229386,396,False,0.7893961060474006,0.24256177554923117,0.08428019791841507,4.284804105758667,959.691162109375,1940.351806640625,36.728175124997506
89,mps,150,-90132.05139452829,294,False,3.7739363841215767,1.1263984668751557,0.09903257167587677,4.284565661748251,2384.818603515625,4715.69140625,31.463047542012646
90,mps,150,-139926.19044784122,450,False,-0.6275788036361337,0.2081899242183378,0.08681241222967705,4.292381564776103,292.4344482421875,857.9745483398438,23.44745616700675
91,mps,150,-78783.95185488142,255,False,4.582965988318126,1.263647654056549,0.08071544051170348,4.293698078791301,2377.73974609375,4467.287109375,19.029173207993153
92,mps,150,-141926.02085132265,465,False,-1.6244794396994136,0.2645906599169924,0.10504733454436063,4.304746297200521,769.1322021484375,1393.767333984375,13.844529666996095
93,mps,150,-113492.08161499632,369,False,0.9720078869784872,0.1479545590997441,0.08101950493951639,4.301834799448649,424.8051452636719,951.2179565429688,6.170811417003279
94,mps,150,-108383.52953325999,353,False,0.8895474510267377,0.17518937732772125,0.06831256661564111,4.306677823066711,266.02105712890625,586.51220703125,6.2954166249983246
95,mps,150,-113250.95285541046,369,False,0.010782244907071192,0.14396003151057205,0.08968730077147484,4.315802580515544,358.208251953125,868.5017700195312,5.958324040999287
96,mps,150,-83896.28205721018,275,False,2.110674509356419,0.30689525830792264,0.10225723298887411,4.329258217811584,620.6810302734375,1218.6798095703125,6.0572325000102865
97,mps,150,-125981.93482879206,410,False,-2.5146484338492154,0.5644945744568395,0.0829928436378638,4.346908122698466,1270.667236328125,2533.61767578125,6.071094625003752
98,mps,150,-106031.65019047803,346,False,-0.8633199083184202,0.17808813208769456,0.0936930593351523,4.354994630813598,712.8111572265625,1426.4638671875,5.870315917010885
99,mps,150,-133683.66524694944,429,False,-3.016391753355662,0.5568421607806037,0.08777996895213921,4.3606130139033,1043.0833740234375,2054.356689453125,6.0456459159904625
100,mps,150,-89780.18880836207,294,False,0.8286320951177428,0.09723434688379105,0.08060628406703473,4.361995460192363,242.26036071777344,412.31475830078125,6.203639500003192
101,mps,150,-96185.4511439407,315,False,-0.11324071659027443,0.19928180791561695,0.0694083720445633,4.368996748924255,488.6806945800781,1121.6865234375,6.934895457990933
102,mps,4,-23.550313012310063,0,True,6.239602446556091,2.219708263874054,0.03620784264057875,4.740820288658142,44.099632263183594,68.5207290649414,0.16598325000086334
103,mps,150,-105015.30405501572,342,False,-0.7120399145293049,0.12469012938514026,0.08010956133405367,4.37942082564036,413.5648498535156,839.0848999023438,6.250752832987928
104,mps,150,-125301.81787837314,413,False,-1.9060513524338603,0.44754608246686983,0.08070434321959813,4.382979249954223,346.6431884765625,932.1426391601562,6.245071917001042
105,mps,150,-119051.47065323206,386,False,-1.4135277055576443,0.26067062213274766,0.07887190099805594,4.3831401618321735,305.5276184082031,728.5612182617188,6.133873917002347
106,mps,150,-136431.18565350774,444,False,-2.5837712885066866,0.4871252186542552,0.08711850728839636,4.38277813911438,745.76904296875,1358.9005126953125,6.157401083008153
107,mps,150,-96810.75116035178,314,False,1.9104131114731233,0.6919848919431388,0.10331143169353406,4.375281109809875,1730.177978515625,3401.288818359375,6.651140999994823
108,mps,150,-102506.24238227698,340,False,1.8569738055051614,0.3909802764021924,0.07272675880541404,4.36284735361735,1219.02978515625,2362.9990234375,7.1411744999932125
109,mps,150,-150685.31398191227,499,False,-2.1773722179730735,0.6515276098353207,0.09439940246442954,4.358023549715678,536.9575805664062,1121.01611328125,6.962185750002391
110,mps,150,-92580.70921300608,302,False,3.3630642575025558,0.919084369794,0.07885298271973928,4.3442487653096515,2071.243896484375,4187.85888671875,6.231408291001571
111,mps,4,18.385257913529145,0,True,8.940717101097107,2.8364492058753967,0.016544632613658905,4.614158749580383,63.82658386230469,243.712158203125,0.17592854199756403
112,mps,19,-295.8852959747388,0,True,7.837190879018683,3.3895327041023657,0.018043106127726406,4.633600762015895,321.1377258300781,607.6281127929688,0.7652265000069747
113,mps,150,-118769.67698626079,387,False,0.7001378681262335,0.2912165095985013,0.09414600608249506,4.36736100991567,801.1681518554688,1777.8414306640625,6.312689209007658
114,mps,150,-104367.38776581372,338,False,1.3510443731890216,0.2417314675350379,0.07081510548790296,4.380553391774495,890.90478515625,1854.4383544921875,6.025382082996657
115,mps,150,-126862.22683311069,417,False,-1.9902404117273789,0.3037288115849242,0.06981300356487433,4.395097238222758,1031.5946044921875,2019.717529296875,6.0533124590001535
116,mps,150,-133293.9087016993,432,False,-2.7187465336173773,0.6516924292857099,0.09035229798406362,4.400169062614441,1613.1075439453125,3309.92529296875,5.880028832994867
117,mps,150,-133333.2519970676,439,False,-2.474664737979571,0.4482137197545186,0.07629467258850733,4.401119476954142,1083.612060546875,1993.0,6.446019208000507
118,mps,150,-117457.59118453434,381,False,-1.1887411995418369,0.20501724393766685,0.08016363106667995,4.4040310080846155,681.435302734375,1406.8525390625,6.491106665998814
119,mps,150,-106690.36586025576,348,False,0.2852132583471636,0.17984809476778613,0.07875512452175219,4.403996957143148,234.11605834960938,534.611328125,6.071538874995895
120,mps,150,-135862.0051173079,445,False,-2.3082363394399485,0.43719992671637253,0.09869699653238058,4.4059516684214275,975.9920654296875,1821.53076171875,6.113574540999252
121,mps,150,-128566.79517797058,413,False,-1.1075107346164683,0.22281243371347956,0.08678557521353165,4.4051387468973795,256.5718688964844,594.3502197265625,6.373526249997667
122,mps,4,-23.550313012310063,0,True,5.918967127799988,2.310129940509796,0.02554699731990695,4.622947573661804,55.13362503051758,86.40277099609375,0.14787825000530574
123,mps,150,-97987.0252672673,316,False,2.3097359081109365,0.3623390372532109,0.07805954933166503,4.378152591387431,1190.54931640625,2366.697998046875,6.045146125004976
124,mps,150,-102681.32244435279,329,False,1.7303321611012021,0.25011334295481596,0.07536003414541483,4.368216551144918,938.9788208007812,1763.572509765625,6.5763035830023
125,mps,150,-125097.60783186898,413,False,-1.0035720160603523,0.18294222905008914,0.06979512604574363,4.362541057268778,730.1624145507812,1507.080810546875,6.478022708994104
126,mps,150,-174668.25669303097,567,False,-4.750725266275307,1.444530983701067,0.08915475681424141,4.352756530443827,1722.2747802734375,3112.528076171875,6.351178458004142
127,mps,150,-101083.72753291563,329,False,1.5136019649604957,0.19806806110359806,0.06797989142437776,4.334539569218953,589.0279541015625,1146.1239013671875,6.180998750001891
128,mps,150,-100168.86677796967,325,False,1.741651967416207,0.24980411073522799,0.0825653733809789,4.327077700297038,893.4302368164062,1728.2198486328125,6.798867292003706
129,mps,150,-130109.64271646566,433,False,-1.5591082298740124,0.30062285282899553,0.0839950813104709,4.327508390744527,930.3760375976562,1851.5284423828125,6.305861125001684
130,mps,150,-139171.02195121825,454,False,-2.274971947471301,0.37689456875785254,0.07339378063877423,4.326602017084758,1048.011474609375,2055.587890625,6.057701041994733
131,mps,4,18.385257913529145,0,True,7.049218535423279,2.3059709072113037,0.023680894635617733,4.562731146812439,57.816131591796875,171.43887329101562,0.18070458401052747
132,mps,150,-144934.18339994358,474,False,-2.557363260552908,0.4968706985147579,0.08517675993343195,4.324999798138936,1040.2459716796875,2044.814208984375,5.815352416000678
133,mps,150,-109223.52491556758,356,False,0.9736639420191447,0.1282509008143097,0.08713439681877692,4.32366821606954,628.4644165039062,1231.915771484375,5.8965520830097375
134,mps,150,-132552.79778504296,430,False,-1.3920050047151744,0.2059294135310256,0.07747087690979243,4.324124784469604,479.1062927246094,1026.7364501953125,5.868830625011469
135,mps,150,-104244.21185851302,339,False,2.067039768447479,0.5609280876754853,0.07883479677140713,4.31022919178009,1561.611083984375,3303.145263671875,5.853507791995071
136,mps,150,-142562.78781091134,468,False,-1.4086629768523078,0.49770158209573917,0.09086854649086794,4.299360184669495,490.87017822265625,1446.463623046875,5.995637375002843
137,mps,150,-122374.65489829949,400,False,-0.1802937793607513,0.1690156948864751,0.06429647179941336,4.280560342470805,267.6292724609375,665.7498779296875,5.706992583000101
138,mps,150,-151470.42709533958,497,False,-2.3983673467921713,0.5142260188474999,0.0720722538853685,4.258824367523193,1161.0533447265625,2312.654296875,6.101098291997914
139,mps,150,-107024.44916653409,351,False,2.2057084360842905,0.4066608091328453,0.06544224413732688,4.223212518692017,1139.138671875,2266.57373046875,6.059570166005869
140,mps,150,-132129.63224109903,432,False,0.39589442711944384,0.10172313553590205,0.08170039322227239,4.199830060005188,464.2795715332031,1047.640869140625,6.115025500010233
141,mps,150,-82374.26052328166,270,False,4.602027716636658,1.2495418690641722,0.08336303872366746,4.187427220344543,2281.9970703125,4775.79833984375,6.336878499991144
142,mps,150,-110817.6191003705,363,False,1.7953027752041817,0.2337364015278096,0.08343846003214518,4.191878821055094,896.180419921875,1880.92578125,6.160722291999264
143,mps,150,-113455.70331357342,373,False,0.5526237287713835,0.19499269039147482,0.0635132505123814,4.211157641410828,318.9408874511719,923.846923828125,6.429873457993381
144,mps,150,-97220.99659792209,317,False,1.4933200196921825,0.30269717302105464,0.0759808612987399,4.228821592330933,383.39129638671875,997.0834350585938,5.910402166002314
145,mps,150,-131121.5139191683,432,False,-1.960407289781918,0.3276210313587247,0.0828209159274896,4.251045622825623,1065.594970703125,2135.630615234375,6.153542125000968
146,mps,150,-103631.53425500753,338,False,0.18417863435014928,0.22396289718276022,0.062289434112608434,4.261124467849731,545.6838989257812,1383.739990234375,6.083567916997708
147,mps,150,-119357.08628136019,387,False,-1.3424229913018644,0.23539819515579286,0.07021650596211354,4.26993455251058,821.7053833007812,1680.5162353515625,6.231617875004304
148,mps,150,-110957.88358749094,361,False,-0.37027574646053835,0.10355374174672856,0.06527439674983422,4.270700588226318,86.85082244873047,316.4421081542969,6.295862833008869
149,mps,150,-120795.3389958063,399,False,-0.9282295875251293,0.1525048845446751,0.06415333158026139,4.266045344670614,199.0349578857422,631.5006103515625,6.240040874996339
150,mps,150,-111705.36467213428,362,False,0.0865461856375138,0.07128765329583378,0.06156567583481471,4.258029632568359,95.7559585571289,282.7372131347656,5.992534875011188
151,mps,150,-104126.53940863641,346,False,1.2046961707031976,0.21793930337637296,0.08413018591701985,4.259980152448018,922.1239013671875,1924.7623291015625,6.097069791998365
152,mps,150,-108779.32447946466,358,False,0.7311448153605064,0.08912124982152211,0.07808394872273008,4.264744318326314,498.2938232421875,1087.885498046875,6.014376916005858
153,mps,150,-98263.22458773253,320,False,1.1652209599564474,0.17278896503398453,0.07341578762357434,4.276144550641377,480.56866455078125,972.699462890625,5.924932499998249
154,mps,150,-135259.21503090046,446,False,-2.4203538509706655,0.5029628425219562,0.09498209576432903,4.290590372085571,1331.78662109375,2802.25390625,6.113190917007159
155,mps,150,-102699.59649242801,336,False,0.941062141781052,0.28503711513306673,0.08065411019449432,4.2987928899129235,936.0888671875,2255.865966796875,6.0938161660014885
156,mps,150,-160391.23793670852,528,False,-5.044835352351268,1.6282999740773811,0.07704670057321589,4.312230661710103,2197.943603515625,4355.486328125,6.136055708004278
157,mps,150,-93792.02582583987,304,False,0.9920714483968913,0.08343899817519741,0.08103494856506586,4.3173343420028685,382.3594055175781,788.4943237304688,5.9859543750062585
158,mps,150,-107548.82863099255,356,False,-0.42044924618055424,0.09948597016490264,0.08040959053362409,4.326839447021484,165.79811096191406,393.46905517578125,6.040103124993038
159,mps,150,-102531.27592342401,336,False,-0.4464309801968435,0.14973077759680867,0.06571824481089909,4.337752596537272,460.2017517089844,1098.3480224609375,6.1350976250105305
160,mps,150,-120032.75631653627,392,False,-2.0881779360895356,0.4717605100291985,0.07484876414140065,4.344315144220988,1341.2696533203125,2902.47998046875,5.950647707999451
161,mps,150,-112201.10542772894,368,False,-1.5284441973268985,0.7015586651698201,0.061913116984069344,4.346558046340943,1531.9754638671875,3619.482666015625,6.744898374992772
162,mps,4,-23.550313012310063,0,True,6.301636219024658,2.3375467658042908,0.029205212369561195,4.535737752914429,50.47492599487305,78.77690887451172,0.18441537499893457
163,mps,150,-98242.90578293668,320,False,0.93700953087459,0.10282115647427417,0.08348784442991018,4.341946881612142,339.6069641113281,671.643310546875,5.956940832998953
164,mps,150,-130916.69599711803,428,False,-2.0732988414168356,0.2747395223674054,0.09445620276033878,4.348289176623027,816.9180908203125,1546.8597412109375,6.052490500005661
165,mps,6,-49.88111773936944,0,True,6.844335714975993,2.163261671861013,0.03227378365894159,4.534119129180908,73.94794464111328,125.15426635742188,0.22050487498927396
166,mps,150,-77895.70459030759,253,False,2.6729974729816117,0.4481614440033445,0.06191304825246334,4.352113779385885,1026.0418701171875,1882.1160888671875,6.048882374991081
167,mps,150,-126875.96417024995,416,False,-1.9929229802886645,0.31127584412325326,0.06934362296015024,4.359231980641683,780.85498046875,1509.4681396484375,6.115420500005712
168,mps,150,-88802.26451209823,291,False,2.0409332308421533,0.626793768881189,0.06964712727814913,4.362776614824931,1506.123046875,3446.885498046875,6.189749665994896
169,mps,150,-109441.74912558479,368,False,-0.39151790253818036,0.14844624362197162,0.06412297375500202,4.369636044502259,335.1236267089844,927.0176391601562,6.063731333997566
170,mps,150,-112619.90141817051,373,False,-0.5565380184228221,0.18426206662128,0.0738526129970948,4.378689827919007,360.4135437011719,1024.7554931640625,6.529732708004303
171,mps,150,-148964.26379127675,487,False,-4.706943595409394,1.246496033051517,0.06376727578540643,4.390186994870504,1595.4752197265625,2912.016357421875,6.31476466699678
172,mps,5,-22.26384426988932,0,True,4.809070634841919,1.270150089263916,0.01918679103255272,4.530013751983643,48.79100036621094,87.59970092773438,0.26714558400271926
173,mps,150,-129547.13515094062,427,False,-2.9796471478883175,0.5683079691381151,0.06191614045451085,4.404807454744975,1097.50341796875,2059.640380859375,6.719759832994896
174,mps,150,-126443.3542891807,415,False,-2.3593496923396984,0.3778918052727143,0.0842326320707798,4.405312161445618,723.9537963867188,1184.8062744140625,6.061755665999954
