episode,device,scenario,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,wall_time_s
1,mps,topanga_ridge,150,-8072.913248591598,23,False,-15862.857330729166,13218593.078072917,0.09963595175494751,4.4806201283137,1.3194643513361612,3.1611557722091677,7150451.0,15801719.0,13.457085125002777
2,mps,sullivan_canyon,150,-41925.31219204043,161,False,-91.17074190219243,478.48882658441863,0.08053193890800078,4.498724953333537,1.288257545630137,3.2104674100875856,36418.6171875,78692.8828125,7.395247667009244
3,mps,single_training,16,-255.28092986198916,0,True,7.399007022380829,2.572932355105877,0.021948908572085202,4.71368145942688,1.3336948305368423,3.3799866437911987,171.8770751953125,528.6951293945312,0.7857362080249004
4,mps,stone_canyon,150,-119720.41919982764,412,False,-11.595083695277571,8.45418361150514,0.0600232436383764,4.472425770759583,1.240662473042806,3.2317632977167765,4296.86572265625,7892.31494140625,8.274127499986207
5,mps,topanga_ridge,150,-14996.700981010415,50,False,12.262002673149109,9.189824268023173,0.12125033463040988,4.420058398246765,1.2130322682857513,3.2070261335372923,7565.40966796875,13522.294921875,6.409910666989163
6,mps,sullivan_canyon,150,-72529.80412089363,261,False,5.652162133455277,3.321271346435824,0.07009022761136294,4.396366499265035,1.2009576153755188,3.195408887863159,4604.6171875,8747.8935546875,6.960871917020995
7,mps,single_training,150,-130964.12984015569,438,False,0.2666109697024028,2.461282127350569,0.07617196794599294,4.392870128949483,1.195183110634486,3.1976870409647624,2304.277099609375,5530.35498046875,6.959628915996291
8,mps,single_training,150,-136220.26587688777,443,False,1.1423492868741354,1.5234528412421544,0.06379817884415388,4.4021860106786095,1.1943360364437103,3.2078499841690062,2143.42578125,4695.779296875,7.075366874982137
9,mps,sullivan_canyon,150,-43192.363140478934,163,False,8.83477860291799,4.943587989409765,0.08816219801083207,4.417690744400025,1.2006375579039257,3.217053206761678,5043.01123046875,9400.849609375,6.847000415989896
10,mps,sullivan_canyon,150,-50404.6218387878,181,False,6.52699076573054,2.766094573015968,0.07050271075218915,4.427064228057861,1.2067959860960642,3.2202682447433473,3562.01611328125,6588.22705078125,6.583961666998221
11,mps,single_training,150,-138951.1191054963,456,False,-2.3822106970349948,0.7590179526130911,0.078243042708685,4.433735925356547,1.2149898707866669,3.2187460613250733,377.8681640625,1204.1556396484375,8.230162666004617
12,mps,single_training,150,-132218.08258918056,431,False,-2.038367523668955,0.4076935243502764,0.07575377654284239,4.428129754066467,1.2193318903446198,3.208797871271769,346.9652099609375,898.3455810546875,7.970470959000522
13,mps,topanga_ridge,150,-14137.443906306316,47,False,7.255807490348816,3.1070721728851396,0.12417636711150408,4.416628578503927,1.2176533675193786,3.198975191116333,2812.382568359375,5364.9306640625,7.706575999996858
14,mps,topanga_ridge,150,-14328.833874514712,48,False,6.059441956964632,2.2682227069155365,0.11602541857709488,4.405463630358378,1.2186210374037425,3.186842579841614,2069.218994140625,4220.2177734375,7.888838292012224
15,mps,single_training,150,-103688.84484892916,339,False,-1.7523264350493748,0.2238337140530348,0.07731321834027767,4.391600413322449,1.220796552101771,3.1708038663864135,878.0986938476562,1889.47802734375,7.8003466250083875
16,mps,single_training,150,-107321.56014827362,360,False,-2.3435983526706696,0.34386666417121886,0.0763841463625431,4.388068826993306,1.2238435542583466,3.164225271542867,1084.570068359375,2259.1064453125,7.967594082991127
17,mps,topanga_ridge,150,-17350.03872273857,59,False,4.247394957194726,1.4820354646857594,0.10787571378052235,4.3922746404012045,1.2255184733867646,3.1667561435699465,796.402587890625,1747.5146484375,7.9309074170014355
18,mps,single_training,150,-104060.42035754422,338,False,-2.9106288735071817,0.6356328900158406,0.06737019376208385,4.3939131736755375,1.2274481022357941,3.1664650599161783,1604.23583984375,3231.190673828125,8.245644792012172
19,mps,single_training,150,-147113.14593683727,480,False,-6.50840422074,2.526047150790691,0.0732592248916626,4.3987694867451985,1.2270064194997152,3.1717630704243978,2884.0615234375,5601.06982421875,8.203591666009743
20,mps,single_training,6,8.23377996891216,0,True,4.719216823577881,1.0561900635560353,0.01605673072238763,4.770870844523112,1.356256365776062,3.41461451848348,22.404525756835938,59.67140197753906,0.4386377500195522
