episode,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,corr_V_return,explained_variance,var_return,var_residual,V_mean,V_std,return_mean,return_std,wall_time_s
20,mps,10,-75.13805154138382,0,True,5.560775923728943,1.51381995677948,0.01577600222080946,4.522623205184937,-0.9830069449894124,-3943.7272444621526,3.891929142442405e-06,0.015352598921708777,0.9283255875110626,0.12196580222296712,2.15244455585977,0.0019727972887355672,0.4847006250056438
21,mps,150,-133780.68862679802,433,False,-2.4173540146897237,0.4267670117707409,0.0541001134365797,4.4487301603953044,0.9476399690327055,0.8646167912495001,1.0937136375502396,0.14807046170573274,-0.18082088256875675,0.7999073021044177,-0.7087380683852583,1.045807648446998,6.256693750008708
22,mps,150,-154475.85205634582,504,False,-3.9392051827317727,0.9672091413491489,0.07568323547020554,4.449669671058655,0.9284469040073604,0.8195980918742458,1.2626175294504103,0.22777861154587967,-0.1442908294002215,0.8118422802852822,-1.0041922922382587,1.1236625514140846,6.223452292004367
23,mps,150,-95881.52302367649,314,False,1.8369669763495524,0.3457404814544619,0.05740585724512736,4.450944142341614,0.8840656403689443,0.7647275477415574,0.6696815698175068,0.15755762516324828,-0.17509085362156232,0.8296764280782145,0.25870962137392617,0.8183407418780436,5.90285387498443
24,mps,9,-6.111036313079964,0,True,4.481295320722792,1.297066370646159,0.013810533823238479,4.560178491804335,-0.3686477832707796,-16408.782964119855,5.677428913804815e-07,0.009316537626975575,0.9879214498731825,0.09624190041350492,2.1227120854179806,0.0007534871540912171,0.3472873749851715
25,mps,150,-125780.68140059292,412,False,-1.540925106438808,0.21586399417484944,0.06323133596529563,4.44590386390686,0.9381665390560856,0.8795208477639347,0.7425482122240844,0.08946157910316362,-0.14023544535040855,0.8301545617803935,-0.49576662310505754,0.8617123720964464,6.013575165998191
26,mps,11,-96.34620893409218,0,True,5.295921845869585,1.3390826691280713,0.01651471040465615,4.519106344743208,-0.9903523887789017,-4939.384253838767,4.287083697033371e-06,0.021179840791712555,0.9805020202289928,0.14348211973571612,2.1285015284086195,0.002070527395866418,0.4421947499795351
27,mps,150,-119006.05988724525,389,False,-0.3533025067196771,0.14773271319549205,0.054994150983790555,4.429001619021098,0.9074886010713467,0.823099834178523,0.8135534029010996,0.1439177318778315,-0.18821758324901264,0.8373570930610954,-0.24998310357179648,0.9019719523915916,5.9564978330163285
28,mps,150,-112487.68714621954,369,False,0.4678249026959141,0.3101826338075989,0.059070649289836484,4.420806099573771,0.8288572490489174,0.6845549128941044,0.9275893490352713,0.2926035030049321,-0.15903945018847784,0.8459505026687973,-0.02645314165217046,0.9631144008035968,6.0771426249993965
29,mps,150,-91175.89603389514,297,False,1.60655783686166,0.2719189903711928,0.04881218461940686,4.4174917713801065,0.897691015816109,0.7790521118821988,0.649648880101187,0.14353854807645194,-0.09881411696473757,0.855488058838865,0.25948805050622126,0.8060079900976088,5.709494124981575
30,mps,10,-13.017155700906507,0,True,4.153468036651612,0.9072422564029694,0.014113756269216538,4.475937938690185,-0.7386553221440707,-10783.24275388506,1.0350622950757478e-06,0.011162363055490274,1.1878046870231629,0.1048983658997722,2.13441965932259,0.0010173801133675396,0.4056735420017503
31,mps,150,-102474.3864836706,338,False,0.3678773182157117,0.2637436764936942,0.07651675229271253,4.40216215133667,0.8489416406433637,0.7016211230868312,0.8441378062624458,0.25187289059253465,0.11584610765178999,0.9068944964438689,0.22479923141072622,0.9187697242848427,5.999821625009645
32,mps,150,-98826.32978039568,322,False,-0.07255492353190979,0.140831356580699,0.0709346989604334,4.397087914148966,0.9166510314908014,0.7995584069044875,0.7018577317344655,0.14068148187525906,0.2505527961750825,0.9369366147795236,0.23831046941555187,0.8377694979733181,5.889080583001487
