episode,ignition_name,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,value_grad_norm,other_grad_norm,wall_time_s
37,sullivan_canyon,mps,150,-80279.93845516242,287,False,-2.43283473610878,0.475374081688545,0.15133684081335863,4.279719990094502,850.4417114257812,1169.898193359375,6.035737250000238
38,stone_canyon,mps,150,-141085.65797664016,481,False,-5.860210123062134,2.0235727438662434,0.10673061914741994,4.280309011141459,1611.5667724609375,2202.063720703125,6.2373326670058304
39,topanga_ridge,mps,150,-6151.592059956024,15,False,3.31012624224027,0.6644566065942248,0.16964937093357246,4.279227533340454,1033.1712646484375,1413.683837890625,5.9779159580066334
40,stone_canyon,mps,150,-105754.38804275771,363,False,-3.331423535818855,0.6980380654285545,0.09854613748689492,4.280368806521098,1059.0877685546875,1462.387451171875,6.070742833006079
41,stone_canyon,mps,150,-148440.27595206496,509,False,-6.46447692801555,2.426222117469879,0.10755691029131413,4.283176719347636,1694.9149169921875,2281.251953125,5.84269195899833
42,topanga_ridge,mps,150,-18384.555703455397,65,False,2.7516675453757244,0.48805151888895126,0.1627361560612917,4.282974932988485,851.4318237304688,1168.0860595703125,5.924044125000364
43,stone_canyon,mps,150,-119537.41320737159,410,False,-3.493316141019265,0.8070910906383263,0.09883978217840195,4.27878885269165,767.4934692382812,1105.6666259765625,5.678440082992893
44,topanga_ridge,mps,150,-13701.335644791154,45,False,3.5349428451061247,0.7390204216912388,0.15702561996877193,4.281160430908203,1155.72412109375,1571.5660400390625,6.045334209004068
45,sullivan_canyon,mps,150,-35804.77436034806,131,False,1.9216511704322572,0.2430780184814472,0.11855891056358814,4.285734675725301,707.45068359375,937.1970825195312,6.066787000003387
46,sullivan_canyon,mps,150,-53616.37417008068,197,False,0.47815577415128546,0.07840243893943503,0.12599334408839544,4.2928049866358435,328.74462890625,476.21533203125,5.932923832995584
47,sullivan_canyon,mps,150,-51496.33261834948,188,False,0.5506513232489427,0.09102242939496136,0.1157676817725102,4.296443945566813,352.0669250488281,474.33612060546875,6.011555874996702
48,topanga_ridge,mps,150,-8190.819202119792,24,False,3.593417449792226,0.7233340320487817,0.14643119672934216,4.305487376848856,1089.0059814453125,1450.258056640625,6.173062250003568
49,sullivan_canyon,mps,150,-69054.81245569458,248,False,-1.6431842914720376,0.2886936390079427,0.12766371617714564,4.316529575983683,789.13427734375,1070.1015625,5.963308708000113
50,stone_canyon,mps,150,-108284.42653686296,373,False,-3.557977291097244,0.7885125271836295,0.1044758622845014,4.3212289190292354,998.6832885742188,1343.446533203125,5.995236749993637
51,topanga_ridge,mps,150,-4591.205542795715,9,False,3.4223016142845153,0.6394047944744428,0.14889268778264522,4.324407731691997,931.9020385742188,1243.13134765625,5.823301208001794
52,topanga_ridge,mps,150,-4197.579281559577,7,False,3.1875236602624257,0.5641551691790422,0.15123847196499507,4.326969469388326,837.009765625,1120.335205078125,6.087793000013335
53,sullivan_canyon,mps,150,-58355.320861950975,217,False,-1.3726836185386249,0.18482181144163465,0.12007045495013396,4.33019898891449,562.470458984375,765.2935180664062,6.106398625008296
54,sullivan_canyon,mps,150,-54047.04006629829,201,False,-1.112251168899238,0.1353715995896862,0.11573809844752153,4.333062572479248,517.2265625,731.8994750976562,6.22778683299839
55,stone_canyon,mps,150,-160046.91460834385,550,False,-8.259346237728993,4.124654608493632,0.10641601266960303,4.33401298681895,2423.068603515625,3249.731689453125,6.009918167008436
56,topanga_ridge,mps,150,-4559.053278225311,8,False,2.8905208625396095,0.47255626268684864,0.16217040672898292,4.341485563913981,704.0726928710938,947.2288818359375,5.8550523330050055
57,topanga_ridge,mps,150,-10705.816985937116,34,False,2.2137590400812526,0.318052727201369,0.1462567313015461,4.34868536790212,466.8578796386719,642.2420043945312,6.194925167001202
58,sullivan_canyon,mps,150,-40802.94747460972,149,False,-0.2622991619942089,0.04999034297798668,0.1101300273090601,4.350591807365418,222.83824157714844,333.9997863769531,6.137118458995246
59,topanga_ridge,mps,150,-13745.302124677684,46,False,1.7382197574339806,0.22464074165928954,0.1469075670093298,4.351170463562012,296.7141418457031,415.2635498046875,5.9660572499997215
60,stone_canyon,mps,150,-137088.7284117844,467,False,-7.325690999403596,3.199906185743627,0.09040737832585971,4.35555908203125,2127.2861328125,2890.02587890625,5.987361834006151
61,sullivan_canyon,mps,150,-44669.1685293471,173,False,-0.8388907006491596,0.08040880370872411,0.11984476866821447,4.361909081141154,402.8500061035156,565.0597534179688,6.242602041995269
62,stone_canyon,mps,150,-115149.88528092043,394,False,-5.355358250439167,1.655371842480575,0.09860717366139093,4.363282880783081,1640.6781005859375,2185.182373046875,6.015626332999091
63,stone_canyon,mps,150,-148984.08176792972,510,False,-7.211983052268624,3.1696062484525465,0.09896695752938589,4.365833174387614,1607.906005859375,2153.646728515625,5.896060416998807
64,topanga_ridge,mps,150,-8065.686024173808,23,False,2.704441960553328,0.4127440566352258,0.13261439035336176,4.371416660944621,755.3510131835938,1001.960205078125,6.109946166994632
65,topanga_ridge,mps,150,-23678.995424694866,84,False,1.424949181235085,0.14914049851573813,0.1542287339270115,4.380467766125997,312.6026611328125,452.069091796875,6.065745125000831
66,topanga_ridge,mps,150,-9047.49174214444,27,False,2.5925641976296903,0.40337790330018225,0.13656245288749536,4.389888324737549,772.4989624023438,1069.28759765625,6.031864082993707
67,topanga_ridge,mps,150,-9613.000922040777,28,False,2.4328768333922683,0.345129549310271,0.12347642953197162,4.394565814336141,698.2559814453125,885.5667724609375,6.100824750013999
68,topanga_ridge,mps,150,-11581.150329657285,37,False,1.953320090274016,0.2484277675881943,0.14656620129942893,4.403078376452128,539.8025512695312,718.6115112304688,5.993085709007573
69,stone_canyon,mps,150,-180446.39376921256,615,False,-11.179040335814157,6.609618934889634,0.1059026010831197,4.411903400421142,3236.634765625,4345.8740234375,6.147916374990018
70,sullivan_canyon,mps,150,-39224.28385090367,144,False,-0.5627758799369137,0.04250567348959379,0.1051921143134435,4.414763352076212,133.39968872070312,380.2366027832031,5.844941624993226
71,topanga_ridge,mps,150,-9373.040406864136,28,False,1.6455803177754085,0.1853740381387373,0.12445745145281156,4.4182519642512,411.63555908203125,542.6558227539062,6.1517353750095936
72,topanga_ridge,mps,150,-8384.95065190783,24,False,1.5078159523010255,0.16124608994772036,0.14113261508444944,4.420402636528015,356.5658874511719,521.1712646484375,6.177859000003082
73,topanga_ridge,mps,150,-22572.40000269378,79,False,-0.08361027584721645,0.09922943574681994,0.14134005784988404,4.4226225010553994,215.795166015625,413.4801940917969,6.087870124989422
74,stone_canyon,mps,150,-130774.1610903855,447,False,-7.641144719918569,3.2006179175774254,0.08676366863151391,4.421002860069275,2080.09228515625,2903.78173828125,5.912878749993979
75,topanga_ridge,mps,150,-23980.760347735984,86,False,-0.3332064748307069,0.0984118579994174,0.13631251481672127,4.419739243189494,321.33502197265625,508.96435546875,5.965399583001272
76,topanga_ridge,mps,150,-20516.08472908195,72,False,0.06903473475327095,0.06276547108917536,0.14278241232037545,4.419778480529785,174.61155700683594,305.9200439453125,6.267379083001288
77,topanga_ridge,mps,150,-27721.936451539274,100,False,-0.399541272521019,0.06830677947569105,0.13976846888661384,4.425974717140198,322.52392578125,509.861328125,6.071374166989699
78,topanga_ridge,mps,150,-25310.232723286073,90,False,-0.11214341361851742,0.059794295852667954,0.14033117254575095,4.436432684262593,168.40504455566406,481.4136047363281,6.093137417003163
79,stone_canyon,mps,150,-174407.76204415568,596,False,-10.162184553742408,5.803406042614951,0.10673688272635141,4.444438171386719,2462.623291015625,3277.5546875,6.231608625006629
80,topanga_ridge,mps,150,-15192.198824725952,51,False,1.3036214613666137,0.126550771118782,0.13799185184141,4.455637723604838,407.91571044921875,558.847412109375,5.936491166998167
81,sullivan_canyon,mps,150,-50135.60053312956,188,False,-1.2729894673079252,0.11888519002068886,0.11025673006971677,4.4613750410079955,240.60716247558594,332.46282958984375,6.154932791003375
82,topanga_ridge,mps,150,-10269.583122924616,32,False,2.1221130418777467,0.2938063849978304,0.14458332108954589,4.469578509330749,720.1743774414062,969.4518432617188,6.192205415994977
83,stone_canyon,mps,150,-115195.84280407286,393,False,-4.8049964473644895,1.3708117133417788,0.08482801854610443,4.475252161026001,1021.6967163085938,1347.4720458984375,6.165723500002059
84,stone_canyon,mps,150,-132888.10649230558,450,False,-6.167332017521064,2.2431691741145916,0.09073717708388965,4.485611384709676,1375.8302001953125,1799.929443359375,5.878318707997096
85,topanga_ridge,mps,150,-6187.82335345996,15,False,3.313175350030263,0.6363639755547047,0.13454884832104047,4.494603160222371,1094.646484375,1443.8802490234375,5.895078790999833
86,stone_canyon,mps,150,-118381.5651277298,405,False,-4.363062776799003,1.261742629640309,0.08784638208647569,4.503673961957296,697.6853637695312,927.5556030273438,6.438035750004929
87,stone_canyon,mps,150,-178061.08085536552,607,False,-8.891834223270417,4.3951248041835305,0.09602718484898408,4.5110320949554445,1960.5299072265625,2460.894287109375,6.341220041998895
88,stone_canyon,mps,150,-153184.80576967928,525,False,-5.920158228836954,2.6112248659076673,0.08961290583014488,4.515810648600261,821.9179077148438,1107.35498046875,6.305318874990917
89,stone_canyon,mps,150,-142359.02610929482,486,False,-5.041711249897878,1.6294194778487023,0.08805406957864761,4.520993831952413,890.4285888671875,1136.4560546875,6.264873499996611
90,stone_canyon,mps,150,-108681.4568608062,374,False,-1.71467092761149,0.562807399494183,0.07901375725865364,4.522795057296753,190.5527801513672,387.7646179199219,6.136569207999855
91,topanga_ridge,mps,150,-21436.48697253575,76,False,4.031632734934489,0.911677841146787,0.12315479377905528,4.530017778078715,1303.9189453125,1653.4324951171875,5.943290749986772
92,topanga_ridge,mps,150,-2786.9239565071803,1,False,5.823646883964539,1.878770682811737,0.11073946145673592,4.5364696423212685,1880.035400390625,2441.08447265625,6.218477624992374
93,stone_canyon,mps,150,-98246.88574783193,337,False,-0.7301573339104652,0.3123189820046537,0.07443735552330812,4.544959637324015,229.6407470703125,406.6697998046875,5.958151582992286
94,topanga_ridge,mps,150,-15107.300202453995,51,False,4.906236572265625,1.2865432596206665,0.12602775812149047,4.560721057256063,1497.10888671875,1957.23193359375,5.932954167001299
95,sullivan_canyon,mps,150,-44663.069577875314,166,False,2.7946684674421944,0.5818156039218108,0.09882274833818276,4.573791786829631,1013.732177734375,1340.2034912109375,5.9924707080062944
96,sullivan_canyon,mps,150,-44757.41038493227,170,False,2.3186049489180247,0.3437356631706158,0.09696041916807492,4.588822323481242,710.8663940429688,896.9205932617188,6.117655833004392
97,topanga_ridge,mps,150,-21978.930336577025,77,False,3.8748323067029316,0.7580993694067001,0.11816183934609095,4.602957515716553,1008.576904296875,1313.3062744140625,6.17385758299497
98,sullivan_canyon,mps,150,-76760.94478231015,276,False,-0.8141381959120433,0.23136004703197008,0.10004921575387318,4.614474229812622,140.98143005371094,245.86834716796875,6.2216852499987
99,topanga_ridge,mps,150,-12932.180151154473,42,False,4.277155691782633,0.889889365832011,0.12482125433782737,4.620733947753906,1039.4075927734375,1379.3280029296875,5.871569250011817
100,topanga_ridge,mps,150,-6226.495277783032,14,False,4.6865587902069095,1.0371669936180115,0.10768467451135318,4.626410525639852,1109.2088623046875,1502.0667724609375,5.983559750005952
101,sullivan_canyon,mps,150,-51182.62891220477,192,False,0.7823301663893896,0.12948245623449262,0.09959347133835157,4.630852931340535,239.71348571777344,357.88909912109375,5.934005332994275
102,sullivan_canyon,mps,150,-43431.78805921755,161,False,1.0094007012620567,0.12500361665703774,0.09340220282475153,4.63633092880249,192.94557189941406,309.24652099609375,5.968895792000694
103,sullivan_canyon,mps,150,-69175.36304621164,257,False,-1.6524530197431644,0.34591648981828865,0.09945722945034503,4.639003133773803,627.3361206054688,896.8500366210938,6.1937331249937415
104,stone_canyon,mps,150,-111753.88201930083,384,False,-4.177034507393837,1.0096326440401997,0.07245608600477378,4.644853420257569,997.0774536132812,1301.7225341796875,6.053052916002343
105,sullivan_canyon,mps,150,-55588.309534934284,201,False,-0.755935995693629,0.16038663765702252,0.09085167201856773,4.65048464457194,358.15850830078125,554.9185180664062,6.184868999989703
106,stone_canyon,mps,150,-147265.4902352768,499,False,-7.165915917754173,2.8612352431030015,0.08011381326864163,4.6539876143137615,1625.8131103515625,2377.904052734375,6.1251651250058785
107,sullivan_canyon,mps,150,-40986.24982547801,152,False,0.511281249448657,0.0781806454480405,0.09739838860929012,4.65578509648641,78.24906921386719,253.3878631591797,6.009065416990779
108,topanga_ridge,mps,150,-16866.965247177388,58,False,2.488355404138565,0.3231841660787662,0.13197527565062045,4.658578230539958,379.6468200683594,627.626220703125,6.140757583008963
109,stone_canyon,mps,150,-107824.78225980139,369,False,-4.221474727193515,1.0065489083285988,0.07419966412087281,4.662892147699992,904.4534301757812,1235.0843505859375,6.058561957994243
110,topanga_ridge,mps,150,-14398.24144276468,48,False,2.6191518779595695,0.34782421390215557,0.11844582232336204,4.666176996231079,438.6270751953125,619.9236450195312,5.914467333001085
111,topanga_ridge,mps,150,-18757.089060831364,66,False,2.0932015267650907,0.24914380487470528,0.12635127415259678,4.668969875971476,315.3202209472656,600.9871826171875,6.244730375008658
112,topanga_ridge,mps,150,-16465.135895698288,56,False,2.158652308615856,0.2592426642717987,0.11345668559273084,4.67144965171814,339.6052551269531,527.34228515625,6.241935083002318
113,topanga_ridge,mps,150,-16024.479526994823,55,False,1.9922368821129204,0.22566555734197513,0.09446185333033402,4.672359997431437,298.95166015625,391.0305480957031,5.920622292003827
114,stone_canyon,mps,150,-142704.61849114546,489,False,-7.584663573056459,2.9501944833182887,0.07331621850530307,4.673157637914022,1589.688720703125,2187.072509765625,6.114392041999963
115,sullivan_canyon,mps,150,-59792.11542647505,223,False,-1.8848054376492898,0.26019781741139014,0.09485087357461452,4.673588930765788,434.4689636230469,622.02880859375,6.467962958005955
116,topanga_ridge,mps,150,-17687.55777770935,61,False,1.4400499760305199,0.15644490169887834,0.13018309817959864,4.675700251261393,182.70350646972656,476.6477966308594,6.006506416000775
117,stone_canyon,mps,150,-97125.01822846611,333,False,-4.527495942376554,1.0663443798935623,0.06303493075072765,4.677471548716227,1071.930908203125,1540.166015625,6.246513958001742
118,stone_canyon,mps,150,-87550.67030401036,300,False,-3.6083153469363847,0.6462830864366454,0.05822151549160481,4.678849862416585,808.0413208007812,1086.6932373046875,5.971400833004736
119,stone_canyon,mps,150,-149049.45581294366,508,False,-8.56428372748817,3.9778059164549266,0.06959846387306849,4.681652094523112,1615.4908447265625,2203.42529296875,6.000769374993979
120,sullivan_canyon,mps,150,-59452.831270567,216,False,-1.8392606649299463,0.2290875692757739,0.08315590960284074,4.6858335304260255,433.74774169921875,626.3462524414062,6.048511583998334
121,sullivan_canyon,mps,150,-58964.042869942976,219,False,-1.6868956928079326,0.19974095564981934,0.09044242508709431,4.688384056091309,360.4291076660156,501.0979309082031,6.16305016700062
122,topanga_ridge,mps,150,-15439.74299811362,52,False,2.3807400904161233,0.3119419427328588,0.10974788255989551,4.690512364705404,486.426025390625,698.1979370117188,5.92576141700556
123,stone_canyon,mps,150,-124805.16963256102,425,False,-5.814767738481363,1.7281836403376656,0.06960936362544695,4.691774622599284,1061.1502685546875,1451.5411376953125,6.097062667002319
124,stone_canyon,mps,150,-152375.98696525037,520,False,-7.629477192262809,3.0231655360610845,0.08272800246874491,4.694179271062215,1355.788818359375,1824.0802001953125,5.966740000003483
125,sullivan_canyon,mps,150,-49724.297948929416,184,False,0.2399087960086763,0.11831357359660614,0.09154554732143878,4.697015574773153,197.00057983398438,388.554931640625,6.133497250004439
126,sullivan_canyon,mps,150,-52816.305633443066,199,False,0.2056420445193847,0.12366161451921168,0.08812250728408495,4.6996052424112955,250.95997619628906,438.67822265625,6.292395416996442
127,topanga_ridge,mps,150,-13643.166638799055,45,False,3.5478173855940502,0.6381749867523709,0.11178465500473976,4.702496547698974,795.0352783203125,1142.280029296875,6.180896916994243
128,sullivan_canyon,mps,150,-52483.79796653094,190,False,0.3048163308451573,0.13485835232905324,0.07624180714289347,4.704844134648641,266.81640625,419.8182373046875,6.150532958999975
129,stone_canyon,mps,150,-124362.60114663448,426,False,-5.284950635458032,1.415586086361703,0.06510269839316607,4.70741081237793,877.0909423828125,1144.73876953125,5.987047374990652
130,topanga_ridge,mps,150,-12846.218788131002,41,False,3.661265054941177,0.6506064967562755,0.09935937351236741,4.709859574635823,783.5234375,1128.1541748046875,6.069448124995688
131,topanga_ridge,mps,150,-16137.709772532597,55,False,3.2124458368619284,0.521716480118533,0.10287527450670798,4.711451613108317,681.1113891601562,958.386474609375,5.876334042011877
132,stone_canyon,mps,150,-162710.2339969819,560,False,-8.01448559384793,3.662061566008139,0.07444469590981802,4.712201662063599,1263.9376220703125,1735.065185546875,5.956441709000501
133,topanga_ridge,mps,150,-5412.835977399935,12,False,4.233292866547902,0.835333164135615,0.10421470715353887,4.711979866027832,875.4288940429688,1231.096923828125,5.9583842499996535
134,stone_canyon,mps,150,-118713.46295714437,407,False,-4.5940590705008555,1.2368252942868214,0.06891584649682045,4.712854566574097,676.2374877929688,981.6472778320312,6.206201708992012
135,stone_canyon,mps,150,-62632.58544569222,214,False,0.0733992467696468,0.029804616241702508,0.06066614585618178,4.712439289093018,88.7117691040039,424.9058837890625,5.9796956250065705
136,sullivan_canyon,mps,150,-44166.03380841657,163,False,0.7774664145770173,0.06323400008564173,0.07924098828186592,4.712411464055379,208.85134887695312,283.654296875,6.014647749994765
137,stone_canyon,mps,150,-129349.19953644689,441,False,-5.725525195449591,1.796457683930251,0.06269099358469248,4.711464961369832,1002.4055786132812,1382.924560546875,5.886127207995742
138,stone_canyon,mps,150,-119172.05702369077,409,False,-4.594057009021441,1.1904814220959088,0.058596688124040765,4.709620774586996,674.5359497070312,893.0032348632812,6.093636124991463
139,sullivan_canyon,mps,150,-47309.62666145485,183,False,0.6030074181842308,0.10273665542479003,0.08770593547572693,4.707877073287964,197.96685791015625,384.45977783203125,6.34585316599987
140,topanga_ridge,mps,150,-13385.76376247436,43,False,3.4101739811897276,0.5334620042145253,0.12320934826508165,4.706173289616903,613.58642578125,984.107666015625,6.216495792003116
141,stone_canyon,mps,150,-123356.48301508247,422,False,-5.42512798661987,1.5464553897478617,0.06071987258891265,4.703294846216838,1003.8416137695312,1356.1865234375,6.228491832996951
142,sullivan_canyon,mps,150,-39354.85881730715,145,False,1.053119319739441,0.08674981001441968,0.07744376748800277,4.70106437365214,150.2046356201172,215.36643981933594,6.110891916992841
143,sullivan_canyon,mps,150,-48518.32032336297,177,False,0.3345954748765022,0.060257879699498675,0.07229541286826134,4.697931722005208,66.80668640136719,285.4972229003906,5.841198000009172
144,sullivan_canyon,mps,150,-48548.16441949537,182,False,0.27574583477961523,0.06688764546166946,0.07943854715675115,4.695112679799398,70.9732894897461,203.80062866210938,6.358855084006791
145,sullivan_canyon,mps,150,-53695.863501038235,201,False,-0.2080503883647422,0.07272453015801147,0.08153834469616413,4.693238903681437,13.869372367858887,103.89220428466797,6.134340374992462
146,stone_canyon,mps,150,-120110.12350658634,411,False,-5.084937237805376,1.4500363099965217,0.05501927537222703,4.690034316380818,843.1072998046875,1219.1162109375,5.883722625003429
147,topanga_ridge,mps,150,-10433.094543905638,32,False,3.3393561466534933,0.5278486226499081,0.07493262293438117,4.6880827871958415,595.6896362304688,800.9576416015625,6.02438320798683
148,topanga_ridge,mps,150,-24683.939812841112,88,False,1.9260306993188958,0.2062183428977975,0.1077814232558012,4.685643796920776,251.2830810546875,470.5732421875,6.0927601250004955
149,topanga_ridge,mps,150,-14776.674444103775,49,False,2.7430508025487264,0.36358852438007794,0.0990098674967885,4.683557631174724,445.5959167480469,596.49072265625,6.0492727079981705
150,topanga_ridge,mps,150,-15382.990935243428,52,False,2.44984684586525,0.3046336053715398,0.09893626148502031,4.682476682662964,380.46856689453125,607.6329956054688,6.225085291007417
151,topanga_ridge,mps,150,-11905.442450125523,39,False,2.4842512075106304,0.32993509924504905,0.09379645812014739,4.680573886235555,396.9753112792969,729.8147583007812,5.813702416009619
152,sullivan_canyon,mps,150,-31558.213762156207,114,False,0.5940035892697051,0.04192167163929611,0.06107557515303294,4.678525231679281,67.53251647949219,450.43243408203125,6.2273844169976655
153,stone_canyon,mps,150,-145677.54260421035,501,False,-8.563757862846057,3.608010847955011,0.06404653642326594,4.675829401016236,1699.20947265625,2269.914306640625,5.8759574580035405
154,stone_canyon,mps,150,-99996.84144098387,342,False,-4.928672206513584,1.292710227700997,0.05141535154854258,4.674607966740926,1016.0872802734375,1436.820068359375,5.796397541998886
155,sullivan_canyon,mps,150,-44857.90083116513,165,False,-1.0657916736602784,0.13193572806555948,0.08261738201603293,4.672377993265788,362.85003662109375,630.9090576171875,5.887624042006792
156,topanga_ridge,mps,150,-16056.907492372786,54,False,1.37968964976569,0.17699339314932028,0.138185062383612,4.671574233373006,128.1448211669922,723.5866088867188,6.068782999995165
157,sullivan_canyon,mps,150,-32603.85739649173,119,False,-0.1630543899939706,0.07921897035679497,0.06555902112275362,4.670665966669718,215.81089782714844,420.6194763183594,6.135174459006521
158,stone_canyon,mps,150,-152167.526763502,520,False,-9.401227436314027,4.367015208843319,0.06788374499728282,4.669019021987915,1829.1920166015625,2491.839111328125,6.024810250004521
