episode,ignition_name,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,value_grad_norm,other_grad_norm,wall_time_s
253,sullivan_canyon,mps,150,-27525.710953601407,103,False,3.0182815074920653,0.4467493076125781,0.04506413049995899,4.673193079630534,619.61474609375,1233.33447265625,5.879278125008568
254,topanga_ridge,mps,150,-12962.78398173038,42,False,4.349474291801453,0.8812517653902372,0.04973512515425682,4.673698774973551,816.3518676757812,1411.9951171875,6.244137708999915
255,stone_canyon,mps,150,-131333.57746347293,451,False,-4.959944260952374,1.4517869875379772,0.04314435968796412,4.674086860020956,720.5070190429688,1059.911376953125,5.847618250001688
256,stone_canyon,mps,150,-116963.00617426437,403,False,-3.0533047620455425,0.9018340169878987,0.04073451951146126,4.67472541809082,237.66566467285156,332.37396240234375,6.210978541988879
257,topanga_ridge,mps,150,-9594.33337865864,29,False,4.819515867233276,1.06352308233579,0.049097115161518254,4.674978704452514,902.9306030273438,1324.8040771484375,5.914613457993255
258,stone_canyon,mps,150,-102373.66153085565,352,False,-2.5932561934118468,0.46943522432928453,0.03629230913706124,4.676310701370239,346.2820739746094,492.70928955078125,6.363102332994458
259,topanga_ridge,mps,150,-12258.879323592764,40,False,4.548315119743347,0.9877505375941594,0.06409153955678146,4.6755709552764895,856.8556518554688,1397.7711181640625,6.044541541996296
260,topanga_ridge,mps,150,-21007.765820754503,74,False,3.71730388323466,0.655593300362428,0.05630398867962261,4.675984894434611,654.1964111328125,1132.36181640625,5.781627707998268
261,sullivan_canyon,mps,150,-69092.86620765783,252,False,-0.6891745510542144,0.09054044643865627,0.04486111573254069,4.676062450408936,169.95803833007812,350.3743896484375,6.261525875001098
262,topanga_ridge,mps,150,-16360.11690389331,56,False,4.154519733587901,0.8062821941574415,0.047486630454659465,4.675207783381144,739.846923828125,1192.475830078125,5.844117708009435
263,sullivan_canyon,mps,150,-52615.03084045356,198,False,0.8598184236076971,0.07751066675278859,0.061009307677547135,4.674688444137574,151.27877807617188,2002.631103515625,6.159495667001465
264,topanga_ridge,mps,150,-14289.696322958853,48,False,4.25025475025177,0.8381761228044827,0.05768717726071675,4.674543116887411,748.9193115234375,1856.6402587890625,6.048494416987523
265,stone_canyon,mps,150,-107602.78318501514,369,False,-3.2090343455737456,0.6438840727309079,0.03747776051362355,4.675272013346354,511.7799072265625,884.0269775390625,5.879390417001559
266,stone_canyon,mps,150,-136712.53287672825,468,False,-5.847962872833014,1.783937768516383,0.03725276550278068,4.674759991963705,944.2167358398438,1311.3970947265625,6.066460375004681
267,topanga_ridge,mps,150,-19808.66703703529,68,False,3.55320919752121,0.626174079241852,0.060758126430834336,4.672543210983276,599.9409790039062,1116.637939453125,5.937440541994874
268,stone_canyon,mps,150,-156738.1546288261,536,False,-7.562111267248789,2.9125219600927084,0.048335276873161394,4.671534325281779,1260.9293212890625,1686.057373046875,5.926897249999456
269,sullivan_canyon,mps,150,-44544.240711139355,169,False,1.7085682423909505,0.17252023588245113,0.056726859550302225,4.668333028157552,392.56451416015625,800.4622802734375,5.976125334011158
270,topanga_ridge,mps,150,-19183.88037854543,67,False,3.6732872200012205,0.6533913837869962,0.06431661490350962,4.666609500249227,631.038330078125,1189.4110107421875,6.162792167000589
271,sullivan_canyon,mps,150,-48586.88324761122,182,False,1.1952688537646705,0.09649566872666866,0.03704318130388856,4.664447876612345,264.40283203125,422.19598388671875,6.1826090829999885
272,topanga_ridge,mps,150,-15570.672782324891,52,False,3.9363361704349518,0.732296258310477,0.03867771856486797,4.663886896769205,671.2445068359375,896.398681640625,6.149125625001034
273,stone_canyon,mps,150,-152415.4487347864,523,False,-6.977484385818243,2.6735094433790074,0.05487886448701223,4.663476552963257,1219.110107421875,2284.3974609375,5.912790791990119
274,stone_canyon,mps,150,-110645.19282966718,378,False,-3.9948210194706917,0.8784305033095492,0.06952095784246921,4.664387273788452,715.2921142578125,2854.03857421875,5.971398584006238
275,topanga_ridge,mps,150,-7469.914211739865,20,False,4.442102455298106,0.9267467844486237,0.054547194813688596,4.663717975616455,778.7122192382812,1823.710205078125,5.996616542004631
276,stone_canyon,mps,150,-128587.69516685526,440,False,-5.409218716944258,1.633016723465007,0.03752752023438612,4.66416587193807,1000.9312744140625,1286.79443359375,5.994885374995647
277,sullivan_canyon,mps,150,-42992.00521375042,164,False,1.2252259162177022,0.10864255354605613,0.040657515690351524,4.664164702097575,218.74803161621094,444.01129150390625,6.1240023329883115
278,sullivan_canyon,mps,150,-41681.17896625226,160,False,1.2551599182933568,0.11557640028137636,0.04196554459010561,4.665411148071289,253.2271728515625,533.7662963867188,6.079798791004578
279,topanga_ridge,mps,150,-12334.116664350022,39,False,3.635092341105143,0.6656488985444109,0.04358256201570233,4.666149326960245,593.9635009765625,930.6657104492188,5.974256583998795
280,sullivan_canyon,mps,150,-58472.17308345587,217,False,-0.4259206625570853,0.06680023097680532,0.03378282158945998,4.668264865875244,61.662288665771484,174.67135620117188,5.793606791994534
281,stone_canyon,mps,150,-104565.66329632276,359,False,-4.048846706313392,0.8597627907520837,0.041883155902226764,4.669126211802165,737.2421875,1259.4378662109375,6.161154000001261
282,sullivan_canyon,mps,150,-37450.913888049865,142,False,1.545325417717298,0.151746960595871,0.052890985856453576,4.669449787139893,399.0260009765625,1592.5526123046875,6.100237917009508
283,stone_canyon,mps,150,-126574.2485538639,434,False,-5.689814978589614,1.6198068130404377,0.04090171929448843,4.669196933110555,981.3023681640625,1669.93310546875,6.082765290993848
284,sullivan_canyon,mps,150,-77200.85826646935,277,False,-2.6323284865667422,0.5117560888753118,0.034578799717128274,4.669024273554484,632.8069458007812,874.1900634765625,6.054147959002876
285,topanga_ridge,mps,150,-21347.14072601013,75,False,2.537943639984975,0.3660805769821066,0.04377283942575256,4.668570076624553,333.95330810546875,681.7537841796875,6.149085666998872
286,stone_canyon,mps,150,-141074.25834176046,483,False,-7.089112332661947,2.6137109192530623,0.0355370190149794,4.667985849380493,1223.0306396484375,1751.8614501953125,5.9622939999972004
287,sullivan_canyon,mps,150,-50855.94223631854,189,False,0.09986095187642301,0.035207508317469424,0.034941606745123865,4.666014814376831,42.6939697265625,353.6583251953125,5.950665875003324
288,sullivan_canyon,mps,150,-82217.58475235812,290,False,-2.9721479660769305,0.5562801843617732,0.038455477245152,4.664305372238159,725.1539306640625,1041.063720703125,6.100752750004176
289,topanga_ridge,mps,150,-12645.166434645733,41,False,3.760580251812935,0.7010342027805746,0.03647930583606163,4.6612629699707036,621.7269287109375,854.8450927734375,5.981213584003854
290,stone_canyon,mps,150,-166271.42885762212,563,False,-8.175438886831204,3.7690644469524464,0.03979277087996403,4.659083773295085,1199.1424560546875,1811.7271728515625,6.015643582999473
291,sullivan_canyon,mps,150,-60803.70326800303,220,False,-0.49472246975327533,0.09007883902728887,0.038537519449989004,4.656148408253988,208.8370819091797,975.40087890625,6.089395874994807
292,topanga_ridge,mps,150,-16775.811566774533,57,False,3.6643096337715786,0.6542499247690042,0.03304369142279029,4.654837226867675,618.9623413085938,829.141845703125,6.33612441700825
293,sullivan_canyon,mps,150,-62411.06423731457,227,False,-0.5974638554252063,0.09848227446613048,0.028772647380828856,4.6540186373392745,237.5665740966797,359.193359375,6.056610041996464
294,stone_canyon,mps,150,-175152.12276270075,602,False,-8.80163577174147,4.162603510176802,0.03744381058650712,4.655148979822795,1330.377197265625,1796.2689208984375,5.811740208999254
295,stone_canyon,mps,150,-124836.27037412673,427,False,-4.263246239669,1.1643325867109533,0.031959689405436316,4.653031374613444,560.337890625,750.608154296875,6.194452000010642
296,sullivan_canyon,mps,150,-47381.88611989359,177,False,1.4420630074385554,0.13778077526132013,0.03909924001432955,4.6516329956054685,312.6277160644531,590.6194458007812,6.191794916987419
297,stone_canyon,mps,150,-106327.23770521904,365,False,-2.603844774911801,0.48020241562502636,0.029962626279642184,4.6502589511871335,391.9586486816406,512.43701171875,6.181799166006385
298,stone_canyon,mps,150,-113655.160636364,389,False,-3.5764802561203637,0.7773033108806703,0.03239005104949077,4.647367607752482,535.5685424804688,697.182861328125,6.21362899999076
299,stone_canyon,mps,150,-85670.12818097796,292,False,-0.7621525540854782,0.12320010769592954,0.030108458095540604,4.642690734863281,45.86446762084961,455.338623046875,6.062753499994869
300,sullivan_canyon,mps,150,-53580.00281193834,207,False,1.7467890791098277,0.24513911405629188,0.030465038294593492,4.6395968882242835,481.8954162597656,637.4708862304688,6.036139000003459
301,stone_canyon,mps,150,-120522.9898642232,413,False,-3.024669942415009,0.6905929616711713,0.033760664214690525,4.636449314753214,335.1465759277344,415.11907958984375,6.403719458001433
302,topanga_ridge,mps,150,-9843.497842410241,30,False,5.895078550974528,1.679716830253601,0.03910681571190556,4.630260143280029,1251.0543212890625,1650.7275390625,6.034233124999446
303,topanga_ridge,mps,150,-4126.28367676595,7,False,6.40967696984609,2.0624273173014323,0.033815829182664556,4.626290451685588,1406.345458984375,1719.756103515625,5.922487791001913
304,topanga_ridge,mps,150,-14327.150955314573,48,False,5.534189214706421,1.4697281738122305,0.038257271551216644,4.623864192962646,1166.1416015625,1466.308837890625,5.79339712500223
305,topanga_ridge,mps,150,-9986.509859967982,30,False,5.706499764124552,1.6644105986754099,0.030585512357453506,4.623819443384806,1239.03271484375,1530.761474609375,6.253707417010446
306,stone_canyon,mps,150,-141539.99858500378,485,False,-4.334160426606735,1.4122554474968152,0.03304326314479113,4.624459431966145,478.68438720703125,580.8120727539062,6.143715500002145
307,topanga_ridge,mps,150,-19731.25389767546,69,False,4.648346141974131,1.0831494237979253,0.03262202755858501,4.62294171333313,947.0545654296875,1130.186767578125,6.074250167002901
308,sullivan_canyon,mps,150,-41448.6110266187,158,False,3.022290664513906,0.5045869506398837,0.030447572730481626,4.622124045689901,726.2869873046875,963.2969360351562,5.826899250008864
309,topanga_ridge,mps,150,-7003.369107245501,18,False,5.693447265625,1.570401144226392,0.03239135002096494,4.62346066792806,1143.1236572265625,1400.8746337890625,6.021655290998751
310,topanga_ridge,mps,150,-18016.508628660828,62,False,4.2983211743831635,0.9321307101597388,0.0316940809165438,4.625994831720988,808.5331420898438,986.521484375,5.964492250001058
311,topanga_ridge,mps,150,-25132.295881760234,90,False,3.323048675606648,0.5846742978704667,0.03523903577278058,4.627853978474935,565.5113525390625,694.4219970703125,6.066555166995386
312,topanga_ridge,mps,150,-9015.004682666953,26,False,4.649891574382782,1.0627498206247885,0.03268915909032027,4.631102151870728,828.767822265625,1026.9365234375,6.190075832986622
313,sullivan_canyon,mps,150,-42565.30917916495,159,False,1.1779467567475512,0.11361160346530255,0.024076333126674097,4.633969500859578,141.84158325195312,250.7721405029297,5.901319082986447
314,sullivan_canyon,mps,150,-41303.045381657656,151,False,0.948967634520183,0.09372381119939746,0.024781574765220284,4.639005559285482,95.77182006835938,136.47723388671875,5.8302132910030195
315,stone_canyon,mps,4,-1354.1479159521966,5,True,4.439939975738525,0.8798950910568237,0.00630850566085428,4.82798445224762,9.794556617736816,19.05246353149414,0.1785224999912316
316,stone_canyon,mps,150,-141257.7407974797,481,False,-7.4518014228343965,2.8076723158359527,0.029150973269715906,4.643739585876465,1234.9295654296875,1636.398193359375,6.319678375002695
317,sullivan_canyon,mps,150,-58407.84983053881,218,False,-1.547513599942128,0.2490607241075486,0.03704841282684356,4.645513925552368,404.7423400878906,746.8820190429688,6.414855249997345
318,sullivan_canyon,mps,150,-53343.85745387499,197,False,-1.2299752403299014,0.15310525559248844,0.03336407036520541,4.647838576634725,283.1914367675781,549.5507202148438,6.214589708004496
319,sullivan_canyon,mps,150,-44919.52226468682,166,False,-0.6211724837605531,0.11173766352465937,0.02720905144388477,4.648151909510295,235.4571075439453,336.00628662109375,6.355550416992628
320,stone_canyon,mps,150,-117962.67702161826,404,False,-6.610154670079549,2.314260147511959,0.029045292952408392,4.64703942934672,1359.5799560546875,2004.8912353515625,5.932666374996188
321,topanga_ridge,mps,150,-21003.480466148812,74,False,1.7765909890225158,0.30578491909278455,0.04356685927758614,4.647250207265218,144.1862030029297,1068.20361328125,6.134362416996737
322,sullivan_canyon,mps,150,-37012.934692024435,137,False,0.4475266600213945,0.10066753128767232,0.030846840801338354,4.6479252910614015,67.54553985595703,665.6563720703125,6.049184832998435
323,stone_canyon,mps,150,-117819.33683159568,405,False,-5.507125323812167,1.5055959575685363,0.02541856438542406,4.648375533421834,943.1362915039062,1304.0975341796875,6.089876500001992
324,sullivan_canyon,mps,150,-44491.468392696246,165,False,0.32375621599766113,0.05653759760216417,0.03628220488938193,4.647708489100139,31.297683715820312,583.6298828125,6.0761642919969745
325,topanga_ridge,mps,150,-12080.755844864454,38,False,3.317793859342734,0.6226173670198477,0.04622646009239058,4.646487719217936,505.9356384277344,1323.1463623046875,6.063714666001033
326,topanga_ridge,mps,150,-15438.473337130174,52,False,3.1184801956017814,0.521353931374227,0.0376471044573312,4.647022228240967,451.828857421875,1075.9591064453125,6.013646040999447
327,topanga_ridge,mps,150,-25195.71400234582,90,False,2.016033950448036,0.2659980601159623,0.027082732918982704,4.649599765141805,241.6949920654297,404.294677734375,6.045168833996286
328,topanga_ridge,mps,150,-11028.365158808901,34,False,3.2528830836635705,0.5581899227931363,0.04098850067704916,4.65194359143575,493.5715637207031,1435.900634765625,6.319063792005181
329,topanga_ridge,mps,150,-18116.473561068204,63,False,2.3428422806660336,0.3345509886392392,0.06281580013533433,4.653939453760783,309.798828125,3074.039306640625,5.998672832996817
330,stone_canyon,mps,150,-149986.8364244307,514,False,-8.338917733828227,3.548451056648046,0.04511546577016513,4.655502204895019,1406.100341796875,2630.738037109375,6.2280283750005765
331,sullivan_canyon,mps,150,-29691.657494223444,104,False,1.0609476085651355,0.10270747705160678,0.026468206650267046,4.655914885203043,102.3875732421875,548.7031860351562,6.047115249995841
332,stone_canyon,mps,150,-113012.30780057199,387,False,-5.475867191106081,1.6010684446699452,0.02673321027929584,4.658045609792073,875.1041870117188,1136.5546875,6.105331291997572
333,stone_canyon,mps,150,-141832.4835118375,484,False,-7.6698355994125205,2.9951013835154785,0.03309461828476439,4.65754716237386,1258.138916015625,1668.174560546875,5.961872166997637
334,topanga_ridge,mps,150,-17287.324537218403,60,False,2.313263811568419,0.3224252134553778,0.06378479726457348,4.659375108083089,311.3870544433594,1147.9263916015625,5.93588279200776
335,stone_canyon,mps,150,-138518.48019332497,474,False,-7.398583116407195,2.8667940671407997,0.04030566776326547,4.660299545923869,1064.5018310546875,1459.2164306640625,6.038751083993702
336,topanga_ridge,mps,150,-16340.990799966135,55,False,2.570901952708761,0.3803919687648643,0.054640768570825456,4.662121512095133,389.4453125,1054.1309814453125,6.169660874991678
337,sullivan_canyon,mps,150,-50525.10235162362,187,False,-0.19813805720070377,0.04259320642145838,0.03518429447896779,4.661892859141032,18.85760498046875,503.05609130859375,6.056094708008459
338,topanga_ridge,mps,150,-18309.5278524756,64,False,2.659958567197124,0.3520480656369909,0.03151883433262507,4.661015853881836,388.29833984375,510.91131591796875,6.0994843329972355
339,sullivan_canyon,mps,150,-67520.55519228116,251,False,-1.7099705842882396,0.20034760446811561,0.045724224497874576,4.661274601618449,236.675537109375,1813.60693359375,6.2110429579915944
340,sullivan_canyon,mps,150,-35336.79056304561,130,False,1.1592502032096188,0.09011838730817544,0.07411621009310086,4.6629224936167395,215.3907928466797,3996.0244140625,6.066625291001401
341,stone_canyon,mps,150,-128641.27222770882,440,False,-6.054711969308555,1.9724010713058426,0.06374770497282346,4.6628071943918865,771.3148803710938,3137.721435546875,6.280766333002248
342,sullivan_canyon,mps,150,-51113.91929660666,192,False,-0.14962382945852976,0.06376677828170689,0.03329760308067004,4.663656377792359,47.59560012817383,832.1514892578125,5.772074375010561
343,sullivan_canyon,mps,150,-46201.2588170571,168,False,0.16890016182636222,0.032812966026208416,0.024338241601362824,4.6632266585032145,36.62862777709961,175.21240234375,6.057862875008141
344,sullivan_canyon,mps,150,-59738.67081820572,219,False,-1.1063029895350338,0.09993768274014656,0.033910757104555767,4.6614839331309,187.72462463378906,525.3604736328125,6.290531000006013
345,stone_canyon,mps,150,-98356.34082689958,340,False,-3.5884194187323253,0.7293589540254712,0.029718104073156913,4.660923671722412,568.5658569335938,768.59326171875,6.1629484169970965
346,stone_canyon,mps,150,-107269.60827208408,368,False,-4.329886106749376,1.1029616335821628,0.024844712633639573,4.661688194274903,561.8704223632812,769.1534423828125,6.002635000011651
347,sullivan_canyon,mps,150,-37189.296558329675,138,False,1.1682346461030344,0.07932049299576344,0.02405977586594721,4.66184492746989,164.42921447753906,274.184814453125,6.036537332998705
348,topanga_ridge,mps,150,-19148.52101380848,66,False,2.9297816005845863,0.4322394989434785,0.029775474841396015,4.661396436691284,449.09124755859375,593.3699340820312,5.830249749997165
349,stone_canyon,mps,150,-156250.75736669204,534,False,-7.949147860209147,3.510530498295557,0.031028684787452222,4.66017494837443,1007.4840087890625,1427.2496337890625,6.026758334002807
350,topanga_ridge,mps,150,-5839.091687808395,13,False,4.280429978370666,0.8975385485092798,0.03400379312535127,4.659668979644775,727.2727661132812,1303.96923828125,6.099418624988175
351,topanga_ridge,mps,150,-14608.827832095742,49,False,3.351107707818349,0.57535791584601,0.030473809987306595,4.658299907048543,548.6473388671875,862.7027587890625,6.016127334005432
352,stone_canyon,mps,150,-127392.26480565165,435,False,-5.646805357237657,1.7950432875336264,0.023936807944749793,4.657365506490072,718.196533203125,908.5387573242188,6.023640125000384
353,topanga_ridge,mps,150,-13605.686056853294,45,False,3.3873875655730568,0.5936949895042926,0.02910333969940742,4.654338010152181,551.8931884765625,799.0055541992188,5.789880082986201
354,topanga_ridge,mps,150,-16027.045169449444,55,False,3.1620249287287394,0.500353416671666,0.03423583678901196,4.652353493372599,485.07696533203125,821.2099609375,6.0130902910023
355,topanga_ridge,mps,150,-15065.414490790983,50,False,3.1473614399135115,0.5004632437755451,0.029977415017783643,4.6499441083272295,477.1281433105469,714.9305419921875,6.3254701669939095
356,stone_canyon,mps,150,-130961.91655174005,448,False,-5.885071714719136,1.9348843241715803,0.026890254026899735,4.649257332483927,815.8395385742188,1032.9490966796875,5.984091999998782
357,sullivan_canyon,mps,150,-38840.02579247008,145,False,0.9153554399249454,0.05681631506742936,0.02580453862125675,4.64983793258667,167.3544158935547,271.4501037597656,6.117750709003303
358,sullivan_canyon,mps,150,-37216.38270353729,138,False,0.8931002809169392,0.053121200082874416,0.024914483179648717,4.650213006337483,157.52108764648438,284.6687316894531,5.826284708004096
359,topanga_ridge,mps,150,-7817.33826170808,22,False,3.3244346328576406,0.5656096135824918,0.027206520643085243,4.649747641881307,493.39593505859375,667.09423828125,6.180203415991855
360,topanga_ridge,mps,150,-13270.434139359077,42,False,2.5394051773349444,0.37576844857336256,0.026643820110087594,4.650046421686809,329.86273193359375,490.3918762207031,6.210768749995623
361,stone_canyon,mps,150,-127569.37831836184,438,False,-6.8416537372767925,2.2328160306594023,0.027877284328763685,4.6484052817026775,1082.1572265625,1419.3779296875,6.195063666993519
362,stone_canyon,mps,150,-164858.22274684938,568,False,-10.49574293370669,5.587699734466848,0.024817952662706377,4.646997687021892,1830.2451171875,2495.384521484375,5.988690083002439
363,stone_canyon,mps,150,-120573.6821608649,413,False,-6.336466067334016,1.9868387430256311,0.021741954603542883,4.6462787246704105,1010.4194946289062,1300.575439453125,5.971888208994642
364,sullivan_canyon,mps,150,-58533.339025199544,213,False,-1.9785751169919967,0.298098509463404,0.024565847137322027,4.646097367604574,480.01690673828125,641.6939697265625,6.030774874991039
365,sullivan_canyon,mps,150,-49180.63164991956,181,False,-0.8529493540525437,0.06341047076668474,0.023264585227395097,4.647529242833455,177.4962921142578,249.94183349609375,5.954655749999802
366,stone_canyon,mps,150,-102354.62767033561,349,False,-5.201363369114697,1.4459132396953767,0.023258377568175396,4.649252818425496,1000.531494140625,1355.49658203125,5.975579624995589
367,sullivan_canyon,mps,150,-48143.60898892019,177,False,-0.5657612522908797,0.05701083430857023,0.022406518782178562,4.651565736134847,165.95062255859375,223.87979125976562,6.325061791998451
368,sullivan_canyon,mps,150,-75394.48501299649,271,False,-2.972273699529469,0.5124251463797554,0.02372070388868451,4.653895791371664,553.3382568359375,736.0992431640625,6.107510333007667
369,stone_canyon,mps,150,-174001.97809356268,595,False,-10.25966881925861,5.148630714272537,0.025232246341183782,4.6557892894744874,1588.748779296875,1989.631103515625,5.8650895839964505
370,stone_canyon,mps,150,-122722.80340247437,420,False,-5.402965051010251,1.5701064667030975,0.020699443692962328,4.658295701344808,866.5011596679688,1112.904296875,6.2801351670059375
371,sullivan_canyon,mps,4,6.072588066854223,0,True,3.477926194667816,0.588622510433197,0.005804812302812934,4.796515107154846,10.134313583374023,19.996313095092773,0.16549674999259878
372,topanga_ridge,mps,150,-7877.791555653829,22,False,4.23932191769282,0.9012274278203646,0.026018070404728255,4.6625998592376705,702.4537963867188,874.8541259765625,6.120603167000809
373,stone_canyon,mps,150,-135183.79524161448,465,False,-5.545447328990946,1.9215267122048802,0.022697456805035474,4.664451840718587,669.6876831054688,807.5435180664062,6.0838512089976575
374,stone_canyon,mps,150,-122448.69590673603,419,False,-4.516080648774902,1.2713953845806343,0.02077200693699221,4.6641394265492755,555.7154541015625,670.7538452148438,6.1639331670012325
375,topanga_ridge,mps,150,-4985.181657061219,10,False,5.126087942123413,1.2554634128014246,0.028265535216778517,4.66424799601237,869.3394775390625,1099.4241943359375,5.980599832997541
376,stone_canyon,mps,150,-149364.00667057512,512,False,-6.200927818641066,2.399518629095304,0.022848813943564892,4.6638342507680255,664.3577880859375,795.5072631835938,5.981341499995324
377,sullivan_canyon,mps,150,-82960.08889721688,304,False,-1.7205877118309338,0.29060654187216034,0.0273353194942077,4.66411234219869,240.98570251464844,283.4399108886719,6.14427112499834
378,sullivan_canyon,mps,150,-52211.91053141748,193,False,1.26128667909652,0.13309725552116408,0.022634888840839265,4.664939734141032,271.5927429199219,373.6606750488281,6.02429454200319
379,topanga_ridge,mps,150,-22026.29503153629,78,False,4.063429509003957,0.7802764105300108,0.026698848803838094,4.666539049148559,683.26171875,868.0396728515625,5.72622270899592
380,stone_canyon,mps,150,-154966.65779053693,530,False,-6.574980665917198,2.7827062080123386,0.022484733912472923,4.668937403361003,717.3970336914062,861.133544921875,5.900793624998187
381,sullivan_canyon,mps,150,-56469.70134248487,207,False,1.1466803120200832,0.12269084853462119,0.023496881326039634,4.671633869806925,269.62225341796875,368.2967834472656,6.215879082999891
382,topanga_ridge,mps,150,-20907.16258447402,74,False,4.2656775228182475,0.8977825862914324,0.02524790186745425,4.674345235824585,723.7616577148438,913.7473754882812,6.129139500000747
383,sullivan_canyon,mps,150,-53777.478865845034,199,False,1.5629140982776881,0.24163284789840267,0.02092835504251222,4.677884826660156,390.6396484375,525.7416381835938,6.047403624994331
384,stone_canyon,mps,150,-123544.037758074,423,False,-3.8287269524733225,1.0021039290479772,0.02359512904038032,4.680698013305664,397.1390686035156,471.34735107421875,5.914107750009862
385,sullivan_canyon,mps,150,-44428.012572966254,165,False,2.2091495446364084,0.3193498791133364,0.02144417102448642,4.682310778299968,463.5290832519531,586.506591796875,5.9982970420096535
386,topanga_ridge,mps,150,-12912.380343087338,42,False,4.931283051172892,1.1572884289423624,0.024454285772517324,4.683721008300782,783.8914184570312,981.7576293945312,5.992470125012915
387,topanga_ridge,mps,150,-13814.4765270828,46,False,4.595321311950683,1.0521065804362297,0.022999483176196614,4.6866603787740075,728.5696411132812,870.55078125,6.12541587499436
388,stone_canyon,mps,150,-124753.02166733271,427,False,-4.1250736207515,1.1917099699253837,0.022209316284085314,4.689747333526611,428.7129211425781,523.2409057617188,6.0327853330090875
389,sullivan_canyon,mps,150,-64177.75009592037,237,False,0.29886102785666785,0.21438187170618525,0.022452711580942076,4.690055904388427,240.78213500976562,333.8354187011719,6.228920834008022
390,sullivan_canyon,mps,150,-48912.44809428041,178,False,1.190710807349533,0.10723597104818205,0.02137146740530928,4.690468883514404,214.45565795898438,271.1092834472656,5.993236791997333
391,topanga_ridge,mps,150,-16485.894197484726,57,False,3.8417420122027397,0.7523437586713893,0.024858317381391923,4.690455503463745,546.8701171875,669.9677734375,6.03242625000712
392,topanga_ridge,mps,150,-29222.031317256744,106,False,2.458744066506624,0.3096619179024492,0.025503145391121508,4.692006673812866,293.81072998046875,368.84320068359375,6.391255499998806
393,stone_canyon,mps,150,-124064.5559740779,425,False,-5.058656816234191,1.3042891984945164,0.01935718972546359,4.692191845575969,647.905517578125,817.0673828125,6.26348166698881
394,stone_canyon,mps,150,-153747.31831011278,527,False,-7.841690648595492,3.186858636008692,0.02322887650690973,4.694523309071859,1035.9383544921875,1323.9378662109375,6.380963417002931
395,sullivan_canyon,mps,150,-40927.11619210697,161,False,1.1253173488805381,0.08496945091538351,0.020238555977120997,4.695079374313354,123.84212493896484,189.2761688232422,6.226482833008049
396,topanga_ridge,mps,150,-6515.913000608324,16,False,4.07437891403834,0.8622540275069575,0.0268619145732373,4.697145284016927,557.7149047851562,698.3765869140625,5.9626872910012025
397,topanga_ridge,mps,150,-25905.996057083583,93,False,1.988413479809339,0.309315363316626,0.024115829849615692,4.6974236710866295,191.48216247558594,321.79168701171875,5.872371750010643
398,topanga_ridge,mps,150,-19956.04814611953,70,False,2.4422436283777156,0.3945109509516745,0.025219075297936797,4.697884368896484,255.35292053222656,355.72576904296875,6.047834833996603
399,sullivan_canyon,mps,150,-51443.00884645384,191,False,-0.5349704053982471,0.06577723301241765,0.020483548231422902,4.698484576543172,135.55345153808594,223.71826171875,6.345758499999647
400,sullivan_canyon,mps,150,-40033.5767675467,146,False,0.30876522334913414,0.06360210946933269,0.02015345693255464,4.700929098129272,42.43326950073242,152.95355224609375,5.965799915997195
401,topanga_ridge,mps,150,-7940.076090566113,22,False,3.177629796266556,0.5554620242056747,0.0280968648303921,4.702919136683146,371.7874450683594,528.8621215820312,6.070975916009047
402,topanga_ridge,mps,150,-14171.022836597273,47,False,2.2795998962720234,0.38158788075049715,0.025262078708037733,4.705687713623047,233.5037841796875,405.64508056640625,6.03605133399833
403,topanga_ridge,mps,150,-17035.026641708188,59,False,1.802384083562841,0.294136668796466,0.024798383256420493,4.707934627532959,151.75234985351562,294.25396728515625,5.903576708005858
404,stone_canyon,mps,150,-118668.25548463725,408,False,-5.775388213396073,1.7015798160185416,0.022451058526833854,4.71061209042867,714.5298461914062,956.5158081054688,6.2601439579884754
405,sullivan_canyon,mps,150,-43244.13936266513,161,False,-0.755445279404521,0.06804018407572889,0.024622934938718876,4.7130259386698405,138.7626495361328,543.00048828125,6.010672333999537
406,topanga_ridge,mps,150,-14257.403343460439,47,False,1.6270367378462105,0.2730399326710824,0.02621053682329754,4.715060091018676,127.90521240234375,359.26898193359375,5.912684042006731
407,topanga_ridge,mps,150,-15832.20627699294,53,False,1.2928336595293755,0.2511737412547587,0.022465069295528033,4.717117255528768,84.9429702758789,184.1077117919922,5.837731374995201
408,sullivan_canyon,mps,150,-47851.058347012295,175,False,-1.7688011045955743,0.21434142722203092,0.020568471907948454,4.718956597646078,341.46868896484375,489.71466064453125,6.010775417002151
409,topanga_ridge,mps,150,-18060.044053590944,62,False,0.9213971006590873,0.19284910254794682,0.025865604029968382,4.720484193166097,54.17219161987305,299.48101806640625,5.9202709999954095
410,topanga_ridge,mps,150,-5997.169209735073,14,False,2.062630914449692,0.2980512291441361,0.022872185955444973,4.722136084238688,219.14161682128906,312.2381286621094,5.828791708001518
411,stone_canyon,mps,150,-82812.97287824452,284,False,-3.896310386657715,0.816085035726428,0.02274201678112149,4.722108936309814,692.9266357421875,1015.0770263671875,6.278957333008293
412,stone_canyon,mps,150,-130835.53251388673,448,False,-8.538450615406036,3.4933347302675246,0.025010067398349444,4.723932800292968,1259.30029296875,1902.885009765625,5.906241459000739
