episode,device,scenario,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,wall_time_s
61,mps,topanga_ridge,150,-13760.269392782327,46,False,2.271907338599364,0.44838196139782666,0.09601283688098192,4.383862546284994,1.3349019543329874,3.0489605887730917,599.50146484375,1058.1180419921875,6.610364583000774
62,mps,sullivan_canyon,150,-52416.95929521362,198,False,-0.8268173408756654,0.0794587148656501,0.07698910888284445,4.386096563339233,1.3346592815717062,3.051437268257141,269.84710693359375,434.4805908203125,6.438336708000861
63,mps,stone_canyon,150,-124535.88473136631,425,False,-5.222476904333258,1.7625776514816622,0.06313555713742972,4.395242171287537,1.3347628235816955,3.0604793580373126,888.4832763671875,1483.54150390625,6.307092792005278
64,mps,sullivan_canyon,150,-42581.211139437626,159,False,0.8495443182562789,0.12501224150928464,0.06950853697955608,4.409835405349732,1.3352628501256307,3.0745725297927855,598.4903564453125,1041.306396484375,6.1119545830006246
65,mps,topanga_ridge,150,-24616.861821410646,87,False,2.504538628657659,0.45910155848716383,0.09951753170539936,4.414890610376994,1.3350056910514831,3.079884918530782,958.4738159179688,1685.821044921875,6.272168666997459
66,mps,single_training,150,-92146.61818531781,302,False,-3.051258376358698,0.8396539911392756,0.05850102014839649,4.421210152308146,1.3353712558746338,3.0858388805389403,656.246826171875,1136.32373046875,6.2009922089928295
67,mps,single_training,150,-155307.99625804948,507,False,-8.29611988633871,4.045043578123441,0.05900689659019311,4.433624852498372,1.3353304902712504,3.098294366200765,2194.419677734375,3422.779541015625,7.879181291995337
68,mps,single_training,150,-132072.69051860532,430,False,-5.249823441179857,1.815281910578341,0.06646816920489072,4.4479824686050415,1.3357835054397582,3.1121989631652833,1031.3250732421875,1713.9576416015625,7.220076124998741
69,mps,topanga_ridge,150,-5797.6425162516525,13,False,5.574883725643158,1.8312747226158779,0.09585550161078572,4.465706612269083,1.3356284666061402,3.130078159968058,2370.128173828125,4022.189697265625,7.895859707990894
70,mps,stone_canyon,150,-110949.87531475538,378,False,-2.367725362026443,0.5391819128354898,0.052643659816433985,4.476030066808065,1.3350330440203348,3.1409970204035442,314.66961669921875,577.1558837890625,7.8577564590086695
71,mps,single_training,150,-123375.18609875209,408,False,-3.904623431836565,1.1852724088283624,0.052623801566660404,4.490264064470927,1.3354918424288431,3.154772237141927,818.4270629882812,1342.8349609375,7.902531583997188
72,mps,sullivan_canyon,150,-52052.06673423225,197,False,2.977639686067899,0.8257908221753314,0.07898942835628986,4.505149534543356,1.3354656076431275,3.1696839253107707,1752.537109375,2734.61279296875,7.821513874980155
73,mps,sullivan_canyon,150,-53214.236672214065,193,False,2.658866686026255,0.5403854403148095,0.07461709594974915,4.519662076632182,1.3358822584152221,3.183779827753703,1369.271728515625,2394.399658203125,7.962637334014289
74,mps,topanga_ridge,150,-15325.042338319858,52,False,6.297324509620666,2.2364520847797396,0.1071479808104535,4.527774605751038,1.3351334977149962,3.19264110883077,2626.22021484375,4169.39794921875,7.778544083004817
75,mps,single_training,150,-122205.04733711177,398,False,-2.4989298648263016,1.1594862747932349,0.06803667834028601,4.534072130521139,1.3341223430633544,3.199949803352356,270.4746398925781,740.125732421875,7.94796645900351
76,mps,stone_canyon,150,-112078.70777116956,383,False,-1.2708439311862458,0.4881714004059434,0.05686233272155126,4.543977197011312,1.3333060892422994,3.2106711022059122,240.85421752929688,530.5674438476562,7.895683292008471
77,mps,stone_canyon,150,-116741.5120649627,399,False,-0.8623161021868387,0.7320488321781159,0.060425213227669396,4.548793541590372,1.3333342043558756,3.2154593515396117,674.3432006835938,1167.6649169921875,7.755795249977382
78,mps,stone_canyon,150,-86721.81783921648,297,False,1.0743355708367501,0.2690014153519269,0.05014390164365371,4.555437731742859,1.3352134052912394,3.2202243264516195,753.6051025390625,1239.3367919921875,7.7649585000181105
79,mps,stone_canyon,150,-127209.33721857541,436,False,-2.5086344727501273,0.6470459590905132,0.06178466586396098,4.558775180180867,1.3360096883773804,3.2227655204137164,403.9037780761719,680.317138671875,7.998631291004131
80,mps,stone_canyon,150,-101894.12707400732,350,False,-0.584089264733096,0.183502129307041,0.04407526617248853,4.556997235616048,1.3360762985547383,3.2209209330876667,86.5525131225586,255.65664672851562,7.882956750021549
81,mps,single_training,150,-90547.08068839982,301,False,-0.39161161387960114,0.25580673495462786,0.07839483892545104,4.556744818687439,1.3361208542188008,3.220623957316081,117.1794662475586,330.8907165527344,6.3752856659993995
82,mps,single_training,150,-113929.06980405324,373,False,-2.067416384431223,0.8313541832776415,0.06792477981497844,4.55048395951589,1.3346360596021016,3.215847905476888,254.89013671875,548.8658447265625,6.4005953750165645
83,mps,single_training,150,-134287.7075372339,437,False,-3.666613042851289,1.3019415188829104,0.07233118213713169,4.5519075711568195,1.3319301557540895,3.2199773931503297,777.350830078125,1417.3116455078125,6.2667332499986514
84,mps,stone_canyon,150,-93124.19236029482,320,False,1.3489733037600915,0.22005028142230004,0.059578262008726596,4.553964648246765,1.329777528444926,3.224187134106954,628.25439453125,1109.2554931640625,6.381774832989322
85,mps,single_training,150,-147525.5051179302,484,False,-3.7232178463041783,1.0169357386995883,0.07157084212948879,4.54947652498881,1.3278699866930643,3.2216065390904745,843.4067993164062,1773.1539306640625,6.144214416999603
86,mps,topanga_ridge,150,-16318.955590281956,56,False,8.022760399182637,3.2714845005671185,0.09534691932300726,4.543106737136841,1.3247636500994364,3.218343073527018,2837.129638671875,5871.0380859375,7.890766124997754
87,mps,stone_canyon,150,-147308.98941043214,509,False,-2.0339493890603384,0.6775969709153287,0.06252329985921581,4.5338052463531495,1.3214530309041341,3.212352221806844,350.84716796875,938.8727416992188,7.862953957985155
88,mps,topanga_ridge,150,-21108.56319848049,74,False,8.592189606030782,3.6432430775960287,0.10676715871319174,4.519547173182169,1.3155552744865417,3.203991886774699,3129.96337890625,6466.22021484375,8.0052719580126
89,mps,single_training,150,-91292.40821966596,297,False,3.1399720005194345,0.7633589658141137,0.07326287427917123,4.511428990364075,1.3125759609540304,3.1988530190785727,1541.470703125,3351.296630859375,7.899945834011305
90,mps,stone_canyon,150,-105765.95551076248,362,False,2.1966913189490636,0.381497514427756,0.044922002541522184,4.50583350499471,1.3112337311108908,3.1945997714996337,1007.5460205078125,2037.4544677734375,8.10575762501685
91,mps,topanga_ridge,150,-25506.34527168617,91,False,7.103228792349498,2.619071774681409,0.09136220453927914,4.504279189109802,1.3119199506441752,3.192359223365784,2383.357177734375,5126.4892578125,7.97831508301897
92,mps,single_training,150,-104693.40281574467,349,False,0.011201974519838889,0.3292474659617801,0.06350143435100715,4.500425628026327,1.3135084851582846,3.186917136510213,461.5506896972656,852.3687133789062,7.74083475000225
93,mps,single_training,150,-114039.3335688311,374,False,-1.84539228271693,0.37396296665887346,0.06092069633305073,4.495352671941121,1.3136251576741536,3.1817275206247966,648.0109252929688,1440.875732421875,7.9606275420228485
94,mps,topanga_ridge,150,-21241.200389697475,73,False,5.274533470713844,1.6169230621892046,0.08969591625034809,4.492285041809082,1.3156201076507568,3.176664934158325,1355.871826171875,2615.275390625,7.638946666993434
95,mps,single_training,150,-90220.08999169833,298,False,-0.7974178928385178,0.14963143626379558,0.06262871189663807,4.484273327191671,1.31694788535436,3.1673254776000976,296.3297119140625,650.4720458984375,8.001062833995093
96,mps,sullivan_canyon,150,-45112.47252991823,166,False,2.3139225710711133,0.4578623649787187,0.06450644051035245,4.48636945883433,1.3192654697100321,3.1671039867401123,284.04083251953125,797.737060546875,8.037324625009205
97,mps,stone_canyon,150,-165212.48427699867,567,False,-6.637303068439166,2.3974872622142236,0.05849676524599393,4.484782538414001,1.321241626739502,3.1635409053166708,2016.1334228515625,3574.617431640625,8.044148084009066
98,mps,stone_canyon,150,-123087.64125628039,425,False,-3.3845551371574403,0.6384062705437342,0.05546193938702345,4.490366444587708,1.3229632512728373,3.1674031829833984,1202.539794921875,2176.05517578125,8.141507541993633
99,mps,sullivan_canyon,150,-35886.33240039071,131,False,2.4533242651292433,0.4699210897714693,0.06430443234120806,4.497597983678182,1.3245709586143493,3.173027049700419,336.86279296875,776.3056640625,7.935188250005012
100,mps,single_training,150,-89741.8299309527,294,False,-2.254291849732399,0.34989167995892484,0.059419367983937266,4.502185486157735,1.326821056207021,3.1753644323349,892.5272216796875,1549.5394287109375,8.095752374996664
101,mps,topanga_ridge,150,-11086.703503089659,35,False,4.374896278778712,1.2110275291651487,0.10227017348011334,4.507916344006857,1.328183209101359,3.179733141263326,901.9715576171875,1701.2181396484375,6.299923124985071
102,mps,sullivan_canyon,150,-50027.80883744099,186,False,0.7968498833974202,0.18459297744466313,0.06663198083639145,4.509285542170207,1.3291598423322042,3.1801257069905597,149.16209411621094,325.9423522949219,6.432246582990047
103,mps,sullivan_canyon,150,-60834.68725876413,228,False,-0.4222351758896063,0.2692784110521158,0.07344577153523763,4.517216924031575,1.3308949621518453,3.1863219610850018,627.1275024414062,1113.8642578125,6.360373917006655
104,mps,sullivan_canyon,150,-58738.28645082809,220,False,-0.2001787412663301,0.23196616712826654,0.07034026025484005,4.529150714874268,1.3329759629567464,3.19617475827535,537.512939453125,1016.9365844726562,6.32199016699451
105,mps,sullivan_canyon,150,-68233.75399584303,246,False,-0.8724008871164793,0.20222277031855204,0.07023737142483394,4.539678967793782,1.3342345976829528,3.205444351832072,625.18505859375,1177.9608154296875,6.278059333999408
106,mps,topanga_ridge,150,-14021.428665397289,47,False,4.121285744508108,1.089190124819676,0.09012825412054856,4.551311818758647,1.3345287346839905,3.2167830880482993,1040.1151123046875,2039.9173583984375,7.798189500026638
107,mps,stone_canyon,150,-103050.528570601,350,False,-3.0632093862692513,0.5112817748915404,0.05481913518160582,4.558891366322835,1.3350121903419494,3.2238791767756143,872.1990966796875,1564.5438232421875,7.9218588339863345
108,mps,topanga_ridge,150,-15189.404407097723,51,False,4.421943202813466,1.1870560816427072,0.09670416840662559,4.564317893981934,1.3340022389094035,3.230315670967102,1224.14208984375,2277.604248046875,7.979614042007597
109,mps,topanga_ridge,150,-8070.7811192021445,22,False,5.178779228925705,1.5078721553646028,0.09138501844058435,4.570154472986857,1.3349606625239054,3.2351938009262087,1546.5504150390625,2992.3486328125,8.121665625018068
110,mps,sullivan_canyon,150,-66028.48481194282,239,False,-0.12436731815959017,0.0849115658881965,0.056233902275562284,4.572539253234863,1.3367616963386535,3.2357775529225665,145.0355987548828,297.44464111328125,8.111242832994321
111,mps,topanga_ridge,150,-18386.49579734802,63,False,4.157790316442648,1.0605399372801185,0.10189911185453336,4.575764344533284,1.3375247486432393,3.238239593505859,1185.4554443359375,2238.80126953125,7.939532082993537
112,mps,sullivan_canyon,150,-48729.55045834192,182,False,1.661155404037175,0.2327129287374074,0.0680176633472244,4.575008198420207,1.3392483655611673,3.23575982093811,728.7177124023438,1285.942138671875,8.017131667002104
113,mps,single_training,150,-106237.0828925906,351,False,-3.1230045202126107,0.7190462988927417,0.06397117624059319,4.576636803944906,1.341583672364553,3.2350531355539958,477.1732482910156,881.0390014648438,7.998888000001898
114,mps,sullivan_canyon,150,-37978.75300652765,140,False,2.385128014286359,0.31571691486674053,0.06966010492915908,4.575730962753296,1.3434898138046265,3.232241145769755,742.1923217773438,1287.3182373046875,8.36481108298176
115,mps,single_training,150,-116576.56997066202,385,False,-4.798932176828385,1.1918017612289016,0.0509502616773049,4.573971680005392,1.3456162444750468,3.2283554156621297,1358.1861572265625,2261.550048828125,7.9910788340203
116,mps,stone_canyon,150,-118278.17466496177,405,False,-3.382631814504663,0.6580184170471814,0.05608747623860836,4.57197979927063,1.346769270102183,3.2252105299631753,750.6065673828125,1290.0550537109375,8.072504250012571
117,mps,stone_canyon,150,-117031.62833353008,403,False,-3.899802589515845,0.8146323706721887,0.05350942060972253,4.569989086786906,1.3465632406870525,3.223425833384196,1305.52001953125,2157.300048828125,7.910240041994257
118,mps,single_training,150,-115606.25818533589,382,False,-4.019398173193137,0.9887271886807867,0.06079204876596729,4.5728268671035766,1.3463774649302165,3.2264494037628175,1108.1448974609375,1852.67236328125,8.372304958000313
119,mps,topanga_ridge,150,-14606.363285910855,48,False,5.079474380413691,1.3074016938358546,0.09393287078787883,4.575508902867635,1.345973097483317,3.2295357894897463,1424.2020263671875,2419.873291015625,8.23401579199708
120,mps,topanga_ridge,150,-12344.642576035778,40,False,5.425131693681081,1.4578385645151137,0.0918696653842926,4.575567717552185,1.3461582740147908,3.229409468968709,1557.9090576171875,2572.32275390625,8.31289783300599
121,mps,single_training,150,-158584.22170849476,520,False,-7.381418360769748,2.9782963112237244,0.06902443813780944,4.578481273651123,1.3470683336257934,3.231412925720215,1996.677490234375,3305.273681640625,6.46555270801764
122,mps,stone_canyon,150,-101427.3679126206,347,False,-1.2261831592023373,0.1476567298686132,0.04808336538573106,4.577832989692688,1.3476097122828166,3.2302232519785563,293.1225891113281,533.1893920898438,6.256071166979382
123,mps,sullivan_canyon,150,-56979.42317057704,207,False,1.9158790191014607,0.17682673121181627,0.0646763643498222,4.583640398979187,1.3486447588602701,3.2349956321716307,571.8739624023438,947.6747436523438,6.087254582991591
124,mps,single_training,150,-131550.38990514388,432,False,-4.461694392239054,1.3870507849667533,0.0604375184699893,4.590781434377035,1.3501405382156373,3.240640908877055,1173.010498046875,1927.6712646484375,6.050451459013857
125,mps,topanga_ridge,150,-20625.761115138026,72,False,5.276830886205038,1.3873122934500377,0.09845907446617881,4.594610637029012,1.3511374727884928,3.2434731594721478,1544.617919921875,2538.3271484375,5.986461874999804
126,mps,sullivan_canyon,150,-40943.64110710297,154,False,3.7058642800649007,0.7248345011472702,0.0766720353687803,4.6006553363800045,1.352706839243571,3.247948489189148,1335.566162109375,2309.086181640625,7.602586833003443
127,mps,stone_canyon,150,-118848.0339293836,407,False,-2.240805670345823,0.40884846247616224,0.05174437159672379,4.605518585840861,1.353627541065216,3.2518910439809163,369.4113464355469,615.824462890625,7.771589167008642
128,mps,sullivan_canyon,150,-52859.87690637579,194,False,2.7644227902094523,0.4170618199308713,0.06185728983332713,4.608336251576741,1.3537502312660217,3.254586006800334,1014.4119262695312,1690.4017333984375,8.008779209019849
129,mps,sullivan_canyon,150,-45760.53030608045,174,False,3.375556831359863,0.5997938001155854,0.0760409487100939,4.612641626993815,1.3545705358187357,3.258071084022522,1208.396728515625,2115.070068359375,7.942737417004537
130,mps,topanga_ridge,150,-12760.512238245696,41,False,6.018768785794576,1.7272498985131581,0.08027251476421952,4.613410116831462,1.3550878922144571,3.2583222150802613,1718.4248046875,2804.725341796875,7.916240457998356
131,mps,stone_canyon,150,-92185.8761523012,316,False,-0.5190272056559722,0.06558861261869121,0.04148823426415523,4.616252762476603,1.3556849646568299,3.2605678033828736,112.22318267822266,273.8392639160156,8.149220666993642
132,mps,single_training,150,-103838.3451671422,341,False,-1.7373329228597383,0.589518018474411,0.07421534204855561,4.619365809758504,1.3558018668492635,3.263563944498698,199.0240936279297,577.8472290039062,7.92444245799561
133,mps,topanga_ridge,150,-5773.786143997138,13,False,6.034114777247111,1.8122808609406154,0.09579521351804336,4.622617464065552,1.355314726829529,3.267302737236023,1669.4429931640625,2895.960693359375,8.420413332991302
