episode,device,n_ticks,reward,buildings_destroyed,contained,policy_loss,value_loss,classification_loss,entropy,resource_entropy,zone_entropy,value_grad_norm,other_grad_norm,epochs_run,minibatches_run,early_stopped,stop_reason,wall_time_s
28,mps,150,-122798.50573772956,406,False,0.0008758485006789366,0.2796560623338261,0.07068186288699507,4.3759512535731,1.094299916823705,3.2996958049138385,54.79296875,107.84842681884766,1,10,False,,7.8322087499836925
29,mps,150,-134167.29537888506,440,False,0.01687415765802143,0.2735252647974873,0.06936657004058361,4.3399007034301755,1.0774833856026331,3.2774859444300333,33.49003219604492,86.4743423461914,1,10,False,,7.753145958005916
30,mps,150,-98471.7603972149,322,False,-0.00668919354211539,0.36490588223949694,0.06257454503327609,4.3076963678995766,1.0551597819725673,3.2648593362172447,2.4769680500030518,77.15643310546875,1,10,False,,7.875739084003726
31,mps,150,-126753.566862396,409,False,0.006584553314993779,0.30420586074624834,0.07310081826522946,4.24721884727478,1.0185049011309941,3.2537825949986776,21.317975997924805,31.529142379760742,1,10,False,,7.7625564170011785
32,mps,4,8.317586378778088,0,True,-1.4901161193847656e-08,3.3573808073997498,0.012254836736246943,4.818151950836182,1.3722535371780396,3.4458983540534973,21.533845901489258,30.944555282592773,1,1,False,,0.21089562500128523
33,mps,150,-94216.06315356809,307,False,0.008055828375120958,0.3792472674282423,0.060523534653087456,4.257487448056539,1.0040545237064362,3.240769778887431,8.533158302307129,37.21851348876953,1,10,False,,7.79676195801585
34,mps,150,-105322.83904541505,347,False,0.030242004593213398,0.12374014050786476,0.05765054726973176,4.25271639029185,1.0264775000015895,3.2391869688034056,49.47980880737305,139.2762908935547,1,10,False,,7.862652957992395
35,mps,6,-33.35007092482125,0,True,4.967053731282552e-09,2.297905524571737,0.0168124424914519,4.807011842727661,1.3706911007563274,3.436320702234904,32.46470642089844,49.122283935546875,1,1,False,,0.3087108749896288
36,mps,150,-105135.0945958073,346,False,0.008203934305347502,0.1726362351696783,0.06774537556494276,4.278119476636251,1.0395504981279373,3.2254907099405923,9.65814208984375,48.76133346557617,1,10,False,,7.828916458005551
37,mps,150,-109359.98961800331,356,False,0.0056411996111273765,0.17501840424713008,0.05548364665359259,4.316373960177104,1.0326323260863621,3.2641588624318443,6.4783735275268555,28.296852111816406,1,10,False,,7.809005999995861
38,mps,150,-138302.55218866732,450,False,0.014224871098995208,0.38341198635995777,0.057200741774092116,4.333865501085917,1.0590545157591502,3.277201221783956,19.79710578918457,77.34284973144531,1,10,False,,7.892581833002623
39,mps,150,-93064.12813688515,301,False,0.022181436655422052,0.5636650518584065,0.05135993673776587,4.287797614733378,1.061793765227,3.2474908304214476,12.660962104797363,50.46729278564453,1,10,False,,7.887830457999371
40,mps,150,-80715.27045991256,259,False,0.0039369646708170575,0.29373294933987837,0.04998973894243439,4.296009805997213,1.0421594528357188,3.248364284833272,16.927337646484375,108.74556732177734,1,10,False,,7.791878166986862
41,mps,150,-85762.79362943667,279,False,-0.006864557011673848,0.10374561558399364,0.05509050825610757,4.275948344866435,1.037915037671725,3.2563313611348472,1.2388657331466675,24.035358428955078,1,10,False,,7.870614791987464
42,mps,4,8.317586378778088,0,True,-2.2351741790771484e-08,2.3771443963050842,0.012500381795689464,4.754894733428955,1.3438929617404938,3.4110016226768494,26.78294563293457,34.751258850097656,1,1,False,,0.20882416699896567
43,mps,150,-139127.47174515238,451,False,0.001239861420666178,1.1889862033736427,0.05973801439007123,4.278388447761536,1.0166018209854761,3.2314335695902505,15.655891418457031,79.62049102783203,1,10,False,,7.882928125007311
44,mps,150,-111839.88898815031,375,False,0.0013412551519771418,0.17323893977384788,0.059699236694723365,4.321222613652547,1.0826685917377472,3.23599151134491,16.400390625,61.679115295410156,1,10,False,,7.979721207986586
45,mps,6,-33.35007092482125,0,True,0.0,2.3016964197158813,0.015271062807490429,4.793513298034668,1.3645665645599365,3.428946574529012,34.134769439697266,52.21963882446289,1,1,False,,0.3115326660044957
46,mps,150,-125283.44190385773,410,False,-0.0012934530852362514,0.30463426289963536,0.06153128774215778,4.277127316792806,1.0591237966219584,3.218465312321981,31.773019790649414,49.284603118896484,1,10,False,,7.516223666985752
47,mps,150,-137070.60891541053,453,False,0.011490992357333502,0.29651902720991835,0.07080756206686298,4.266372553507487,1.0671106306711833,3.2276730823516844,8.916089057922363,43.626197814941406,1,10,False,,7.722338041989133
48,mps,150,-111179.43878471653,363,False,-0.0026260570436716078,0.17721735002286246,0.06870281564692657,4.237875596682231,1.0267689752578735,3.1887788184483847,15.292281150817871,81.69231414794922,1,10,False,,8.474825166980736
49,mps,150,-123888.26819293904,403,False,0.02661579583073035,0.09591987426164754,0.07536481104170283,4.2387765550613405,1.065924839178721,3.1855617570877075,10.917464256286621,52.22784423828125,1,10,False,,8.325798750011018
50,mps,150,-121299.5884365135,396,False,-0.00042949390908082324,0.07269727510582319,0.07316144520416856,4.182214090029398,1.044924302895864,3.1572935517628986,26.138154983520508,75.2979507446289,1,10,False,,8.491420707985526
51,mps,150,-98783.7908513444,323,False,0.01574183380852143,0.2021977471730073,0.05284097865844766,4.170127922693888,0.9971031576395035,3.158078907330831,6.112992763519287,26.986289978027344,1,10,False,,8.212983541976428
52,mps,150,-80144.40662331824,262,False,-0.0011014451831579208,0.4396524834267984,0.05536173281570276,4.165167516072591,0.9965181434154511,3.1682659514745075,8.47490119934082,52.052772521972656,1,10,False,,8.280270999995992
53,mps,150,-162432.464475848,528,False,0.002578103228006512,2.051236711964011,0.053636367060244085,4.176744271914164,1.0231003069877624,3.1416993045806887,22.419992446899414,49.196449279785156,1,10,False,,7.324598167004297
